Revolution 2018,Club - Mixed ,21,7,2018
San Francisco,CA,2018-07-21,2018-07-22
https://play.usaultimate.org/events/Revolution-2018/schedule/Mixed/Club-Mixed
Blackbird,1
64,Joseph Bryan
75,Riley O'Neill
82,Joel Anton
85,Simone Stolzoff
88,Peter Bonanno
99,Angela Xiong
b,r,e,a,k
Alchemy,7
teamInfo,,"San Francisco, California",,https://www.facebook.com/alchemyultimate,
0,Alexis Whitaker
0,Charlie Capron
0,Deanna Abrams
0,Easton Archibald
0,Emily Kampa
0,James (Jim)  Boley
0,Lauren Margolis
0,Matthew Kissmann
0,Nadine Levin
0,Rachel Kalnbach
0,Rebecca Plotnick
0,Kohji Sugioka
0,Thomas Kilmer
2,Crystal Alton
5,Elliot Goodrich
5,Evan Hoyt
6,Kristina Geddert
11,Claire Leichter
12,Simon Margolis
13,Brett Naul
16,Thomas Konogeris
32,Joshuah Kapilivsky
33,Kailee Craig
33,Cathleen Hartge
44,Alexander Lloyd-Evans
80,Nick Petru
b,r,e,a,k
Long Beach Legacy,13
teamInfo,,"Long Beach, California",,https://www.facebook.com/LongBeachLegacy/,
0,Alex Drum
0,Amy Zhong
0,Chelsea Baldemor
0,Hazel Jackson
0,Ian Golembeski
0,Ivana Monson
0,Elizabeth Cowan
0,Patrick Boyker
0,Ryan Smith
0,Steven Brooks
4,Xavier  Daniel 
4,Joanne Chong
5,Karolyn Giang
6,Sarah Davisson
10,COLLIN NICHOL
17,Emily Harrington
33,Aaron Bernstein
44,Daniel Davisson
72,Justin Reinhardt
97,Naomi Guzman
99,Kori Brooks
b,r,e,a,k
Family Style,12
teamInfo,,"Los Angeles, California",,https://www.facebook.com/FamilyStyleUltimate,https://twitter.com/playfamilystyle
0,CALEB FERGUSON
7,Josie Ma
01,Matthew Nelson
02,Jason Lee
03,Evan Valdes
08,Suzanne Iwanicki
09,Emily Evans
10,Brian Leung
11,Ellen Ebat
12,Paul Kempler
13,Dylan Greenleaf
17,STEVE JOLLOTA
18,Charlotte Zhu
20,Adam Paicely
21,Eric Owens
24,KRISTI LIN
25,Joseph Bobman
27,Thomas Lin
29,Lisa Caine
43,Melissa Kan
46,Sarah Kibler
51,Joyce Chen
52,Cory Oskardmay
57,Andrew Dunn
66,Jennifer Norris
b,r,e,a,k
Donuts,9
teamInfo,,"Bay Area, California",wearedonutsultimate@gmail.com,https://www.facebook.com/DonutsUltimate/?pnref=story,https://twitter.com/donuts_ultimate
0,Brianna Bright
0,Christina Casler
0,Claudia Arquero
0,Eric Richardson
0,Jeffrey Voss
0,Jodi McCloskey
0,Grant Farrington
0,Jackson Valler
0,KENDRA CONRAD
0,Lindsay Hedgecock
0,Megan Nguyen
0,Morgan Lee
0,Nikki Chang
0,Thomas Murray
0,Visakha Hoang
2,Scott Miller
4,Juan Ocampo
4,Gianna Tesler
8,Adam Koren
13,MICHAEL LOPEZ
28,Judith Wang
37,Daniel Zakaria
55,Kwai Philpott
73,Kimmey Hardesty
77,Alec Surmani
86,Jannon Frank
88,Bill Liu
b,r,e,a,k
Spoiler Alert,16
teamInfo,,"Los Angeles, California",,,
6,Alison Yoho
9,Philip Kaganovsky
03,Jennifer Taylor
04,Theodore Lannert
05,JT Taylor
07,Greta Becker
14,Dom Lincoln
16,Nicole Follman
18,Megan Timmerman
24,Xavier Charles
25,Radmila Dancikova
25,Sean Mills
25,Joy Kim
30,DANIEL CHUNG
33,Helena Wu
36,Cynthia Love
42,Bryan DeVore
58,Alec Johnson
69,Vivian Shen
71,DEREK LAY
76,Alex Sobel
b,r,e,a,k
Lights Out,11
teamInfo,,"Seattle, Washington",,https://www.facebook.com/Lights-Out-Ultimate-982520691925825/,https://twitter.com/LightsOutUlti
00,Cris Hollyfield
04,Fannie Watkinson
10,Katherine Speck
11,Trudy Philip
13,Maria Herman
14,Mohammud Tilmo
16,Peter Bender
17,Meaghan Rose Costello
18,Wade Hankin
21,Christopher Sun
22,Katherine George
24,Lucas Davies
27,Kimberly Schlesinger
28,Michael Brisbois
37,Nariah-Belle Sims
42,John Quandt
44,Kat Songer
64,Bryan Bernard
91,Craig Harkey
b,r,e,a,k
Firefly,14
teamInfo,,"San Francisco, California",,facebook.com/fireflydisc,
0,Abigail Karp
0,Angus Kitchell
0,Arianna Aldebot
0,Charles Vallejo-Anderson
0,COLIN HOY
0,Danielle Kleidon
0,Andrew Galiger
0,Jake Rifkin
0,Jamie Lam
0,Jon Schlosberg
0,Kaitlin Marin
0,KATIE ZWEBER
0,Paul Kantlehner
0,Peter Zellman
0,Sarah Tenpas
2,Manzanita Griffin
4,Austin Benavides
5,Suk lyn Lim
7,Zachary Purdy
11,Timothy Reilly
13,Madelyn Wright
14,Dan  Greeley
16,Sean Hyslop
17,Noelle Nelson
17,Chris Godek
44,Shane Tracy
b,r,e,a,k
Platypi,15
teamInfo,,"Chico, California",,,
00,Stephen Nacis
01,Elizabeth Buhler
02,BRIAN BEEMAN
03,Payton Laurie
05,Helena Hoover
06,Eros  Escalona-White
07,Derek Miller
08,Michael Beeman
09,Marié Weverka
10,Russell Helms
11,Jesus Alfaro
13,Henry Whitney
14,Nicholas Dahms
15,Genevieve Millin
17,Grace Jardine
23,Alyssa Rodriguez
24,Devin Mitchell
27,Loren Bloom
32,Allison Mueting
37,Matt Logoteta
41,Madison Grenier
49,Kyle Harper
69,PATRICK ELSTEAD
b,r,e,a,k
Bird,10
teamInfo,,"Minneapolis, Minnesota",http://www.birdultimate.com/,https://www.facebook.com/BirdUltimate,https://twitter.com/MNBirdUltimate
0,Stephen Alexander
01,Cole Jensen
03,Greta Friedrichs
08,Patrick La Course
10,Erin Mirocha
12,Michael Ruble
17,Jacob Salzman
18,Angelica Montanez
21,Anna Barrett
22,Natalie Cooper
23,David Stemper
27,Leslie Boey
28,Joseph Nelson
29,Brian Paulus
30,THOMAS GRUND
39,CHRISTINE ROSEN
43,Dustin Rooffener
57,Sam Kaminsky
81,Tyler Meyer
97,Steven Anderson
99,James Kittlesen
b,r,e,a,k
Buckwild,17
teamInfo,,"Sacramento, California",,https://www.facebook.com/buckwildultimate,https://twitter.com/buckwildulti
0,Alex McCurdy
0,Logan Hanagan
0,Zach Weiss
3,Michael Corley
6,Nick Shepard
9,Nina Vollmer
9,Jonathan Martindill
10,Raymond Hutten-Czapski
10,Valorie Smart
11,Nathan Kumashiro
15,Hannah Willett
16,Savannah Avila
19,Annie Mills
20,Eli Stoever
21,Brendan Reed
22,Adam Fischlin
23,Katrina Rowsey
27,STEPH JAMIS
28,Megan Richter
33,Jeffro Valeros
88,Annie Holt
89,James Hill
b,r,e,a,k
Megalodon,28
teamInfo,,"Sunnyvale, California",,,
0,Christopher Roberts
1,Laura Morell
5,Becky Norling-Ruggles
06,Chrissy Shuh
07,Marta Shocket
08,Jonathan Brand
10,Vishnukarthik Lakshmanan
11,Matt Losquadro
12,Jonathan Chartrand
14,Jason Chen
15,Vivian Liao
17,David Fetter
18,Chelsea Verhasselt
21,Troy Campbell
26,Glen Dickey
32,Rebecca Campbell
36,Cory Lyngaas
39,Mason Medeiros
69,Nina Horowitz
72,Tim Lindberg
88,Jordan Gatti
b,r,e,a,k
DR,24
teamInfo,,"Berkeley, California",,,
0,Anna Luberoff
0,Dani Carrillo
0,Erica Pool
0,Jacob Maynard
0,Jacob Buckley
0,Nic Domek
0,Sara Hailey
1,Matthew Zelin
2,Katelyn Barrett
2,Marianne Olson
3,Andrew Racle
5,Amy Chou
8,Joseph Gorelik
12,Kim Laflin
16,Danielle Ngo
24,David Whiteneck
24,Joey Durkin
25,Jennifer Ames
28,Victoria Kaasa
29,Maxwell Jacobs
80,Scott Beamer
b,r,e,a,k
Delta Breeze,29
teamInfo,,"Davis, California",,,
0,Andrew May
0,Anthony Harb
0,Camryn Sellers
0,Carlos Romero
0,Joseph Donaldson
0,Keaton Johnson
0,Laurel Dodgen
0,Lauren Graves
0,Rebecca Schomer
0,Sasha Harrison-Gunzelman
3,Nicole Basham
8,Amal Gebara-Lamb
10,David Romens
21,Anthony Chow
23,DON ARMSTRONG
36,Alex Mandel
89,Alexander Sood
b,r,e,a,k
Robot,18
teamInfo,,"Santa Barbara, California",,,
0,Amanda Magnuson
0,Andrew Kirchhoff
0,Connor King
0,Jack Lyon
0,Jack Zhang
0,Kalin Hanson
0,Leilani Borrego
0,Olivia Gleser
0,Tom Drtina
12,Trung Pham
19,Ann Lee
27,Kelsey McClung
28,Tahlia Hodes
31,Samantha Kretchmar
52,Erick Lankey
77,Jordan Ellis
b,r,e,a,k
Sebastopol Orchard,27
teamInfo,,"Sebastopol, California",,,
0,Benjamin Levinsky
0,Jae Yu
0,Karissa Dedmon
0,Keaton Bates
0,Keiko Montenegro
0,Nicholas Jensen
0,Nina Roguski
0,Noah Bernhardt
0,Stefani Ewell
0,Sydney Horanic
4,Josh Fontes
7,Sydney Stelzer
9,Albert Coito
10,Jonathan  Nozzari
13,Chadwick Fisher
32,Kieran Bates
39,Noah Abrams
97,Omar Cornejo-Esquivel
b,r,e,a,k
Feral Cows,23
teamInfo,,"Palo Alto, California",feralcows.org,https://www.facebook.com/Feral.Cows.Ultimate/,https://twitter.com/feralcows
0,Carl Rodriguez
02,Garrett Silski
05,Michael Hotard
10,Jamie Kalb
12,Tyler Lym
12,William Gargroetzi
13,Skyla Lambeth
14,Melinda Wright
18,Laura Baker
22,Zoe Zaorski
32,Heather Le
33,Gabrielle Sinotte
37,Crystal Ngai
42,David Towey
43,Justin Chang
49,Daniel Jeng
85,Elena Miyasato
88,Samantha Guidry
96,RT Kan
98,Jesse Greenberg
99,S. Alex Smith
b,r,e,a,k
Hot Stix,30
teamInfo,,"San Francisco, California",,https://www.facebook.com/HotStixUltimate/,
0,Chris Stewart
0,Daniel Heynen
0,Eshaan Nichani
0,Jody Karol
0,Ryan Moelter
3,Edward Dunoyer
15,Sarah Bloom
38,Robert  Luo
47,Eric Dodds
80,Thomas Sorensen
b,r,e,a,k
California Burrito,26
teamInfo,,"San Diego, California",,,https://twitter.com/BurritoUltimate
0,Alexis Sellers
0,Anders Ruden
0,Auralee Walmer
0,Chris Luke
0,Christina Debowski 
0,David Sellers
0,Jeremy Cho
0,Jordan Denecour
0,Kylie Shen
0,Abe Shklar
0,Vincent Liang
0,Whitney Stephens
4,Sara Zhang
51,Akihiro Horie
b,r,e,a,k
Superstition,19
teamInfo,,"Phoenix, Arizona",,https://www.facebook.com/superstitionultimate/?fref=ts,https://twitter.com/phxsuperstition
0,Amber Ubelhor
0,Tina Holmes
3,Ashley Stahl
4,Jeffrey Budd
8,Jessica Reiter
8,Barrett Bromich
9,Brad Kutler
10,Andrea Torvinen
10,Laura Tan
11,Nicole Ron
12,Dalton Heppler
13,Jake Hadziev
17,Kelsey Bradley
18,BRITTNEY POTZLER
19,Clairissa Papa
24,William Hanson
30,Michael Simeone
42,Michael Nassief
42,Tiffany Ramos
48,Douglas Elijew
66,Chris Humphrey
69,Andrew Trichak
73,Nathan Brodie
80,Paul Otto
b,r,e,a,k
AC Bandits,22
teamInfo,,"Oakland, California",,https://www.facebook.com/acbandits/,
0,Aline Halliday
0,Angela Dong
0,Christopher Akers
0,Colin Tardrew
0,Emma Goldfinch
0,Joseph Norat
0,Laura Milanez
0,Laurel Estes
0,Robert Armstrong
0,Saadia Massarano
0,Sylvia Lewin
0,Walter Wu
7,Samuel Miles
8,Reilly Brock
9,Tiffany Bucher
22,Christine Nguyen
30,Aaron Gemmell
32,Dennis Clement
37,Seamus Burpee
83,John Moore
84,Alison Haddad
b,r,e,a,k
Happy Cows,31
teamInfo,,"San Francisco Bay Area, California",http://bayareadisc.org/,,https://twitter.com/HappyCowsUlti
coaches,Nicole Neumiller
0,Antonio Rueda
0,Evelyn Newburne
0,Henry Jackman
0,Liam Ereneta
0,Mara Baylis
0,Sam Jo
0,Sophia Acker
12,Ethan Nikcevich
14,Keaton Viadro
16,James Zhou
23,Margo Donahue
24,Thais Thomas
27,Elliott Rosenberg
33,Vienna Lee
33,Jenna Krugler
71,Aidan Curry
88,Jasper Leto Niemetz
98,Kiana Hu
b,r,e,a,k
POWERLINE,32
teamInfo,,"San Diego, California",,,
coaches,Cliff Hanna,Richard Hale Brown
01,Analise Butler
02,Lisa Diethe
03,Lauren Hanna
04,Michael Dykes
05,Vanessa Beeler
06,Molly Schwartz
08,Daniel Landesman
11,John Lazo
12,Kelly Dickinson
13,Ava Hanna
15,Bryan  Cloutier
18,Calvin Brown
21,Kenrick Koo
21,Shivam Sudame
42,Noah Schwalb
76,Jacqueline Rusher
84,Owen Shaff
b,r,e,a,k
Mimosas,20
teamInfo,,"Berkeley, California",,https://www.facebook.com/pg/Mimosasultimate/,
0,Adam Kafka
0,Amanda Cornfield
0,Amelia Khoo
0,Anusha Nagabandi
0,Ian Brown
0,Megan Griffith
0,Michael Rowland
0,Nick Goelz
0,Rita Wang
0,Sofia Lavrentyeva
0,Xinran Wang
3,Kyra Pesso
3,Jasmine Der
11,Finn van Krieken
20,Jennifer Thomas
44,Conor Bauman
66,Montana Roberts
77,Matthew Wong
98,Wyatt Berreman
99,Gavriel Gelbart
b,r,e,a,k
Absolute Zero,21
teamInfo,,"Santa Clara, California",,https://www.facebook.com/absolutezeroultimate/?fref=ts,
0,Audrey Cheng
0,Derek Innes
0,Jeffrey Stein
0,Jonathan Davis
0,Joseph Gagliano
0,Joshua Fankhauser
0,Krystal Caldwell
0,Matthew Ferrari
0,MICHELLE LISSNER
0,Tara Fussell
1,Gina Contolini
1,James Yang
5,Caleb Tseng
6,Bryan Dang
7,Angela Louh
12,Jade Bedley
14,Daniel Krass
19,Van Duong
24,Christopher Hocutt
25,Kelly Bruce
30,Rachel Roberts
42,Steve Mahoney
69,Taylor Martin
70,Christine Chen
72,Wiharjobudi Sosrodjojo
77,Emily Loo
b,r,e,a,k
VU,25
teamInfo,,"San Francisco, California",https://www.vampireultimate.com/,https://www.facebook.com/VampireUltimate/,
01,Rafael Castro
04,P. N. Raju
05,Stefan Kirk
06,Alexander Shearer
07,Jennifer Gross
08,Aseem Kishore
09,Nick Molzahn
10,Maria Dumanis
11,Karin  Lin
12,Jenny Liu
13,Amber Huang
14,Meryl Charleston
16,Vishal Yadav
17,Matthew Burkert
18,Frederick Lough
19,Jennifer Wei
22,Tristan You
23,Carrie Curtin
33,Eric Lauterbach
49,Tiffany Nguyen
55,Kelly Billings
64,Charles Boyd
77,Motoko Ishii
84,Quan Nguyen
88,James Gallerani Jr
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
Blackbird,American Barbecue,15,7,"07/21/2018, 11:10",Pool A,Final
Polar Bears,BW Ultimate,11,10,"07/21/2018, 11:10",Pool A,Final
Blackbird,BW Ultimate,10,8,"07/21/2018, 14:20",Pool A,Final
Polar Bears,American Barbecue,15,5,"07/21/2018, 14:20",Pool A,Final
Blackbird,Polar Bears,13,8,"07/21/2018, 15:55",Pool A,Final
BW Ultimate,American Barbecue,9,6,"07/21/2018, 15:55",Pool A,Final
pool,Pool B
Mischief,Alchemy,14,4,"07/21/2018, 11:10",Pool B,Final
7 Figures,Classy,10,7,"07/21/2018, 11:10",Pool B,Final
Mischief,Classy,11,7,"07/21/2018, 14:20",Pool B,Final
7 Figures,Alchemy,12,6,"07/21/2018, 14:20",Pool B,Final
Mischief,7 Figures,8,11,"07/21/2018, 15:55",Pool B,Final
Classy,Alchemy,10,9,"07/21/2018, 15:55",Pool B,Final
pool,Pool C
Donuts,Spoiler Alert,15,7,"07/21/2018, 11:10",Pool C,Final
Family Style,Long Beach Legacy,7,6,"07/21/2018, 11:10",Pool C,Final
Donuts,Long Beach Legacy,7,13,"07/21/2018, 14:20",Pool C,Final
Family Style,Spoiler Alert,9,4,"07/21/2018, 14:20",Pool C,Final
Donuts,Family Style,10,8,"07/21/2018, 15:55",Pool C,Final
Long Beach Legacy,Spoiler Alert,15,4,"07/21/2018, 15:55",Pool C,Final
pool,Pool D
Bird,Platypi,8,13,"07/21/2018, 11:10",Pool D,Final
Lights Out,Firefly,13,7,"07/21/2018, 11:10",Pool D,Final
Bird,Firefly,11,10,"07/21/2018, 14:20",Pool D,Final
Lights Out,Platypi,10,8,"07/21/2018, 14:20",Pool D,Final
Bird,Lights Out,7,11,"07/21/2018, 15:55",Pool D,Final
Firefly,Platypi,11,8,"07/21/2018, 15:55",Pool D,Final
pool,Pool E
Buckwild,Delta Breeze,15,2,"07/21/2018, 08:00",Pool E,Final
DR,Megalodon,7,10,"07/21/2018, 08:00",Pool E,Final
Buckwild,Megalodon,15,1,"07/21/2018, 09:35",Pool E,Final
DR,Delta Breeze,15,3,"07/21/2018, 09:35",Pool E,Final
Buckwild,DR,10,6,"07/21/2018, 12:45",Pool E,Final
Megalodon,Delta Breeze,15,3,"07/21/2018, 12:45",Pool E,Final
pool,Pool F
Robot,Hot Stix,15,2,"07/21/2018, 08:00",Pool F,Final
Feral Cows,Sebastopol Orchard,4,11,"07/21/2018, 08:00",Pool F,Final
Robot,Sebastopol Orchard,15,2,"07/21/2018, 09:35",Pool F,Final
Feral Cows,Hot Stix,15,5,"07/21/2018, 09:35",Pool F,Final
Robot,Feral Cows,14,5,"07/21/2018, 12:45",Pool F,Final
Sebastopol Orchard,Hot Stix,14,4,"07/21/2018, 12:45",Pool F,Final
pool,Pool G
Superstition,Happy Cows,13,4,"07/21/2018, 08:00",Pool G,Final
AC Bandits,California Burrito,9,10,"07/21/2018, 08:00",Pool G,Final
Superstition,California Burrito,11,12,"07/21/2018, 09:35",Pool G,Final
AC Bandits,Happy Cows,12,5,"07/21/2018, 09:35",Pool G,Final
Superstition,AC Bandits,13,8,"07/21/2018, 12:45",Pool G,Final
California Burrito,Happy Cows,15,5,"07/21/2018, 12:45",Pool G,Final
pool,Pool H
Mimosas,POWERLINE,11,12,"07/21/2018, 08:00",Pool H,Final
Absolute Zero,VU,12,6,"07/21/2018, 08:00",Pool H,Final
Mimosas,VU,13,4,"07/21/2018, 09:35",Pool H,Final
Absolute Zero,POWERLINE,7,11,"07/21/2018, 09:35",Pool H,Final
Mimosas,Absolute Zero,11,9,"07/21/2018, 12:45",Pool H,Final
VU,POWERLINE,6,10,"07/21/2018, 12:45",Pool H,Final
b,r,e,a,k
clusters,Championship Bracket Play-in Games
cluster,Championship Bracket Play-in Games
Donuts,POWERLINE,5,10,"07/21/2018, 17:30",,Final
Platypi,California Burrito,10,9,"07/21/2018, 17:30",,Final
Bird,Robot,10,14,"07/21/2018, 17:30",,Final
Spoiler Alert,Buckwild,8,11,"07/21/2018, 17:30",,Final
b,r,e,a,k
clusters,Championship Bracket Pre-quarters Play-in Games
cluster,Championship Bracket Pre-quarters Play-in Games
Lights Out,Buckwild,15,6,"07/22/2018, 08:00",,Final
Long Beach Legacy,Robot,14,7,"07/22/2018, 08:00",,Final
Family Style,Platypi,10,8,"07/22/2018, 08:00",,Final
Firefly,POWERLINE,13,10,"07/22/2018, 08:00",,Final
b,r,e,a,k
clusters,Championship Bracket Pre-quarters Games
cluster,Championship Bracket Pre-quarters Games
Alchemy,Lights Out,7,13,"07/22/2018, 09:35",,Final
American Barbecue,Long Beach Legacy,8,14,"07/22/2018, 09:35",,Final
BW Ultimate,Family Style,11,12,"07/22/2018, 09:35",,Final
Classy,Firefly,12,7,"07/22/2018, 09:35",,Final
b,r,e,a,k
brackets,Championship Bracket: 1st Place Bracket
bracket,Places 1-8
Mischief,7 Figures,8,7,"07/22/2018, 14:20",FInals,Final
Lights Out,Mischief,5,12,"07/22/2018, 12:45",Semifinals,Final
Polar Bears,7 Figures,10,11,"07/22/2018, 12:45",Semifinals,Final
Blackbird,Lights Out,10,11,"07/22/2018, 11:10",Quarter Finals,Final
Mischief,Family Style,14,3,"07/22/2018, 11:10",Quarter Finals,Final
Polar Bears,Classy,10,9,"07/22/2018, 11:10",Quarter Finals,Final
7 Figures,Long Beach Legacy,12,6,"07/22/2018, 11:10",Quarter Finals,Final
b,r,e,a,k
brackets,Championship Bracket: 3rd / 4th Place Game
bracket,3rd / 4th Place Game
Polar Bears,Lights Out,10,8,"07/22/2018, 14:20",Championship Bracket: 3rd / 4th Place Game,Final
b,r,e,a,k
brackets,Championship Bracket: 5th Place Bracket
bracket,Places 5-8
Blackbird,Classy,10,7,"07/22/2018, 14:20",5th / 6th Place Game,Final
Blackbird,Family Style,15,3,"07/22/2018, 12:45",Semifinals,Final
Long Beach Legacy,Classy,2,13,"07/22/2018, 12:45",Semifinals,Final
b,r,e,a,k
brackets,Championship Bracket: 7th / 8th Place Game
bracket,7th / 8th Place Game
Family Style,Long Beach Legacy,5,7,"07/22/2018, 14:20",7th / 8th Place Game,Final
b,r,e,a,k
brackets,Championship Bracket: 9th Place Bracket
bracket,Places 9-12
Firefly,BW Ultimate,7,11,"07/22/2018, 14:20",9th / 10th Place Game,Final
American Barbecue,Firefly,5,11,"07/22/2018, 12:45",Semifinals,Final
BW Ultimate,Alchemy,7,5,"07/22/2018, 12:45",Semifinals,Final
b,r,e,a,k
brackets,Championship Bracket: 11th / 12th Place Game
bracket,11th / 12th Place Game
Alchemy,American Barbecue,10,7,"07/22/2018, 14:20",11th / 12th Place Game,Final
b,r,e,a,k
brackets,Championship Bracket: 13th Place Bracket
bracket,Places 13-16
POWERLINE,Buckwild,9,6,"07/22/2018, 12:45",13th / 14th Place Game,Final
Robot,POWERLINE,10,12,"07/22/2018, 09:35",Semifinals,Final
Buckwild,Platypi,9,8,"07/22/2018, 09:35",Semifinals,Final
b,r,e,a,k
brackets,Championship Bracket: 15th / 16th Place Game
bracket,15th / 16th Place Game
Platypi,Robot,11,6,"07/22/2018, 12:45",15th / 16th Place Game,Final
b,r,e,a,k
brackets,Middle Bracket
bracket,Places 17-24
Superstition,Bird,9,11,"07/22/2018, 12:45",Finals ,Final
Sebastopol Orchard,Superstition,6,13,"07/22/2018, 11:10",Semifinals,Final
Mimosas,Bird,11,12,"07/22/2018, 11:10",Semifinals,Final
Spoiler Alert,Sebastopol Orchard,6,10,"07/22/2018, 08:00",Quarter Finals,Final
Donuts,Superstition,10,11,"07/22/2018, 08:00",Quarter Finals,Final
California Burrito,Mimosas,7,10,"07/22/2018, 08:00",Quarter Finals,Final
Bird,Megalodon,15,2,"07/22/2018, 08:00",Quarter Finals,Final
b,r,e,a,k
brackets,Middle Bracket: 19th / 20th Place Game
bracket,19th / 20th Place Game
Sebastopol Orchard,Mimosas,7,9,"07/22/2018, 12:45",Finals,Final
b,r,e,a,k
brackets,Middle Bracket: 21st Place Bracket
bracket,Places 21-24
California Burrito,Donuts,7,8,"07/22/2018, 12:45",Finals,Final
California Burrito,Megalodon,9,7,"07/22/2018, 11:10",Round Name,Final
Donuts,Spoiler Alert,11,8,"07/22/2018, 11:10",Round Name,Final
b,r,e,a,k
brackets,Middle Bracket: 23rd / 24th Place Game
bracket,23rd / 24th Place Game
