Women's Centex 2018,College - Women ,24,3,2018
Austin,TX,2018-03-24,2018-03-25
https://play.usaultimate.org/events/Womens-Centex-2018/schedule/Women/CollegeWomen/
Colorado,1
63,Charlotte Langer
64,Tracey Lum
66,Lydia Auch
73,Alicia Collins
81,Jasmine Der
84,Gabriella Fernando-McKinley
88,Gianna Scioletti
91,Anna Sciaruto
b,r,e,a,k
Utah,15
teamInfo,Spiral Jetty Ultimate,"Salt Lake City, Utah",modules/common/spiraljettyultimate.weebly.com/,https://www.facebook.com/pages/Spiral-Jetty-Ultimate/113676238733086,@spiraljettyulti
0,Beth Froerer
0,Camille van Ginkel
0,Erika Melville
0,Ireland Nichols
0,Katrina Brown
0,Logan Radke
0,Lily Kim
1,Sam Tan
2,Darya (Dasha) Trakhimets
5,Laura Brannan
7,Cameron Stukel
9,Madison McIntyre
13,Sierra Jensen
15,Lauren Burgess
16,Gretchen Mathiason
17,Hannah Slind
19,Hannah Bruns
23,Susan Truong
28,Jess Olsen
34,Makayla Keate
41,Kyra Khoroujnikova
71,Lisa Palomaki
85,Camilla Wintch
b,r,e,a,k
Tufts,3
teamInfo,Elephant Women),"Somerville, Massachusetts",,,
0,Amanda Giles
0,Caroline Passalacqua
0,Claire Dunn
0,Hannah Wells
0,Jordan Bricknell
0,Julia Lober
0,Margo Urheim
0,Meredith Bernstein
0,Molly Lipman
0,Olive Garst
0,Rosanna Vitiello
0,Samantha Schmidt
0,Samantha Saltzman
0,Shayna Solomon
0,Fernanda Brena
1,April Weintraub
4,Hannah Crowley
13,Valerie Willocq
19,Emily Decker
32,Megan Wilson
b,r,e,a,k
Colorado State,11
teamInfo,Hell's Belles,"Fort Collins, Colorado",,https://www.facebook.com/csuwomensultimate,@HellsBellesUlti
coaches,Molly Clay,Emily Stege,Sarah Pesch
0,Deanna Sadecki
2,Jessica Affolter
5,Hannah Mimmack
6,Jessica  Peterson
8,Erin Berg
9,Kiera Lindgren
13,Elena Gratton
14,Olivia Doyle
16,Julia Young
17,Sarah Hill
18,Laura McLean
20,Caitlin Tamblyn
22,Nicole Hardesty
24,Elena Donharl
47,Morgan Lester
49,Kaci Cessna
52,Annalee Altenberg
55,Chloe Carlstrom
69,Stevie Shock
81,Sarah Leichty
91,Eva Dunlap
98,Emily Tuckwood
b,r,e,a,k
Wisconsin,6
teamInfo,Bella Donna,"Madison, Wisconsin",http://www.belladonnaatropa.wordpress.com,,https://www.twitter.com/bdultimate
01,Jackie Welsch
02,Sabrina Hoffman
03,Carly Siewert
04,Vanessa Villasenor
05,Lauren Allin
06,Rachel Knutson
07,Amber Waite
09,Lilly Iverson
10,Caitlin Murphy
12,Kaitlynne Roling
13,Brittney Kokinos
14,Courtney Trescher
16,Molly Berkholtz
17,Lindsey Waite
18,Sarah Mondschein
19,Emily Cohen
20,Helen Walz
21,Emily Jewell
22,Michelle Zaber
24,Camila Flowerman
46,Dominique  Maderal
60,Claire Cech
99,Jane Zheng
b,r,e,a,k
Virginia,14
teamInfo,Hydra,"Charlottesville, Virginia",https://sites.google.com/a/virginia.edu/womens-ultimate-frisbee-club-at-the-university-of-virginia/,https://www.facebook.com/HydraNFriends/,https://twitter.com/HydraNFriends
coaches,Janie Mockrish,Brandi Skanes
0,Allison Hahn
1,Laura Baird
3,Brooke Meinhart
4,Christine Derieux
5,Khin  Kyaw 
6,Jianna Torre
8,Claire Burke
9,Isabella Savage
12,Caymen Rexrode
13,Ellie Wood
15,Julia Harris
19,Brittney Vargas
22,Claire Reagan
24,Phoebe Merrick
27,Lindy Torvinen
39,Selina Cheng
b,r,e,a,k
Ohio State,4
teamInfo,Fever,"Columbus, Ohio",http://feverultimate.org.ohio-state.edu/,modules/common/www.facebook.com/OSUFever,https://twitter.com/FeverUltimate
2,Funing Zhang
4,Emily Barrett
5,Claire Ackerman
9,Annelise Peters
11,Sadie Jezierski
13,Kelsey Henderson
15,Emma Colavincenzo
16,Corinn Pruitt
19,Marielle Lynch
20,Lake Fleming
22,Whitney Schott
24,Wai Ling Yee
25,Alora Reiff
26,Cara Sieber
28,Stacy Lu
31,Sheridan Cleave
54,Stephany Stumphauzer
57,Kelly Rusin
78,Tiffany Lim
82,Katherine Sandstrom
95,Kristen Behrens
98,Sarah Wade
b,r,e,a,k
Washington University,5
teamInfo,Iron Horse,"St. Louis, Missouri",,https://www.facebook.com/twoWUs,https://twitter.com/wuwultimate
0,Nina Mantegna
02,Hannah Aaron
04,Sarah Connelly
05,Katie Madden
06,Rachel Dreher
09,Stephenie Wang
11,Miranda Neil
12,Ainsley Tran
15,Alexandria Rutherford
17,Sylvia Snyderman
18,Emily Lawrence
19,Daniela Jimenez
21,Kylie Mink
23,Dorothy Chan
27,Jennifer Smith
31,Allison Murphy
32,Rachel Stockdale
34,Christina Stellwagen
35,Marissa Lerner
37,Mary Hermann
45,Sophia Smith
46,Marisa DelSignore
64,Isabel Shapiro
69,Mahliyah Adkins-Threats
81,Alli Levitas
96,Mina Bozeman
b,r,e,a,k
Northwestern,13
teamInfo,GungHo,"Evanston, Illinois",http://nugungho.com,https://www.facebook.com/NUgungho,GungHoUltimate
01,Olyvia Chinchilla
03,Sara Gnolek
06,Samantha Cohen
07,Sydney Stelzer
08,Grace Goulson
09,Morgan Walker
11,ABBY MATHIER
12,Caitlin Hayner-Slattery
14,Kylie Chesner
15,Martha Dunbar
16,Sarah Kim
19,Anna Scarbrough
20,Corinne Burger
24,Lena Goren
25,Hindeke Tewodros
27,Rachel Anderson
28,Talia Willmert
44,Grace Young
68,Erin Bruns
88,Julia Wilkins
98,Cindy Mei
b,r,e,a,k
Iowa State,12
teamInfo,Woman Scorned,"Ames, Iowa",http://iswomanscorned.blogspot.com/,https://www.facebook.com/pages/Woman-Scorned-Ultimate/245315626189,https://twitter.com/ISUWomanScorned
0,Emma Lorenz
5,Megan Halverson
9,Samantha Kokjohn
14,Taylor Reth
21,Abby Nissen
22,Nicole Wolf
23,Lauren Meyer
24,Megan Jameson
25,Anna Erickson
27,Grace Carlson
52,Rachel Bates
73,Kaitlyn Christiansen
b,r,e,a,k
St Olaf,17
teamInfo,Vortex,"Northfield, Minnesota",http://vortexultimate.weebly.com/,https://www.facebook.com/VortexWomensUltimate/,https://twitter.com/STOWomensUlti
coaches,Sean Prichard
0,Annika Peterson
0,Evelyn Wakeley
0,Katie Sherer
0,Maggie Truitt
0,Sally  Manninger
0,Victoria Knutson
2,Isabel Sullivan
6,Olivia Peer
8,Haley Challgren
09,Samantha Peterson
10,Amelia Schneider
12,Lauren Johnson
13,Kimberly Nissen
14,Tulsa Douglas
16,Kaitlyn Mulhern
22,Aidan Zielske
23,Lise Ramaley
24,Kelsey Halverson
26,Emma Purcell
41,Marit McQuaig
42,Anna Ruehlow
b,r,e,a,k
Texas-San Antonio,25
teamInfo,Legion,"San Antonio, Texas",,,
0,alyssa hoelscher
0,Julianna Fuentes
0,Krystal Findley
0,Vangelina Osteguin
2,Alaina Hernandez
3,Alexandra Zaborowske
7,Brooke Benjamin
7,Olivia Hudgens Rabbito
10,Kaitlin Lovely
12,Emily Adair
13,Joie Wilson
17,Sabrina Talley
33,Junelle Henry
b,r,e,a,k
North Texas,24
teamInfo,Envy,"Denton, Texas",,,
00,Adaobi Odife
00,Ari Simpson
00,Ashley Yarbrough
00,Brianna  Grammatico
00,Caroline McPhail
00,Eva Bils
00,Holli Foley
00,Isabelle Isaacs
00,Nina Moriarty
00,Rexann Munier
00,Sarah Jessie
00,Sierra Eden
00,Kayla Wilson
00,Keila Rios
09,Michelle Guan
69,Katie Haecker
b,r,e,a,k
Boston University,18
teamInfo,Ozone Pilots,"Boston, Massachusetts",,,
0,Erin Haden
0,Elizabeth Eckert
2,Elizabeth Wu
6,Elizabeth  Hannigan
7,Constanza Pena
10,Annika Chan
11,Apryl Hsu
15,Rachel Diffendal
17,Jacqueline Kresse
19,Anna Janetos
20,Meredith Brown
21,Margaret Atkins
22,Nadia Oleinik
39,Hannah Ditty
51,Michaela Cushing-Daniels
56,Natalie Wheeler
99,Taya Christianson
b,r,e,a,k
Colorado (B),23
teamInfo,Devi,"Boulder, Colorado",http://www.kaliultimate.com/,https://www.facebook.com/ColoradoWomensUltimate,https://twitter.com/DeviUlti
0,Annie Davis
0,Autumn Braley
0,Ellie Stanish
0,Jenna  Engelken
0,Jill Ingebritsen
0,Lindsey Silverman 
0,Marie Obermeier
0,Molly Gaugler
0,Noa Margalit
0,Sarah Litz
14,Madeleine El-Jammal
27,Rachel Austefjord
37,MEREDITH KRAUTLER-KLEMME
b,r,e,a,k
Texas A&M,26
teamInfo,Stacked,"College Station, Texas",,https://www.facebook.com/TAMUStacked,
0,Alexandra McMahan
0,Julia Lanfermeijer
0,Michelle Hasiuk
0,Mona  Fattahi
0,Sarah Bovio
0,Thessy Rossainz
0,Veronica Burgos
3,Gillian Maleski
4,Erica Renfrew
11,Corinne Empleo
15,Ashley Hryhorchuk 
19,Alyssa Joy De Guzman
22,Madison  Farmer
31,Hailey Gassiot
32,Lauren Schwartz
42,Amber Laurel
95,Alyssa Spurling
99,Sophia Eli Esteban
b,r,e,a,k
Texas Christian,19
teamInfo,Wrath,"Fort Worth, Texas",,,
coaches,Austin Reed
0,Olivia Jones
0,Skylar Manning
2,Marianne Damian
3,Zoey Clark
4,Callista Benavides
7,Madison Garrett
13,Catherine Sexton
15,Alexis Moorer
16,Sami Hess
17,Jordan Wellmann
21,Sarah Miller
28,Cristina Carreon
b,r,e,a,k
Baylor,30
teamInfo,Intrigue,"Waco, Texas",,https://www.facebook.com/groups/577933102271173/,
0,Emily Hollenbeck
0,Jessica Clark
0,Kendall Hollo
0,Olivia Mack
0,Rachel Gillock
0,Sarah Weaver
2,Emily Ziperman
3,Courtney McFarland
4,Mary Williams
5,Konner Moisson
6,Natalie Chamness
9,Brooke Vander Hey
08,Alissa Nebergall
14,Alyssa Murphy
18,Ana  Duque
20,Emily Liu
22,Kayla Lewis
23,Lauren Godfrey
27,Julia Salazar
b,r,e,a,k
Rice,22
teamInfo,Torque,"Houston, Texas",http://torqueultimate.wix.com/rice-womens-ultimate,,https://twitter.com/TorqueUltimate
coaches,Ashley Shelor
2,Regina Barcio
3,Samantha Paulsen
5,Emily Wang
6,Christina Brown
7,Melinda Ding
8,Sarah Downing
9,Emily Hwang
13,Molly Turner
14,Jacqueline Lee
15,Abril Dominguez
19,Emily Chang
22,Rebecca  Lopez
23,YingYan Ho
26,Ashley Fite
27,Philippine Kugener
32,Myra Ramdenbourg
88,Clarise Trinh
b,r,e,a,k
Texas (B),27
teamInfo,Mayhem,"Austin, Texas",,,
0,Alana Hughes
0,Angela Vujosevic
0,Lexi Stotler
0,Marian Hamilton
0,Reily Jonas
0,Sanjula Yella
0,Sarah Piersall
10,Sarah Mohammadian
12,Katherine Donovan
15,Erin Branscum
17,Katelyn Coolidge
22,Caroline Weaver
24,Evelyn Kue
35,Sierra Villalobos
42,Tiffany Wang
89,Maggie Cheung
b,r,e,a,k
Texas State,21
teamInfo,Trainwreck,"San Marcos, Texas",http://trainwreckfrisbee.wix.com/txstwomensultimate,https://www.facebook.com/TexasStateTrainwreck,https://www.twitter.com/txst_trainwreck
coaches,Sean Douglass
0,Wren Vogel
01,Martie Swinhoe
03,Tania Mandujano
04,Jordan Crawford
05,Hannah Starkel
07,Kelsey Shannon
08,Erin Bostick
10,Stephanie Moreno Reyes 
11,Alyssa Flores
12,Darien Morales-Anderson
17,Hannah Barragy
18,Mindy Radike
20,Sarah Valencia
21,Carley Garrett
22,Tory Brewer
24,Keely Freund
25,Jessica Kishi
35,Elizabeth Carbajal
43,Samantha Robarts
50,Melissa Farber
67,Peyton Hines
b,r,e,a,k
Texas-Dallas,20
teamInfo,MonStars,"Richardson, Texas",,,
3,Jenna Paterson
3,Sarah  Sachak 
6,Caroline Hammer
9,Madison Nickerson
12,Abigail Evans
18,Jamie Eriksson
21,Katy Elder
23,Meiline Troeung
24,Ashlyn Stuberfield
33,Olivia Osborne
49,Jacqueline Pham
52,Elizabeth Jilson
67,Stephanie Vu
69,Bristol Lovoy
73,Louisa Xie
96,Brisa Diaz
b,r,e,a,k
Miami,28
teamInfo,Southern Tropical Depressions,"Coral Gables, Florida",,https://www.facebook.com/UniversityOfMiamiUltimateClub,https://twitter.com/UMWultimate
0,Erin Gallogly
1,Sophie Watret
2,Dija Thomas
4,Laura Rosok
4,Natalia Ruiz-Huidobro
5,Monet Bennett
6,Serene Shehadeh
8,Sydne Anschutz
11,Kristi Fowler
13,Samantha Gangi
22,Dina Thomas
25,Gabrielle Greenberg
42,Heidi Lemon
78,Sabrina Ullman
97,Alejandra Pineda
99,Laurel Brooke
b,r,e,a,k
Trinity,29
teamInfo,Altitude,"San Antonio, Texas",http://www.trinitytigers.com/information/recsports/Club_Sports/Ultimate_Frisbee,,
1,Francis Hurtado
4,Rebecca Kroger
6,Hana Kruger
7,Monica Lampton
8,Claire Warkentin
9,Sydney Kuhn
11,Cat O'Shei
16,Mia Loseff
19,Caitlyn Turner
21,Skylr McCormick-Isom
22,Kendra Derrig
24,Katherine Devney
25,Marleny Salas
27,Madeleine Walshak
53,Julia  Riley
b,r,e,a,k
s,t,a,g,e,s
pools,Tier 1/2
pool,Pool A
Colorado,Georgia Tech,10,7,"03/24/2018, 09:00",Pool A,Final
UCLA,MIT,13,8,"03/24/2018, 09:00",Pool A,Final
Colorado,MIT,13,2,"03/24/2018, 10:45",Pool A,Final
UCLA,Georgia Tech,13,7,"03/24/2018, 10:45",Pool A,Final
Colorado,UCLA,12,5,"03/24/2018, 12:30",Pool A,Final
Georgia Tech,MIT,11,8,"03/24/2018, 12:30",Pool A,Final
pool,Pool B
Texas,Florida,13,10,"03/24/2018, 09:00",Pool B,Final
Northeastern,Utah,10,9,"03/24/2018, 09:00",Pool B,Final
Texas,Utah,13,8,"03/24/2018, 10:45",Pool B,Final
Northeastern,Florida,6,9,"03/24/2018, 10:45",Pool B,Final
Texas,Northeastern,13,8,"03/24/2018, 12:30",Pool B,Final
Florida,Utah,11,8,"03/24/2018, 12:30",Pool B,Final
pool,Pool C
Tufts,Colorado State,13,6,"03/24/2018, 09:00",Pool C,Final
Wisconsin,Virginia,10,8,"03/24/2018, 09:00",Pool C,Final
Tufts,Virginia,13,2,"03/24/2018, 10:45",Pool C,Final
Wisconsin,Colorado State,8,11,"03/24/2018, 10:45",Pool C,Final
Tufts,Wisconsin,12,6,"03/24/2018, 12:30",Pool C,Final
Colorado State,Virginia,10,5,"03/24/2018, 12:30",Pool C,Final
pool,Pool D
Ohio State,Iowa State,10,9,"03/24/2018, 09:00",Pool D,Final
Washington University,Northwestern,11,10,"03/24/2018, 09:00",Pool D,Final
Ohio State,Northwestern,13,7,"03/24/2018, 10:45",Pool D,Final
Washington University,Iowa State,12,8,"03/24/2018, 10:45",Pool D,Final
Ohio State,Washington University,9,7,"03/24/2018, 12:30",Pool D,Final
Iowa State,Northwestern,10,13,"03/24/2018, 12:30",Pool D,Final
b,r,e,a,k
pools,Tier 3
pool,Pool F
St Olaf,North Texas,13,1,"03/24/2018, 12:30",Pool F,Final
North Texas,Texas-San Antonio,3,9,"03/24/2018, 15:00",Pool F,Final
St Olaf,Texas-San Antonio,13,1,"03/24/2018, 16:45",Pool F,Final
pool,Pool G
Colorado (B),Texas A&M,8,7,"03/24/2018, 09:00",Pool G,Final
Boston University,Texas A&M,13,2,"03/24/2018, 10:45",Pool G,Final
Boston University,Colorado (B),10,4,"03/24/2018, 12:30",Pool G,Final
pool,Pool H
Texas Christian,Texas (B),13,0,"03/24/2018, 09:00",Pool H,Final
Rice,Baylor,6,11,"03/24/2018, 09:00",Pool H,Final
Texas Christian,Baylor,13,2,"03/24/2018, 10:45",Pool H,Final
Rice,Texas (B),13,3,"03/24/2018, 10:45",Pool H,Final
Texas Christian,Rice,13,2,"03/24/2018, 12:30",Pool H,Final
Texas (B),Baylor,3,13,"03/24/2018, 12:30",Pool H,Final
pool,Pool I
Texas-Dallas,Miami,13,3,"03/24/2018, 09:00",Pool I,Final
Texas State,Trinity,13,0,"03/24/2018, 09:00",Pool I,Final
Texas-Dallas,Trinity,13,1,"03/24/2018, 10:45",Pool I,Final
Texas State,Miami,13,4,"03/24/2018, 10:45",Pool I,Final
Texas-Dallas,Texas State,7,12,"03/24/2018, 12:30",Pool I,Final
Miami,Trinity,8,6,"03/24/2018, 12:30",Pool I,Final
b,r,e,a,k
brackets,Championship Bracket
bracket,1st Place Bracket
Ohio State,Texas,13,15,"03/25/2018, 13:00",1st Place Finals,Final
Florida,Ohio State,6,15,"03/25/2018, 11:00",Semis,Final
Tufts,Texas,12,13,"03/25/2018, 11:00",Semis,Final
Colorado,Florida,12,13,"03/25/2018, 09:00",Quarters,Final
Ohio State,Northeastern,15,11,"03/25/2018, 09:00",Quarters,Final
Tufts,Washington University,11,10,"03/25/2018, 09:00",Quarters,Final
Texas,Northwestern,13,10,"03/25/2018, 09:00",Quarters,Final
UCLA,Northwestern,10,11,"03/24/2018, 14:30",PreQuarters,Final
Florida,Wisconsin,14,7,"03/24/2018, 02:30",PreQuarters,Final
Northeastern,Colorado State,13,12,"03/24/2018, 14:30",PreQuarters,Final
Washington University,Georgia Tech,12,10,"03/24/2018, 14:30",PreQuarters,Final
bracket,3rd Place
Florida,Tufts,3,15,"03/25/2018, 13:00",3rd Place Finals,Final
bracket,5th Place Bracket
Colorado,Northwestern,15,7,"03/25/2018, 01:00",5th Place Finals,Final
Colorado,Northeastern,14,9,"03/25/2018, 11:00",3rd Place Semis,Final
Washington University,Northwestern,9,14,"03/24/2018, 23:00",3rd Place Semis,Final
bracket,9th Place Bracket
Wisconsin,UCLA,7,10,"03/25/2018, 11:00",9th Place Finals,Final
Wisconsin,Colorado State,12,6,"03/25/2018, 09:00",9th Place Semis,Final
Georgia Tech,UCLA,12,13,"03/25/2018, 09:00",9th Place Semis,Final
bracket,11th Place Game
Colorado State,Georgia Tech,9,13,"03/25/2018, 11:00",11th Place Game,Final
b,r,e,a,k
brackets,Consolation Bracket
bracket,13th Place Bracket
Boston University,Virginia,11,10,"03/25/2018, 11:00",13th Place,Final
Texas State,Boston University,5,15,"03/25/2018, 09:00",13th Place Semis,Final
Virginia,St Olaf,14,11,"03/25/2018, 09:00",13th Place Semis,Final
Iowa State,Texas State,11,15,"03/24/2018, 02:30",13th Place Quarters,Final
Utah,Boston University,10,11,"03/24/2018, 14:30",13th Place Quarters,Final
Virginia,Texas Christian,14,12,"03/24/2018, 14:30",13th Place Quarters,Final
MIT,St Olaf,7,15,"03/24/2018, 14:30",13th Place Quarters,Final
bracket,15th Place
St Olaf,Texas State,15,10,"03/25/2018, 11:00",15th Place,Final
bracket,21st Place Bracket
Texas-Dallas,Baylor,14,8,"03/25/2018, 11:00",21st Place,Final
Texas-Dallas,Texas-San Antonio,15,4,"03/25/2018, 15:00",21st Place Semis,Final
Colorado (B),Baylor,9,12,"03/25/2018, 09:00",21st Place Semis,Final
Texas-Dallas,Rice,10,8,"03/24/2018, 14:30",21st Place Quarters,Final
Texas-San Antonio,Texas A&M,12,8,"03/24/2018, 20:30",21st Place Quarters,Final
Colorado (B),North Texas,14,2,"03/24/2018, 14:30",21st Place Quarters,Final
Miami,Baylor,6,12,"03/24/2018, 14:30",21st Place Quarters,Final
bracket,17th Place Bracket
Utah,Texas Christian,14,11,"03/25/2018, 11:00",17th Place,Final
Iowa State,Utah,13,14,"03/25/2018, 09:00",17th Semis,Final
Texas Christian,MIT,15,8,"03/25/2018, 09:00",17th Semis,Final
bracket,19th Place Game
Iowa State,MIT,15,4,"03/25/2018, 11:00",19th Place,Final
bracket,23rd Place Game
Texas-San Antonio,Colorado (B),10,11,"03/25/2018, 17:00",23rd Place,Final
b,r,e,a,k
clusters,Round Robin
cluster,Round Robin
Texas (B),Trinity,5,13,"03/25/2018, 09:00",,Final
Rice,Texas A&M,10,9,"03/25/2018, 09:00",,Final
North Texas,Miami,7,10,"03/25/2018, 09:00",,Final
Texas (B),Texas A&M,3,12,"03/25/2018, 11:00",,Final
Rice,Miami,7,13,"03/25/2018, 11:00",,Final
North Texas,Trinity,4,15,"03/25/2018, 11:00",,Final
b,r,e,a,k
