Warm Up: A Florida Affair 2018,College - Men ,16,2,2018
Tampa,FL,2018-02-16,2018-02-18
https://play.usaultimate.org/events/Warm-Up-A-Florida-Affair-2018/schedule/Men/CollegeMen/
Brigham Young,4
34,Tommy Cianciolo
42,Adam Norrbom
43,Joe Freund
54,Andrew Franco
b,r,e,a,k
Brown,3
teamInfo,Brownian Motion,"Providence, Rhode Island",http://www.brown.edu/Athletics/Mens_Ultimate/,https://www.facebook.com/brownultimatefrisbee,https://twitter.com/brownultimate
02,Ken Noh
04,Jackson de Campos
06,Dylan Villeneuve
07,Griffin Kao
08,Nathaniel Dick
09,Eli Motycka
10,Bryan Xian
11,Rick Miyagi
12,Mac Hecht
13,Alex Liu
15,Azeez Adeyemi
16,Jack Facey
18,Nicholas Plotkin
19,Solomon Rueschemeyer-Bailey
22,Asher Lehrer-Small
23,Charlie Holtz
24,Gilad Seckler
25,Benjamin Toruño
29,Benjamin Attal
32,Michael Chen
34,John Randolph
36,Henry Laseter
b,r,e,a,k
Carleton College,5
teamInfo,CUT),"Northfield, Minnesota",http://orgs.carleton.edu/cut/,https://www.facebook.com/CUTrules,https://twitter.com/cutrules
1,Luke Webb
2,Solomon Yanuck
3,Tony Ngo
5,Liam Holloway-Bidwell
6,Alex Olson
7,Cameron Hastings
10,Henry Fisher
11,Kohl Sparrman
12,Tim Schoch
13,Chris Padilla
13,Alexander Walker
14,Dillon Lanier
15,Eric Taylor
16,Elias Levey-Swain
17,Adam Throne
19,Stanley Birdsong
21,Ethan Bloodworth
22,Austin Baxter
23,Alexander Kucich
24,Noah Cohen
25,Justin Washington
27,Harrison Wolff Landau
32,Andrew Roy
51,Jared Kannel
53,David O'Dea
92,Joe White
b,r,e,a,k
Florida,9
teamInfo,Florida,"Gainesville, Florida",modules/common/www.ufultimate.com,https://www.facebook.com/floridaultimate,https://twitter.com/FloridaUltimate/
02,Billy O'Bryan
03,Jose Varillas
04,Alec Cutajar
05,Logan Storts
06,Joel Buenrostro
07,Ryan Hiser
08,Joshua Layton
09,John Gonzalez
10,Chris Dixon
11,Ross Lynam
12,Brandon Turnage
13,William  Field
15,David Pincus
16,Kyle Fray
17,Alexander Fischer
18,Hayden Wachob
19,Daniel Mecca
23,Alec Hunziker
25,Unmil Patel
26,Matthew Molinaro
27,Michael Heym
28,Juan Baralt
29,Hayden Chappel
39,Evan Murray
64,Sai Priyatam Tayi
b,r,e,a,k
LSU,13
teamInfo,LSU Ultimate,"Baton Rouge, Louisiana",,,https://twitter.com/LSUUltimate
coaches,Kyle Breen
5,Jacob Bechler
01,Johnny Sims
03,Patrick Mancuso
04,Thomas Echols
06,Garrett Baringer
09,Kenny Hingle
10,Michael Vingiello
12,Jeffrey Oravic
13,M.P. Hayes
14,Preston Nelson
15,Jason Xie
16,Dylan Zeringue
18,Grant Odenwald
20,Matt Freeburgh
21,Eric Reviere
22,Dylan Reviere
24,Grant Hardy
25,Thomas Hannie
27,George Flynn
29,Nicholas  Harper
77,Destin Tate
b,r,e,a,k
Central Florida,6
teamInfo,Dogs of War,"Orlando, Florida",http://centralfloridaultimate.com/,https://www.facebook.com/CentralFloridaUltimate,https://twitter.com/PupsofConflict
0,Adam Lapikas
01,Austin Gaines
02,Kameron Knight
03,Benjamin Ostman
04,Zachary Good
05,James Hudson
06,Kyle Lockwood
07,Samuel Marten
08,Harrison Slate
09,Robert Bronchick
10,James Dangler
11,Seaver Bransfield
12,Andre Bordelon
13,Adam Vinson
14,Roberto Navarro
15,Alexander Mejido
16,Kyle O'Connor
18,Tyler Carolino
21,Austin Fudge
23,Duc-Quy Nguyen
24,Ivram Williams
27,Robert Matthew Hankin
47,Austin Koffarnus
74,Remi Prendergast
88,Thomas Milana
b,r,e,a,k
Northeastern,16
teamInfo,Huskies,"Boston, Massachusetts",http://www.ultimate.neu.edu/men,https://www.facebook.com/NUMensUltimate,https://twitter.com/NUMensUltimate
0,Jeremy McDavid
0,Jonathan Wagner
0,Jorden Van Emmerik
0,Justin Tran
0,Mark Kharakh
0,Michael Busa
0,Sean Wallace
0,Sumner Cushman
1,Zach Wolfe
1,Noah Kurland
2,Jacob Kaplan
6,Andrew Pollis
14,Ben Field
17,Ben Goossen
25,Ilya Yudkovich
29,Daniel Doherty
40,Liam Henry
41,Frederick Sheehan
45,Matthew Cook
54,James Beck
59,George Abuhamad
64,Benjamin Centracchio
69,Derrick Salvatore
69,Aidan Travers
81,Winston Ge
b,r,e,a,k
Wisconsin,23
teamInfo,Hodags,"Madison, Wisconsin",modules/common/www.hodags.org,https://www.facebook.com/Wisconsin-Hodags-118125241585256/,https://twitter.com/hodaglove
0,Andrew Everts
0,Ben Pavelka
0,Cody Milstein
0,Joseph Nelson
0,KEVIN CONWAY
0,Maddox Hill
0,Matthew Grinde
0,Tynan Eurwongpravit
1,Adam Klaus
3,Nicholas Vogt
5,Jeff Maskalunas
6,Ian Hahn
7,Max Wolk
02,Branavan Yogarajah
10,Sam Hebert
10,Logan Martin
12,Chris Wilen
13,David Yu
13,Karter Keller
17,Thomas Gallagher
28,Harrison Bielski
31,Ben Schewe
32,Daniel Garlock
33,Sam Radack
49,John Tan
55,Ben Kishter
57,Jared Klein
66,Ted Schewe
71,Jake Rubin-Miller
b,r,e,a,k
Harvard,11
teamInfo,Red Line,"Cambridge, Massachusetts",http://www.hcs.harvard.edu/~disc/,https://www.facebook.com/HarvardUltimate,https://twitter.com/HarvardRedLine
0,Ashwin Krishna
0,Gabe Doble
0,Jack Deschler
0,James Conant
0,Bryn Huxley-Reicher
0,Ray Jiang
0,William Strang
0,William Quan
0,William Hartog
0,Shelly Tsirulik
0,Victor Qin
1,Christian Daniel
6,Zachary Dietz
7,BEN BANAVIGE
9,John Rahill
10,Adam Ehrenberg
10,Olivia Player
24,Pablo Reimers
25,Aron Szanto
39,Keiran Carpen
46,Eric Chin
50,Jeffrey Naftaly
72,Ryan Plunkett
89,Milan Ravenell
91,Christopher Haley
b,r,e,a,k
Northwestern,17
teamInfo,NUT,"Evanston, Illinois",https://www.nutultimate.com,https://www.facebook.com/NUTUltimate,https://twitter.com/NUTUltimate
1,Benjamin Girard
2,Theodore Bisdikian
3,Joe Harari
5,Raul Rosenfeld
7,Keith Bohrer
10,Matthew Niemer
11,Jeffrey Holm
12,Kyle Rutledge
15,Max Moore
16,Nathan Graber-Lipperman
17,Andrew Patel
18,Rey Tang
19,Jevons Liu
20,Jay Valdillez
23,Eric Hochberger
32,Kenneth Xuan
33,Micah Thompkins
41,Christian Rozolis
44,Isaiah Mendoza
49,Peter Pribyl Pierdinock
52,Ben Richards
88,John Surprenant
96,George Irving
99,Joshua Venegas
b,r,e,a,k
Texas A&M,21
teamInfo,Dozen,"COLLEGE STATION, Texas",https://maroonlink.tamu.edu/organization/ultimate,https://www.facebook.com/tamuultimate/,https://twitter.com/DozenUltimate/
0,Timothy Robison
01,Kyle Goodson
02,Ryan Smith
03,Geoffrey Avila
04,Dylan Swoboda
05,Michael Bryant
06,Marshall Dinges
07,Jamie Wall
08,Drew Fitzwater
09,Hayes Duffy
10,Ibrahim El-sayed
12,Connor Ughetta
13,Jarett Tyler
15,Micah Craig
16,Kyle Flaherty
18,Casey Aldridge
20,Nicolas Ceaser
24,Shaun Seidenberger
26,Mark Baldauf
33,Michael Wilson
37,Connor Okonski
80,Connor Cole
81,Luke Hebert
88,Garrett Krebs
b,r,e,a,k
Texas,20
teamInfo,TUFF,"Austin, Texas",http://texasultimate.wix.com/texasultimate,https://www.facebook.com/TexasUltimate,https://twitter.com/texas__tuff/
0,Austin Belknap
0,Dylan Deshler
0,Garrett Odom
0,Hayden Rich
0,Jacob Sames
0,James Lewis
0,Reese Bowman
0,Shane Heath
0,Zain Asher
2,Andrew Russell
10,Gage Edblom
11,Brian Street
12,Noah Chambers
14,Mutahir Ahmad
16,Brock Davis
17,Vinay Valsaraj
20,Henry Furuta
23,Will Goodwin
24,Brian Gfroerer
31,Luke Simerly
43,Sam Pastor
50,Matthew Armour
69,Sebastien Lauzy
83,Alexander You
96,Keivaun Waugh
b,r,e,a,k
Michigan,14
teamInfo,MagnUM,"Ann Arbor, Michigan",http://www.magnumultimate.com/,https://www.facebook.com/magnUMultimatefrisbee/,https://twitter.com/magnUMultimate
0,Ben Sadis
0,Nicholas Colucci
0,Noah Lybik
0,Parker Howard
0,Nathan Shapiro
0,Ryan Chang
0,Wesley Chen
1,Samuel Vetromile
3,Elijah Scherz
6,Ashwin Pothukuchi
7,Jake Kovalic
8,Jared Schwallie
16,Raymond Lu
18,Jeffrey Gao
18,David Innis
20,Adam Stautberg
27,Ian Crowley
27,Jake Steslicki
29,Christopher Jacobson
32,Wills  Weimer
41,Daniel Lee
59,Nicholas Gerber
b,r,e,a,k
Connecticut,8
teamInfo,UConn Huskies,"Storrs, Connecticut",,,https://twitter.com/UConnGrind
coaches,Bryan Jones
0,Brody O'Brien
0,Christopher Bohr
0,Jackson Hillner
0,Lee Martel
0,Michael Parnas
0,Michael  DeLuca
0,Navarre Pratt
0,Philip Murray
0,Steven Purugganan
0,Walter Esker
3,John Friedman
6,Joe LoDuca
7,Clayton Duffy
9,Ryan Kennedy
11,Albert Ackerson
12,Taylor  Pochetti
16,Brian Abedon
18,Jordan Layne
21,Tal Niv
22,Nathan Getz
23,Christian Bonebrake
33,Seth Fortin
35,Christopher  Rodo
43,Alex Murray
74,Alex Fishman
81,Matthew Kearney
87,Bryan Maloney
b,r,e,a,k
Auburn,2
teamInfo,Aetos,"Auburn, Alabama",,https://www.facebook.com/auburnultimate,https://twitter.com/AuburnUltimate
0,Austin Apel
0,Austin Scott
0,Blaise Linehan
0,Brandon Beers
0,Jacob Crane
0,Jacob Helf
0,James Hershey
0,Harrison Lott
0,Jordan Christie
0,Mark Shannon
0,Noah Runyan
0,Robert Alongi
0,Samuel Murphree
0,William Thompson
0,William Bianca
5,Eric Sjostrom
6,Evan Caldwell
12,Jackson Crouch
12,Jordan Quinn
18,Chandler Purtle
22,Luke Smith
22,Rocco Magnella
23,Martin Newman
26,Hamilton  Wasnick
28,Reid Thackerson
35,Blake Stratton
37,Michael Strobel
55,Sam Smith
b,r,e,a,k
Arizona State,1
teamInfo,Prime,"Tempe, Arizona",http://www.arizonastateultimate.com/,https://www.facebook.com/ASUPRIME,https://twitter.com/ASU_Ultimate
2,Maxfield Stackpole
3,Jonathan Bridges
4,George Kokos
6,Shawn Courson
7,Jacob Mumme
9,Colin Parker
11,Carter Szukala
12,Ethan Gaiser
13,Michael Clyne
17,Michael King
20,Raul Lizalde
22,Ryan Aronson
23,Mauricio Muller
24,Samuel Sutton
24,Andrew Doe
26,Tanner Knoop
37,Bennett Christoffersen
39,Kevin Cranmer
42,Christopher Sowards
44,Danny Holton
49,Jacob Staub
87,Logan Martin
88,Andrew North
b,r,e,a,k
Illinois State,12
teamInfo,Gnomes,"Normal, Illinois",,https://www.facebook.com/Illinois-State-Ultimate-223013237713080/timeline/,https://twitter.com/isugnomes?lang=en
0,Blake Seegers
0,Jackson Kestian
0,Phuoc-an Vo
1,Cameron Powers
2,Jacob Kaindl
3,Kollin Kaczynski
5,Cal Tornabene
7,Jack Shanahan
9,SAM GESESSEW
12,Jeremy Burril
13,Karl Beck
15,John McElmeel
19,Alex Jacobson
20,Ricky Ramirez
21,Jack Giannini
22,Dominick Pietrantonio
24,Joseph Cacciatore
30,Stone Swayze
31,Kyle Jones
34,Jason Belzer
88,Nick Espe
99,Joshua Sanabria
b,r,e,a,k
Cincinnati,7
teamInfo,Bearcats,"Cincinnati, Ohio",http://ucultimate.org,,https://twitter.com/UCUltimate
0,Adam Regg
01,Elliot Skindzier
02,Nicholas Betsch
03,Justin Latz
04,John Pancioli
06,Ryan Adams
07,Jacob Turner
08,Dominic Camperchioli
09,Jacob Miller
11,Anthony Tran
12,Jacob Chialastri
12,Mike Finke
13,Kyle Romard
16,Matthew Furnas
18,Kevin Parker
19,Kaleb Koelsch
24,Nate Berman
25,Nick Siegert
26,Nick Bosse
28,Thomas Brockhoff
32,Benjamin Sherwood
33,Luke Byerly
38,Jose Mikalauskas
45,Trey Dynes
49,Tanner Segbers
69,Connor Messmore
77,Samuel Kratt
b,r,e,a,k
Oklahoma,18
teamInfo,Apes of Wrath,"Norman, Oklahoma",http://oklahomaultimate.com/,https://www.facebook.com/OklahomaUltimate,https://twitter.com/wrathfulapes
0,Collin Dabbieri
0,Corbin Joel Milchesky
0,Greg Olson
0,Jack Herdejurgen
0,J.D. Ingendorf
0,Joseph Dal Santo
0,Matthew Smith
0,Wesley Zhang
7,Logan Allen
9,Harper Stanfield
12,"Sam ""Suds"" Ward"
13,Cameron Guidry
13,Joseph Fortunato
14,Nathaniel Loyd
27,Sam Baskin
38,Alex Mudd
44,Dillon Bruer
72,Steven Wild
91,Matthew Allan
96,Austin Gould
b,r,e,a,k
Florida State,10
teamInfo,DUF,"TALLAHASSEE, Florida",modules/common/fsultimate.com,https://www.facebook.com/FSUltimate,https://twitter.com/DUFtrainroll
00,Adam Faucett
00,Connor Howell
00,Craig Anderson
00,John Andrade
00,John Kern
00,John Holk
00,Kellen Gray
00,Matt Silver
00,Nicholas LoPresti
00,Peter Backhaus
00,Peyton Brooks
00,Grason Cain
00,Jacob Bell
00,Sean Kaiser
03,Tim Lootens
04,Gabe Azarcon
06,Rob Leeds
07,Carlito Que
19,Bryce Vokus
21,Robert Larsen
24,Dylan Claerbout
35,James Dobson
36,Stephen  Muir
50,Driss Ziane
80,Daniel Miller
b,r,e,a,k
South Florida,19
teamInfo,Scallywags,"Tampa, Florida",,https://facebook.com/usfultimate,https://twitter.com/usfultimate
1,Samuel Dornbusch
2,Parker Fernandez
8,Brandon Dennis
05,Scott DeLuca
06,John Taylor
07,Christian Villar
09,Clay Hewett
12,Jake Webster
14,David Enix
15,Scott Main
21,Andrew  Cooley
22,Henry Hauser
25,Richard Miller
37,Christopher Tiedge
44,Vikrant Pendharkar
53,Timothy Chafin
60,Dean Hasan
72,Brandon Yip
75,Henry Trent
85,Cody Coates
b,r,e,a,k
Florida (B),26
teamInfo,Florida B,"Gainesville, Florida",,,
00,Andy Therathanakorn
00,Arvind Shankar
00,Austin Urso
00,Carson Swope
00,Christopher Bright
00,Colby Cashion
00,Daniel O'Keefe
00,Daniel Gilbert
00,David Pinheiro
00,Donovan Johnson
00,Dylan Ford
00,Henry Dorking
00,Jared Downing
00,Jonathan Wagner
00,Jonathan Kash
00,Julien Duytsche 
00,Karl McNeal
00,Mathew Martins
00,Michael Cohn
00,Ryan Longley
00,Shea Husband
00,Sterling Miller
00,William Ford
00,Zachary Rouviere
00,Zachary Roberts
00,Zachary Kostamo
47,Logan Molaschi
b,r,e,a,k
North Florida,30
teamInfo,Category 5,"Jacksonville, Florida",,https://www.facebook.com/groups/653951534617192/,https://twitter.com/UNF_Category5
0,Devon Bradford
0,Jacob Bradley
3,Ian Smith
5,Curtis Landry
10,Daniel Smith
18,Levi Bradley
56,Jacob Mas
85,Eric Tumelty
b,r,e,a,k
Florida State (B),28
teamInfo,DUF Lite,"Tallahassee, Florida",http://www.fsultimate.com/mens-ultimate,,
0,Jonathan Sapp
0,Trevor Stade
0,William Boor
14,Joseph Sandy
16,Benjamin Davis
18,Joshua Shuford
21,Kevin Rooney
25,Jiacheng Hu
28,Alec Vaughen
29,Kyle Korum
69,Patrick Cox
69,David Heether
b,r,e,a,k
Pittsburgh (B),32
teamInfo,En Sabah Nur-B,"Pittsburgh, Pennsylvania",modules/common/pittultimate.org,,https://twitter.com/pittb_ultimate
0,Jacob Doss
0,Jeffrey Zhou
0,Joseph Helgerman
0,Josh Pogue
0,Michael Sodini
0,Scott Branagan
0,Trent Greener
0,Varun Zaver
3,Charles Lee
11,Ethan Murphy
12,Joshua Carroll
18,Simon Prushan
19,Mathieu Petit
21,Dillon Garrett
31,David Tulin
39,ROGER XUE
44,Dylan Falk
52,Ryan Andersen
54,Riley Park
81,Steven Hocker
b,r,e,a,k
Central Florida (B),24
teamInfo,Havoc,"Orlando, Florida",modules/common/www.centralfloridaultimate.com,https://www.facebook.com/CentralFloridaUltimate,https://twitter.com/UCF_Havoc
0,Clayton Sheldon
0,Eddy Ou
0,Eric Brock
0,Erik Phillips 
0,Jacob Lacerte
0,Jesse Lu
0,Ross Benway
0,Sean Jackson
0,Spencer  Cook
0,Brendan Zarreke
0,Tyler Bradley
0,Winston Fu
1,Austin Lachmann
8,Conor Forgey
10,Anthony Saint John
11,Alexander McFerran
13,Daniel Scardino
18,Noah Mintz
25,Chihao Tran
39,Alex Warters
42,Roan van der Heiden
71,Diego Gomez
84,Timothy Gleeson
b,r,e,a,k
Florida Atlantic,27
teamInfo,Catalyst,"Boca Raton, Florida",,https://www.facebook.com/groups/FAUltimate/,Twitter.com/catalyst_ult
2,Matthew Trujillo
04,Wesley Best
07,Juan Tascon
10,David Mendez
12,Jana Borneo
16,Cade Schrobilgen
23,Brandun Herbert
24,Jordan McLaughlin
35,Clay Leonard
52,Ryan Thomas
75,Khai Thompson
b,r,e,a,k
Florida Tech (B),29
teamInfo,MisFITs,"Melbourne, Florida",,https://www.facebook.com/floridatechultimate/,
0,Alexander Hatfield
0,Amanda Davidek
0,Adam Stillson
0,James Krenger
0,Katie  Reed
0,Michael Heath
0,Samantha Surdu
0,Samuel Dow
0,Sarah Normington
0,Seamus Burns
0,Taylor Stanley
0,Matthew Conti
0,William McCormick
0,Xzavier Flowers
9,David Witte
11,Michael Avellanet
14,George Tsirimokos
25,Luca Saleh
28,Hope Savino
29,Peter Martin
31,Trenton Lizakowski
46,Merrick Lavinsky
48,Erin Casellas
77,Reed Antonich
86,Jacob Morrison
87,Alec Russo
97,Akshath Wikramanayake
98,Kevin Richardson
b,r,e,a,k
Embry-Riddle (Florida),25
teamInfo,Dirty Birds,"Daytona Beach, Florida",,,
0,Andrew Ryan
0,Cameron Allard
0,John Smail
0,Kalen Murray
0,Michael Ahearn
0,Tim Offerdahl
2,Cory Garcia
4,Jorge Forgues
5,Shane Leyden
7,Donald Ventrice
15,Matthew Andrini
21,Jacob Waltz
22,Joshua Weinstein
25,Kunle Ajao
29,Gavan Rice
42,Ethan Shuttera
48,Thomas Ahearn
50,John Staiger IV
52,Bailey Roberts
66,Austin Ogle
69,Benjamin Melendez 
72,charles delone
98,Charles Westbrook
99,Jordan Lee
b,r,e,a,k
Northwestern (B),31
teamInfo,Bolt,"Evanston, Illinois",https://www.nutultimate.com,https://www.facebook.com/NUTUltimate,https://twitter.com/BoltUltimate
04,Jonathan Huang
14,Hamilton Vuu
22,James Schuller
25,Paul Farcasanu
27,Kevin Zhang
30,Kevin Lee
34,Jim Lindsay
36,Chirag  Akella
37,John Eichenlaub
47,Bruce Johnson
50,Andrew Kindseth
54,William Sadowski
55,Augustin Haffner
70,Octavio Bruetman
71,Gene Chen
77,Sebastian Garcia
79,Peter Hosbein
81,Thomas Fredericks
82,John Burtis
89,Nathaniel Tracy-Amoroso
90,Kenneth Allen
91,Christian Contreras
92,Michael Ji
b,r,e,a,k
South Florida (B),33
teamInfo,Scourge,"Tampa, Florida",,https://www.facebook.com/USFUltimate,https://www.twitter.com/USFScourge
0,Jose Franco
0,Justin Hartman
0,Kyle Armbruster
0,Michael Gray
0,Paul Bednarek
0,Rishi Parikh
0,Dylan Schreiber
0,Eduardo Dávila
0,Samie Hazari
0,Sean Baraoidan
0,Thomas Loach
0,Zachary Barrow
3,Shane Chovnick
20,Robert Moore
26,David Rivera-Clapp
69,Roland Job Orengo
77,Vonterio Duncan
81,John Boscia
b,r,e,a,k
s,t,a,g,e,s
pools,Elite Pool Play
pool,Pool A
Texas,Illinois State,11,12,"02/16/2018, 09:00",Pool A,Final
Virginia Tech,Florida State,13,10,"02/16/2018, 09:00",Pool A,Final
Harvard,Cincinnati,13,11,"02/16/2018, 09:00",Pool A,Final
LSU,Brown,7,13,"02/16/2018, 09:00",Pool A,Final
Auburn,South Florida,13,7,"02/16/2018, 10:45",Pool A,Final
Arizona State,Texas A&M,7,13,"02/16/2018, 10:45",Pool A,Final
Virginia Tech,Oklahoma,13,5,"02/16/2018, 10:45",Pool A,Final
Wisconsin,Northwestern,13,7,"02/16/2018, 10:45",Pool A,Final
Brigham Young,Cincinnati,13,8,"02/16/2018, 10:45",Pool A,Final
Illinois State,Connecticut,9,13,"02/16/2018, 10:45",Pool A,Final
Brigham Young,Minnesota,7,13,"02/16/2018, 12:30",Pool A,Final
Arizona State,South Florida,13,4,"02/16/2018, 12:30",Pool A,Final
Texas A&M,Northwestern,9,11,"02/16/2018, 12:30",Pool A,Final
Texas,Central Florida,9,11,"02/16/2018, 12:30",Pool A,Final
Harvard,Florida,11,13,"02/16/2018, 12:30",Pool A,Final
LSU,Virginia Tech,8,11,"02/16/2018, 12:30",Pool A,Final
Carleton College,Brown,11,12,"02/16/2018, 12:30",Pool A,Final
Brown,Texas,11,7,"02/16/2018, 14:15",Pool A,Final
Florida State,LSU,6,10,"02/16/2018, 14:15",Pool A,Final
Carleton College,Illinois State,13,9,"02/16/2018, 14:15",Pool A,Final
Auburn,Cincinnati,12,6,"02/16/2018, 14:15",Pool A,Final
South Florida,Harvard,10,11,"02/16/2018, 14:15",Pool A,Final
Arizona State,Florida,7,12,"02/16/2018, 14:15",Pool A,Final
Connecticut,Central Florida,5,13,"02/16/2018, 14:15",Pool A,Final
Brigham Young,Wisconsin,12,9,"02/16/2018, 14:15",Pool A,Final
Wisconsin,Texas A&M,13,11,"02/16/2018, 16:00",Pool A,Final
Auburn,Minnesota,8,13,"02/16/2018, 16:00",Pool A,Final
Brown,Illinois State,12,10,"02/16/2018, 16:00",Pool A,Final
Carleton College,Connecticut,13,6,"02/16/2018, 16:00",Pool A,Final
Oklahoma,Florida State,12,10,"02/16/2018, 16:00",Pool A,Final
Northwestern,Florida,13,10,"02/16/2018, 16:00",Pool A,Final
LSU,Michigan,13,10,"02/16/2018, 16:00",Pool A,Final
Oklahoma,Michigan,5,13,"02/16/2018, 17:45",Pool A,Final
Texas,Connecticut,13,11,"02/16/2018, 17:45",Pool A,Final
South Florida,Cincinnati,11,13,"02/16/2018, 17:45",Pool A,Final
Arizona State,Brigham Young,7,13,"02/16/2018, 17:45",Pool A,Final
Central Florida,Northwestern,13,10,"02/16/2018, 18:15",Pool A,Final
Wisconsin,Florida,10,13,"02/16/2018, 18:15",Pool A,Final
Minnesota,Harvard,13,8,"02/16/2018, 18:15",Pool A,Final
Auburn,Texas A&M,7,13,"02/16/2018, 19:30",Pool A,Final
Carleton College,Central Florida,13,1,"02/16/2018, 20:00",Pool A,Final
Michigan,Minnesota,9,12,"02/16/2018, 20:00",Pool A,Final
Oklahoma,Northeastern,6,13,"02/16/2018, 23:00",Pool A,Final
Northeastern,Florida State,13,3,"02/17/2018, 12:45",Pool A,Final
Northeastern,Michigan,11,8,"02/17/2018, 02:30",Pool A,Final
Virginia Tech,Northeastern,13,3,"02/17/2018, 06:00",Pool A,Final
Brigham Young,South Florida,13,7,"02/17/2018, 09:00",Pool A,Final
Arizona State,Northwestern,9,11,"02/17/2018, 09:00",Pool A,Final
LSU,Oklahoma,12,8,"02/17/2018, 09:00",Pool A,Final
Brigham Young,Northwestern,13,8,"02/17/2018, 10:45",Pool A,Final
Virginia Tech,Michigan,13,8,"02/17/2018, 10:45",Pool A,Final
Brown,Connecticut,13,8,"02/17/2018, 10:45",Pool A,Final
Texas,Florida State,11,8,"02/17/2018, 10:45",Pool A,Final
Brigham Young,Texas A&M,13,11,"02/17/2018, 12:30",Pool A,Final
Arizona State,Wisconsin,7,11,"02/17/2018, 12:30",Pool A,Final
Auburn,Harvard,12,13,"02/17/2018, 12:30",Pool A,Final
South Florida,Minnesota,5,13,"02/17/2018, 12:30",Pool A,Final
Illinois State,Central Florida,7,13,"02/17/2018, 12:30",Pool A,Final
Cincinnati,Carleton College,9,13,"02/17/2018, 12:30",Pool A,Final
Florida,Oklahoma,13,5,"02/17/2018, 12:30",Pool A,Final
Carleton College,Texas,13,11,"02/17/2018, 14:15",Pool A,Final
Brown,Central Florida,13,7,"02/17/2018, 14:15",Pool A,Final
Texas A&M,Florida,9,13,"02/17/2018, 14:15",Pool A,Final
Michigan,Florida State,10,9,"02/17/2018, 14:15",Pool A,Final
Minnesota,Cincinnati,12,5,"02/17/2018, 14:15",Pool A,Final
Harvard,Virginia Tech,11,12,"02/17/2018, 14:15",Pool A,Final
Connecticut,Wisconsin,11,10,"02/17/2018, 14:15",Pool A,Final
Brigham Young,Auburn,13,8,"02/17/2018, 14:15",Pool A,Final
Northeastern,Illinois State,12,10,"02/17/2018, 23:00",Pool A,Final
LSU,Northeastern,13,9,"02/18/2018, 02:30",Pool A,Final
b,r,e,a,k
brackets,Elite Brackets
bracket,Championship
Carleton College,Brown,15,10,"02/18/2018, 13:00",Finals,Final
Minnesota,Carleton College,10,15,"02/18/2018, 11:00",Semifinals,Final
Brown,Virginia Tech,15,12,"02/18/2018, 11:00",Semifinals,Final
Minnesota,Wisconsin,15,6,"02/17/2018, 19:00",Quarterfinals,Final
Carleton College,Florida,15,7,"02/17/2018, 18:30",Quarterfinals,Final
Brown,Northeastern,15,7,"02/18/2018, 08:30",Quarterfinals,Final
LSU,Virginia Tech,6,15,"02/17/2018, 19:00",Quarterfinals,Final
Central Florida,Wisconsin,12,13,"02/17/2018, 17:00",Pre-quarters,Final
