Invite Plan B 2015,College - Men ,28,3,2015
Bourbonnais and Manteno,IL,2015-03-28,2015-03-29
https://play.usaultimate.org/events/Invite-Plan-B-2015/schedule/Men/CollegeMen/
Brigham Young,1
0,ZI YANG KAN
0,JON WILSON
0,Jacob Trueb
0,KYLER WARD
0,Tung Shu Chu
2,JEFFREY ZHU
6,NICHOLAS JUNWEI OO
7,TOM SCHWERMIN
9,MICHAEL CHEN
15,Bradley Patterson
16,NICHOLAS DECRAENE
19,ALEX GUY
23,Hector Moreno
25,Paul Mondi
34,Michelle McCarthy
36,Ted Geistlinger
42,Thomas Winter
47,Grant Whitman
54,KARUN KOPPULA
55,Murray Chen
57,Jonathan Alton
64,Timothy Klein
71,Robert Gazdziak
87,Kevin Wang
b,r,e,a,k
North Park,3
teamInfo,Lost Boys,"Chicago, Illinois",modules/common/www.lostboysultimate.com,https://www.facebook.com/nplostboys,https://twitter.com/NPLostBoys
coaches,Cameron Hodgkinson
0,Cooper Lane
02,Scott Nitchie
03,MICHAEL ARCE
04,ERIC DAHL
05,MICHAEL DAWSON
06,BRENT  GUSTAFSON
07,Anthony Johnson
08,RYAN LOWNSBERRY
09,Ryan ODonnell
10,ROBERT KRAFT
11,TIMOTHY KRUMLAND
12,Jonathan Berggren
13,Thomas Williams
14,Andrew Swanson
15,Carlton Nelson
19,DANIEL RAYMOND
20,Micah Cathey
21,Geoffry Leedom
22,CARL FOGEL
25,Bradley Johnson
34,THOMAS NG
44,Phillip Conijn
55,JOE  GAYLORD
57,Aaron Klinefelter
60,TOMMY BAKKEN
69,MATTHEW ENGLUND
80,ADAM MCDOWELL
88,Christopher McDowell
b,r,e,a,k
Eastern Illinois,6
teamInfo,Reaper,"Charleston, Illinois",,,
2,Byron A Arellano
3,Dyllan Williams
4,RYAN BROWN
5,ALEX LORE
7,Shawn Thomas
9,colin molloy
10,Tyler Rice
12,Caleb Gurujal
14,James Porzio
24,Cobi Christiansen
37,Kyle Breen
51,Nathan Page
57,MIKE HINZE
69,Chas Cox
b,r,e,a,k
Knox,11
teamInfo,Baberham,"Galesburg , Illinois",modules/common/knoxultimate.me,https://www.facebook.com/pages/Knox-College-Ultimate/170986939622?ref=br_tf,twitter.com/Knox_ultimate
0,Nick Martinez
0,Ben Stanger
0,Daniel Perez
0,Oscar Hallas
0,Alexander Whang
0,Will Ensign-Church
0,Miguel (Mikko) Jimenez
0,Matt Surprenant
0,Esai Ponce
0,Logan Ayers
0,Jesse Okwu
0,Leobardo Neri
0,Jake Erickson
3,NICHOLAS CHAPIN
4,Caleb Gumanow
8,Andrew Richter
12,Jonah Cabral
12,Rodrigo Arcibar
17,Sean Treacy
20,Jonathan Yeoh
23,GAVIN CROWELL
27,Jack Harman
33,William Fuller
56,Adam Schrag
b,r,e,a,k
Northern Michigan,14
teamInfo,Riptide,"Marquette, Michigan",http://www.nmu.edu/sportsrecsports/node/85,https://www.facebook.com/WildcatsUltimate,
00,Isaak Barrera
02,ANDREW JOHNSON
03,MIKE HERMANSON
04,Connor Laitinen
05,Norman  Purmal
07,JOSEPH PAULSON
11,Matthew Ferneau
13,THOMAS MCDONALD
15,John Schenning
22,Michael  Srodes
25,Wade Zaborowske
27,Matthew Sundell
27,Nathan Sherman
34,Nicholas Moore
42,Eric Martin
52,JOSH COLLINS
77,Adam Knapp
99,Stefan DeLong
b,r,e,a,k
St Olaf (B),18
teamInfo,SOB,"Northfield, Minnesota",,,
00,Trenton Christensen
00,James Rokke
00,SIMON SCHOLTEN
00,Luke Jacobsen
00,Carl Graefe
00,CHRISTIAN OSWOOD
00,Ross Nevin
00,Ben Hinke
b,r,e,a,k
Illinois State,4
teamInfo,Gnomes,"Normal, Illinois",,https://www.facebook.com/pages/Illinois-State-Ultimate/223013237713080,https://twitter.com/isugnomes
0,Ricky Ramirez
0,George Van Den Driessche
0,Patrick Pearce
0,Stephen McCracken
0,Jacob Stachewicz
0,Ben Gibbons
0,SAM GESESSEW
4,Ryan Fitzgerald 
5,JAMES TUNNEY
7,Jack Shanahan
12,Jeremy Burril
13,Karl Beck
16,Kevin DeAngelis
29,Eric Lempa
73,Justin Reeverts
83,BRADLEY CLARK
92,TJ Czop
93,Nick Storter
b,r,e,a,k
Loyola-Chicago,5
teamInfo,Darkwing,"Chicago, Illinois",,,
0,Samuel Schultz
0,Samuel Hunt
0,Robert Stiller
0,Nic Nagata
0,Purav Patel
1,Will Hsieh
2,EVAN SABADO
4,William Horwitz
5,Ryan Shea
8,Ryan Nader
9,Jacob Bedenian
14,Nicholas Kleinschmidt
16,CONOR BRIGHAM
18,Ian Blanke
19,KEVIN KOPROWSKI
20,Anthony Andreshak
21,NICHOLAS THOMAS
24,Alex Kim
41,Caden Canavan
59,Daniel Brissette
60,William Meyer
63,DAVID SUDYKA
64,Francis Kelly
74,Jackson Prepolec
b,r,e,a,k
Dupage,20
teamInfo,CoDfish,"Naperville, Illinois",,,
0,JASON SOTO
00,Ben Royko
00,Matthew Mayorga
00,Zachary Diener
00,Girolamo S Kelly
00,Jordan Dong
00,JACOB MANNA
00,Nick Johnson
00,BEN CARVER
00,Evan Power
00,Kevin Jamieson
b,r,e,a,k
Southern Illinois,12
teamInfo,Full Tilt,"Carbondale, Illinois",,,
00,Joel Harpin
00,Michael Dalzell
00,Matt Marshall
00,Kenneth Degner
00,Jack Heminghous
00,JAKE VRABEL
00,Stephen Muetze
00,Ryan Sample
00,Kyle Ingraham
00,William Duerr
15,RYAN WEST
b,r,e,a,k
Bradley,13
teamInfo,Angry Otters,"Peoria, Illinois",,,
0,Jacob Thompson
00,Allison Radike
00,JACKIE MAISH
00,Katie Goldsmith
00,REGINA MUHR
00,TIFFANY WINTERS
00,MAX BROMLEY
09,Kyle Hanley
13,Caleb Backstrom
17,KEN ELLISON
22,Jackson Cavett
23,Christopher Leeson
24,IAN SCROGGS
32,JOEL STRUBHAR
43,ANTHONY PETRASKO
75,Blake Foster
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
Wheaton (Illinois),Northwestern (B),13,4,"03/28/2015, 09:00",Pool A,Final
Edinboro,Northwestern (B),13,6,"03/28/2015, 10:30",Pool A,Final
Northwestern (B),Rose-Hulman,4,12,"03/28/2015, 12:00",Pool A,Final
Edinboro,Wheaton (Illinois),13,5,"03/28/2015, 12:00",Pool A,Final
Edinboro,Rose-Hulman,13,4,"03/28/2015, 13:30",Pool A,Final
Brigham Young,Rose-Hulman,13,3,"03/28/2015, 15:00",Pool A,Final
Wheaton (Illinois),Rose-Hulman,13,4,"03/28/2015, 15:00",Pool A,Final
Brigham Young,Wheaton (Illinois),13,7,"03/28/2015, 16:30",Pool A,Final
Brigham Young,Northwestern (B),13,1,"03/28/2015, 19:30",Pool A,Final
Brigham Young,Edinboro,13,9,"03/28/2015, 21:00",Pool A,Final
pool,Pool B
Indiana Wesleyan,Illinois (B),12,7,"03/28/2015, 09:00",Pool B,Final
Indiana Wesleyan,St Olaf,11,7,"03/28/2015, 10:30",Pool B,Final
Olivet Nazarene,St Olaf,13,7,"03/28/2015, 12:00",Pool B,Final
Olivet Nazarene,Illinois (B),11,3,"03/28/2015, 13:30",Pool B,Final
St Olaf,Notre Dame (B),11,6,"03/28/2015, 15:00",Pool B,Final
Indiana Wesleyan,Olivet Nazarene,13,10,"03/28/2015, 15:00",Pool B,Final
St Olaf,Illinois (B),13,0,"03/28/2015, 15:00",Pool B,Final
Olivet Nazarene,Notre Dame (B),13,3,"03/28/2015, 16:30",Pool B,Final
Notre Dame (B),Illinois (B),12,8,"03/28/2015, 18:00",Pool B,Final
Indiana Wesleyan,Notre Dame (B),13,5,"03/28/2015, 19:30",Pool B,Final
pool,Pool C
North Park,St Olaf (B),13,1,"03/28/2015, 09:00",Pool C,Final
Knox,Northern Michigan,13,12,"03/28/2015, 09:00",Pool C,Final
North Park,Knox,13,4,"03/28/2015, 10:30",Pool C,Final
Eastern Illinois,Northern Michigan,13,8,"03/28/2015, 10:30",Pool C,Final
Northern Michigan,St Olaf (B),13,1,"03/28/2015, 12:00",Pool C,Final
Eastern Illinois,Knox,13,3,"03/28/2015, 12:00",Pool C,Final
North Park,Northern Michigan,13,8,"03/28/2015, 13:30",Pool C,Final
Eastern Illinois,St Olaf (B),13,0,"03/28/2015, 13:30",Pool C,Final
North Park,Eastern Illinois,13,12,"03/28/2015, 15:00",Pool C,Final
Knox,St Olaf (B),13,1,"03/28/2015, 15:00",Pool C,Final
pool,Pool D
Southern Illinois,Bradley,11,8,"03/28/2015, 09:00",Pool D,Final
Illinois State,Southern Illinois,13,5,"03/28/2015, 10:30",Pool D,Final
Loyola-Chicago,Bradley,13,1,"03/28/2015, 10:30",Pool D,Final
Loyola-Chicago,Southern Illinois,13,5,"03/28/2015, 12:00",Pool D,Final
Illinois State,Bradley,13,1,"03/28/2015, 13:30",Pool D,Final
Illinois State,Dupage,13,6,"03/28/2015, 15:00",Pool D,Final
Illinois State,Loyola-Chicago,13,6,"03/28/2015, 15:00",Pool D,Final
Bradley,Dupage,4,13,"03/28/2015, 18:00",Pool D,Final
Loyola-Chicago,Dupage,9,8,"03/28/2015, 19:30",Pool D,Final
Southern Illinois,Dupage,8,13,"03/28/2015, 21:00",Pool D,Final
b,r,e,a,k
brackets,Championship
bracket,Championship Bracket
Edinboro,North Park,0,1,"03/29/2015, 12:00",Championship,Final
Edinboro,Indiana Wesleyan,11,10,"03/29/2015, 10:30",Semi Finals,Final
North Park,Illinois State,9,8,"03/29/2015, 10:30",Semi Finals,Final
Edinboro,Dupage,12,11,"03/29/2015, 15:00",Quarter Finals,Final
Indiana Wesleyan,Eastern Illinois,9,8,"03/29/2015, 09:00",Quarter Finals,Final
North Park,Olivet Nazarene,8,7,"03/29/2015, 09:00",Quarter Finals,Final
Illinois State,Wheaton (Illinois),10,7,"03/29/2015, 09:00",Quarter Finals,Final
b,r,e,a,k
brackets,3rd Place
bracket,3rd Place
Indiana Wesleyan,Illinois State,11,13,"03/29/2015, 12:00",3rd Place,Final
b,r,e,a,k
brackets,5th Place
bracket,5th Place
Wheaton (Illinois),Olivet Nazarene,0,0,"03/29/2015, 12:00",5th Place,Final
Dupage,Wheaton (Illinois),4,5,"03/29/2015, 16:30",Semi,Final
Eastern Illinois,Olivet Nazarene,0,1,"03/29/2015, 10:30",Semi,Final
b,r,e,a,k
brackets,7th Place
bracket,7th Place
Dupage,Eastern Illinois,0,0,"03/29/2015, 18:00",7th Place,Final
b,r,e,a,k
brackets,Ninals
bracket,Ninals
St Olaf,Northwestern (B),8,4,"03/29/2015, 12:00",9th Place,Final
Rose-Hulman,St Olaf,6,9,"03/29/2015, 10:30",9th Place Semis,Final
Knox,Northwestern (B),7,8,"03/29/2015, 10:30",9th Place Semis,Final
Rose-Hulman,Bradley,9,8,"03/29/2015, 09:00",9th Place Quarters,Final
St Olaf,Northern Michigan,8,6,"03/29/2015, 09:00",9th Place Quarters,Final
Knox,Notre Dame (B),1,0,"03/29/2015, 15:00",9th Place Quarters,Final
Southern Illinois,Northwestern (B),8,10,"03/29/2015, 09:00",9th Place Quarters,Final
b,r,e,a,k
brackets,11th Place
bracket,11th Place
Rose-Hulman,Knox,0,0,"03/29/2015, 12:00",11th Place,Final
b,r,e,a,k
brackets,13th Place
bracket,13th Place
Bradley,Northern Michigan,6,12,"03/29/2015, 12:00",13th Place,Final
Bradley,Southern Illinois,1,0,"03/29/2015, 10:30",Semis,Final
Northern Michigan,Notre Dame (B),1,0,"03/29/2015, 16:30",Semis,Final
b,r,e,a,k
brackets,15th Place
bracket,15th Place
Southern Illinois,Notre Dame (B),0,0,"03/29/2015, 18:00",15th Place,Final
b,r,e,a,k
brackets,17th Place
bracket,17th Place
St Olaf (B),Illinois (B),1,0,"03/29/2015, 09:00",17th Place,Final
b,r,e,a,k
