Colorado Summer Solstice 2023,Club - Mixed ,24,6,2023
Boulder,CO,2023-06-24,2023-06-25
https://play.usaultimate.org/events/Colorado-Summer-Solstice-2023/schedule/Mixed/Club-Mixed
shame.,1
California Burrito,Sin Nombre,0,0,"06/24/2023, 10:45",Pool D,Scheduled
Flight Club,Mesteño,0,0,"06/24/2023, 10:45",Pool D,Scheduled
California Burrito,Flight Club,0,0,"06/24/2023, 12:30",Pool D,Scheduled
Mesteño,Sin Nombre,0,0,"06/24/2023, 12:30",Pool D,Scheduled
b,r,e,a,k
brackets,Bracket
bracket,Championship
bracket,3rd/4th Place
bracket,5th/6th Place
bracket,7th/8th Place
bracket,9th/10th Place
bracket,11th/12th Place
bracket,13th/14th Place
bracket,15th/16th Place
b,r,e,a,k
