2024 Nor Cal Mixed Sectional Championship,Club - Mixed ,7,9,2024
Stockton,CA,2024-09-07,2024-09-08
https://play.usaultimate.org/events/2024-Nor-Cal-Mixed-Sectional-Championship/schedule/Mixed/Club-Mixed
Polar Bears,2
8,Adam Wulkan
16,Jason Seidler
18,Zack Seidler
23,Trevor Aquino
26,Liam Kilbridge
36,Jenna Weiner
b,r,e,a,k
LIT Ultimate,4
teamInfo,,"South Bay, California",https://instagram.com/lit.ulti?igshid=MjEwN2IyYWYwYw==,,
0,Allison Doami
0,Alyssa Lim
0,Andrew Ma
0,Anne Hemmelgarn
0,Christine Chen
0,Doris Chang
0,Emma Morimoto
0,Justin Hinman
0,Rachel Ling
0,Roselene  Chen
0,Ryan Tucker
0,Tristan Johnson
0,Veeral Shah
6,Myron Loke
9,James Yang
13,Jean Tuvilla
15,Kriti Arunkundrum
16,Nicholas Yun
24,Christopher Hocutt
25,Julia Tang
34,Justin Chang
43,Chloe Li
59,Benjamin Sokolowsky
67,Alexander Carey
77,Sheneth BellAlbero
80,Matthew See
b,r,e,a,k
Cutthroat,13
teamInfo,,"Reno, Nevada",,,https://twitter.com/cutthroatulti
0,Abigail Baier
0,Colin Chambers
0,Erick Bandala Sanchez
0,Kyle Glanzmann
0,Lauren Edwards
0,Lydia  Morrison
0,Megan Farrell
0,Melissa Glanzmann
0,Kara Davis
0,Natalie Harmor
0,Rebecca Mills
0,Rodney Wolfgang
0,Samantha  Embleton
0,Warren Kinson
2,R. Miguel Gonzales
4,Spencer Lee
9,Thomas Fiock
12,Moeses Chavez
17,Eric  Nielsen
21,Kathleen Mills
23,Gabriel Camacho
30,Donne Lenard Lomugdang
71,Ryan Polka
94,Ryan Schoenfeld
b,r,e,a,k
Quails,15
teamInfo,,"Sacramento , California",www.sactowndisc.club,,
0,Alexander Sood
0,Ashish Shenoy
0,Ben Driscoll
0,Chamberlain Segrest
0,Emi Perry
0,Emily Gilstrap
0,Erika Sanchez-Chopitea
0,Ezekiel Dohmen
0,Grace Horne
0,Jacob Ode
0,Jennie Harkness
0,Joseph Marcus
0,Karols Ginting
0,Katie Wikler
0,Kristen Ritchey
0,Melanie Tieu
0,Samantha Osburn
0,Thomas Hibdon
1,Jackie Wong
6,Vincent Curkov
8,Aaron Fleisch
9,Matthew Luk
10,Valorie Smart
17,Sean Shields
72,Zaray Buenrostro
b,r,e,a,k
Donuts,5
teamInfo,,"Bay Area, California",http://www.instagram.com/donutsultimate,https://www.facebook.com/DonutsUltimate/?pnref=story,https://twitter.com/donuts_ultimate
0,Chris Yan
01,Maxwell Tomsick
02,Emily Beck
06,Christina Casler
07,Jonathan Goldsmith
09,Victor Zhou
10,Karen Ying
11,Stephanie Rogers
13,Trevor Hawks
17,Robert Gallagher
18,Joseph Gagliano
19,Isabel Tripp
21,Alexander You
23,Caylin Gentile
25,Jenna Borges
27,Rachel Anderson
28,Katie Palmer
42,Spencer Herrick
44,Ella Dzenitis
63,Lucy Jin
64,Marcello Molinaro
64,Matthew Ferrari
66,Margaret Eisfelder
77,Alec Surmani
91,Anna Sciaruto
97,Jeremie Gabor
b,r,e,a,k
Sunshine,3
teamInfo,,"Bay Area, California",,,https://twitter.com/sunshineult
01,Goodness Nwakudu
02,Ethan Kleinman
03,Johnny Chen
04,Alex Pien
05,Grady Watkins
06,Trey Scheid
08,Morgan Sommer
09,Itay Chang
10,Karl Kingma
11,Cara Tinson
12,Devy Weir
14,Keaton Viadro
16,Sarah Kaufman
17,Noelle Nelson
19,Anika Quon
20,Reeve Grobecker
22,Alexi Zalk
24,Benjamin Jafek
25,Carmen Resnick
26,Eric Hytönen
28,Catherine Chen
31,Adam Park
32,Cassidy Bruner
33,Vienna Lee
90,Markham Shofner
94,Justine Martinez
b,r,e,a,k
Mango,10
teamInfo,,"San Francisco, California",https://www.instagram.com/mangoultimate/,,
0,Akash Karanam
0,Caroline Donohew
0,Cate Brandt-Fontaine
0,Clara Mays
0,Gabriela Hamm
0,Matthew Silverman
0,Matthew Kissmann
0,Nishant Mandapaty
0,Rachel Widner
0,Rebecca Plotnick
0,Ryo Kather
0,Sam McTonnell
0,Jianwei Li
0,Katelyn Mann
0,Sara Doyle
0,Thomas McCrone
0,William Pearce
0,Zoella Lin
1,Dani Vinueza
3,Will  Barnett
7,Samuel Miles
8,Anton William Cwik
26,Hannah Barnstone
31,Ken Wei Tan
41,Declan Bernal
87,Charlie Capron
b,r,e,a,k
Air Throwmads,14
teamInfo,,"San Mateo, California",,,
0,Konrad Chan
01,Adam Chin
03,Kyra Pesso
05,Randy Fong
07,Alvina Chow
08,Manav Vats
09,Jacob Sharadin
10,Ryan Melone
13,Amber Huang
14,Lauren Simitz
16,Rosa Cao
17,Michelle Moshkovoy
21,Jacob Steinhardt
23,Zoe Wu
31,Sam Leong
32,Dennis McCartney
33,William Fuller
42,Patrick Lucey
49,Alexander Li
51,Rowan Dong
55,Austin F Cary
64,Afifa Tawil
71,Herbert Chang
77,Jason Mirjah
89,Danielle Volschenk
99,Ari Gonzalez
b,r,e,a,k
Moonlight Ultimate,16
teamInfo,,"San Jose, California",https://discord.com/invite/8swKNEGjpt,https://www.facebook.com/MoonlightUltimate,
00,Abby Chen
00,Angela Ho
00,Ben Johnson
00,Bowen Liu
00,Christopher Roberts
00,David MATTEN
00,Deepta Gupta
00,Ophir Klein
00,Semona Igama
00,Sophia Castillo
00,Stephen Holman
00,Tommy Wang
00,Varun Iyer
00,Viviana Moreno
00,Xingchen  Zhou
00,Xinyi Yang
00,Yan Pan
00,Di Qian
00,Felix Liu
00,Ian Ang
00,Iris Li
00,James Talbot
00,Jayden Lee
30,Desiree Minkler
73,Matthew Luu
b,r,e,a,k
Tower,1
teamInfo,,"Sacramento, California",https://towerultimate.com/,,https://twitter.com/towerulti
coaches,TANNER KINKEAD,Ryan Watson,Megan Schoellhamer
0,Aaron Adamson
0,Anders Eckburg
0,Colin Smith
0,Connor Levesque
0,Daniela Jimenez
0,Julianna Madigan
0,Kristin Weyenberg
0,Lucy Campbell
0,Mark Leggio
0,Sonny Zaccaro
0,Tyler Bacon
1,Jackie Welsch
9,Maria Pascale
9,Tom Doi
10,Rachel Clarkson
10,Adam Egemo
12,Ryan Takayama
13,Brent Moore
17,April Lu
17,Sean Treacy
18,Nicholas Alexander
23,Katrina Rowsey
24,Krista Takayama
27,Morgan Greenwood
35,Raymond Lopez
49,Robyn Fennig
b,r,e,a,k
Classy,7
teamInfo,,"San Francisco, California",,https://www.facebook.com/classyultimate/,
0,Betsy Siegal
0,Cappy Pitts
0,Charlotte Laseter
0,Chris Wilen
0,Drew Vetteth
0,Erica Messner
0,Gabe Doble
0,Janelle Lee
0,Jillian Magtoto
0,Joseph Gu
0,Kayli Stowe
0,Lili Gu
0,Monica Donegan
0,Nathaniel Henning
0,Savannah  Cary 
0,Taylor Love
1,Bernard Wang
8,Jenna Ray
13,Robert Barron
13,Miles Burnette
21,Anthony Zasada
26,Mackenzie Smith
82,Joel Anton
b,r,e,a,k
Firefly,9
teamInfo,,"San Francisco, California",www.fireflyultimate.com,facebook.com/fireflydisc,
coaches,Chris Godek
0,Aaron Chin
0,Abe McKay
0,Alexander Tovar
0,Alisa Yu
0,Amanda Cornfeld
0,Brenton Kimmi
0,Caleb Kumar
0,David Adams
0,Ivana Monson
0,Jessica Beering
0,Lydia Auch
0,Malachi Wickman
0,Marcela Vazquez
0,Morgan Walker
0,Sarafina Angstadt-Leto
0,Winston Chang
0,Zachary Ormsby
0,Zoe Zaorski
12,David Langhals
17,Helinna Leone
19,Edward Cao
23,Eric Ma
37,Frances Hamkins-Indik
38,Conor McNamara
69,Stephen Crowe
97,Omar Cornejo-Esquivel
b,r,e,a,k
VU,12
teamInfo,,"San Francisco, California",https://www.instagram.com/vampireultimatefrisbee?igsh=MzRlODBiNWFlZA==,https://www.facebook.com/VampireUltimate/,
coaches,Chris Brown
0,Abigail Henderson
0,Adam Berman
0,Amberly Malone
0,Deborah Park
0,Emily Lieberman
0,Ian Brown
0,Katherine Dash
0,Matthew Burton
0,Tamsin Stringer
3,Aldyn Markle
6,Patrick Huston
8,Aseem Kishore
9,Dominique Frideger
10,Sarah Wright
12,William Baskin
13,Anne Chamberlain
17,Matthew Burkert
20,Satoru Ishii
21,Roopa Chandra
25,Asmaa Ali
29,Nicholas Guo
31,Samantha Hirsch
32,Guadalupe Arbelaez Uribe
36,Jake Wellins
44,Daniel Rabinovich
88,Anthony McCahill
b,r,e,a,k
s,t,a,g,e,s
pools,Group B Pool Play
pool,Pool A
Polar Bears,DR,15,8,"09/07/2024, 08:00",Pool A,Final
BW Ultimate,Masala Magic,15,1,"09/07/2024, 08:00",Pool A,Final
Polar Bears,Masala Magic,15,2,"09/07/2024, 10:00",Pool A,Final
BW Ultimate,DR,15,5,"09/07/2024, 10:00",Pool A,Final
Polar Bears,BW Ultimate,15,9,"09/07/2024, 12:00",Pool A,Final
DR,Masala Magic,15,3,"09/07/2024, 12:00",Pool A,Final
pool,Pool B
LIT Ultimate,Cutthroat,15,3,"09/07/2024, 08:00",Pool B,Final
American Barbecue,Quails,15,4,"09/07/2024, 08:00",Pool B,Final
LIT Ultimate,Quails,15,3,"09/07/2024, 10:00",Pool B,Final
American Barbecue,Cutthroat,15,8,"09/07/2024, 10:00",Pool B,Final
LIT Ultimate,American Barbecue,11,12,"09/07/2024, 12:00",Pool B,Final
Cutthroat,Quails,15,5,"09/07/2024, 12:00",Pool B,Final
b,r,e,a,k
brackets,Group B Bracket
bracket,Championship Bracket
Polar Bears,American Barbecue,11,12,"09/08/2024, 11:00",Group B 1st Place Finals,Final
bracket,2nd Place Bracket
Polar Bears,BW Ultimate,0,0,"09/08/2024, 13:00",2nd Place Finals,Scheduled
BW Ultimate,LIT Ultimate,11,9,"09/08/2024, 11:00",2nd Place Semis,Final
bracket,4th Place Bracket (Game to Go)
LIT Ultimate,Cutthroat,15,8,"09/08/2024, 13:00",4th Place Finals,Final
DR,Cutthroat,10,14,"09/08/2024, 11:00",4th Place Semis,Final
DR,Quails,15,5,"09/08/2024, 09:00",4th Place Quarters,Final
Masala Magic,Cutthroat,8,14,"09/08/2024, 09:00",4th Place Quarters,Final
bracket,7th Place Bracket
Quails,Masala Magic,12,11,"09/08/2024, 11:00",7th Place Finals,Final
b,r,e,a,k
pools,Group A Pool Play
pool,Pool C
Sunshine,Moonlight Ultimate,11,4,"09/07/2024, 08:00",Pool C,Final
Mango,Air Throwmads,11,3,"09/07/2024, 08:00",Pool C,Final
Sunshine,Mango,11,4,"09/07/2024, 09:45",Pool C,Final
Donuts,Air Throwmads,11,1,"09/07/2024, 09:45",Pool C,Final
Air Throwmads,Moonlight Ultimate,9,7,"09/07/2024, 11:30",Pool C,Final
Donuts,Mango,11,5,"09/07/2024, 11:30",Pool C,Final
Sunshine,Air Throwmads,11,4,"09/07/2024, 13:15",Pool C,Final
Donuts,Moonlight Ultimate,11,0,"09/07/2024, 13:15",Pool C,Final
Sunshine,Donuts,8,9,"09/07/2024, 15:00",Pool C,Final
Mango,Moonlight Ultimate,11,4,"09/07/2024, 15:00",Pool C,Final
pool,Pool D
Tower,Firefly,15,9,"09/07/2024, 08:00",Pool D,Final
Classy,VU,14,6,"09/07/2024, 08:00",Pool D,Final
Tower,VU,15,1,"09/07/2024, 10:00",Pool D,Final
Classy,Firefly,13,11,"09/07/2024, 10:00",Pool D,Final
Tower,Classy,15,6,"09/07/2024, 12:00",Pool D,Final
Firefly,VU,15,10,"09/07/2024, 12:00",Pool D,Final
b,r,e,a,k
brackets,Group A Bracket
bracket,1st Place Group A
Donuts,Tower,8,14,"09/08/2024, 11:00",1st Place Group A,Final
bracket,2nd Place Group A
Donuts,Sunshine,0,0,"09/08/2024, 13:00",2nd Place Finals (Loser = 3rd Place),Scheduled
Sunshine,Classy,14,6,"09/08/2024, 11:00",Semi's for 2nd,Final
bracket,Game to Go Bracket / 4th Place Finals
Classy,Firefly,15,4,"09/08/2024, 13:00",4th Place (for seeding),Final
Mango,Firefly,9,12,"09/08/2024, 11:00",Game to Go! Winner advances to Regionals,Final
Mango,VU,11,7,"09/08/2024, 09:00",Play in for Game to Go,Final
Air Throwmads,Firefly,4,15,"09/08/2024, 09:00",Play in for Game to Go,Final
b,r,e,a,k
pools,Group A Consolation
pool,Pool F
Moonlight Ultimate,VU,8,11,"09/08/2024, 11:00",Pool F,Final
VU,Air Throwmads,14,10,"09/08/2024, 13:00",Pool F,Final
b,r,e,a,k
brackets,Sectionals GOAT
bracket,1st 1st Place
American Barbecue,Tower,0,0,"09/08/2024, 13:00",1st Place Finals,Scheduled
b,r,e,a,k
