East Plains Mens Sectionals,Club - Men ,6,9,2014
Versailles,OH,2014-09-06,2014-09-07
https://play.usaultimate.org/events/East-Plains-Mens-Sectionals/schedule/Men/Club-Men/
HIGH FIVE,1
0,Adam Cellar
0,ERIC CONVERSE
4,ANDREW BAUMGARTNER
7,Todd Grace
12,Mitch Cihon
21,Connor Haley
28,MICHAEL JURATOVAC
44,Luke Eastman
63,Andrew Foley
88,Robert Olson
99,Andrew Grogan
b,r,e,a,k
Enigma,6
teamInfo,,"Dayton, Ohio",http://enigmaultimate.blogspot.com/,,
0,JT FISCHER
01,Michael Mills
02,Evan Wilder
03,CHRIS PICKARD
05,TODD CHAMBERLAIN
06,JASMINDER GREWAL
07,JACK KELLY
08,Alex Flamm
09,Zach Peugh
10,Chad Gregory
11,Michael Koho
13,Benny Rider
15,Brian Walsh
16,KAZ TEOPE
17,Alex Semaca
19,Dylan Corwin
22,Matthew Muhlenkamp
27,Ian Cannon
34,Joshua Fries
37,Tony Donato
54,Avery Moeller
66,ZACH KNIGHT
68,DAN MINER
73,Adam Luthman
76,Jordan Kinde
88,MATTHEW MCDONALD
97,Alan Huels
b,r,e,a,k
Taft-Punk,14
teamInfo,,"Cincinnati, Ohio",,,
0,Gregory Dinan
0,Daniel Latz
0,Steven Kolp
0,Timothy Hale
0,Joshua Fisher
0,Brandon Cannell
0,Blake Weaver
0,ZACHARY WARNER
0,CHRIS KISH
5,Alexander Riahi
10,IAN COLLINS
12,YOUSSEF EL-BARRAD
13,John Cassidy
15,Zachary Radcliff
18,Kevin Parker
23,Patrick Cannell
98,Lucas Tarnowski
b,r,e,a,k
Super Phun Tyme,11
teamInfo,,"Columbus, Ohio",,,
0,Stephan Dober
0,Kyle Bayes
0,Albert Chen
0,Steven Miraglia
0,Nicholas Coleman
0,Connor Lenhart
0,Brian Burford
0,Sean Clymer
0,NICK DELUGA
10,TOSHI SUZUKI
12,Alec Mathena
17,Benjamin Reith
55,Patrick Gleason
b,r,e,a,k
Smokestack,4
teamInfo,,"Cleveland, Ohio",http://smokestackultimate.com/,,https://twitter.com/CLE_Smokestack
0,David Picone
0,Aidan Shapiro-Leighton
0,DANIEL LEHMAN
0,Erik Lindberg
0,Jason Beffel
0,Ethan Yourd
0,Jeffrey Brauning
0,John Marotta
0,SAM NEMETH
0,Jacob Lunn
3,Joseph Marmerstein
3,Daniel Young
4,Richard Stacklin
5,Amir Kaghazwala
6,Michael Fioramonti
10,Eric Zarobila
17,Adam Davenport
23,Kyle Murray
25,MATT TEDESCO
26,Zach Johnston
34,Daniel Lynch
55,Adnan Raslan
69,COLIN DUKLES
82,Dutch Kirkman
87,Weston Miller
99,Robert Strohmeyer
b,r,e,a,k
Kentucky Flying Circus,5
teamInfo,,"Harlan, Kentucky",modules/common/kentuckyflyingcircus@gmail.com,https://www.facebook.com/kentuckyflyingcircus,https://twitter.com/KYFlyingCircus
0,Chaz DeBord
0,Corey Hardesty
0,Anthony (Tony) Hobert Jr
3,BRIAN PATE
01,Ben Sever
02,Matt Brown
04,Michael Rudy
06,MICHAEL SENDELBACH
07,Benjamin Parris
08,Philip Hills
09,Russell Allen
10,Larry Farmer Jr
11,Aaron Corley
12,Josh Turner
14,Darin Graves
15,Chris Gallagher
19,JASON MCGEENEY
20,BEN BLATZ
21,JOE KOZICKY
23,Jesse McInturf
26,Preston Goulson
34,Eric Brinkman
42,Tyler Williams
46,Colin Grandon
52,Kane Olson
64,ALEX BERUSCHA
69,Scotty Crabtree
b,r,e,a,k
Breaker's Mark,12
teamInfo,,"Lexington, Kentucky",,,
0,ERIC NEACE
0,DEVIN DAVIDSON
0,Andrew Jacobs
0,JOSH HURST
0,Wei Yang
0,Daniel Kucela
0,CLAY CAYLOR
0,Daisuke Hishida
0,DUSTIN HUGHES
0,KYLE JONAS
5,David High
6,MATTHEW PAULUS
6,Evan Caldwell
7,Mark Kraus
13,Jared Gibson
14,Matt Henry
17,JARED SHELY
27,Wyatt Driskell
34,Brandon French
41,Ryan Marcum
45,Matt McMackin
73,Neville Fogarty
b,r,e,a,k
Hustle,13
teamInfo,,"Cincinnati, Ohio",,https://www.facebook.com/pages/Hustle-Ultimate/433289140087075?ref_type=bookmark,https://twitter.com/CincyHustle
00,Michael Elovitz
00,BRIAN FALLON
00,Isaac Jeffries
00,Alvin Miles
00,BRENDAN O'BRYAN
00,Chris Lidel
00,Keith Allen
00,LARRY DEAN
04,Theodore Lannert
07,Patrick Sharp
10,SEAN MYERS
15,Luke Byerly
21,Frank Ontaneda
23,Keegan North
25,Josh Keyser
27,DANIEL HEROLD
36,Neil Narayan
44,KEVIN CAVANAGH
47,Zach Kaylor
49,Tanner Segbers
54,BEN JANSEN
55,ALIJAH OCONNOR
66,Tommy Tappel
82,BENJAMIN SAGE
94,Wesley Barnette
94,AMBROSE DOBROZSI
99,Kegan Carroll
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
HIGH FIVE,Lunchbelly,13,5,"09/06/2014, 09:00",Pool A,Final
CAKti,Ghetto Farce,13,3,"09/06/2014, 09:00",Pool A,Final
HIGH FIVE,CAKti,13,6,"09/06/2014, 10:45",Pool A,Final
Jurassic Shark,Ghetto Farce,13,0,"09/06/2014, 10:45",Pool A,Final
Ghetto Farce,Lunchbelly,0,13,"09/06/2014, 12:30",Pool A,Final
Jurassic Shark,CAKti,12,13,"09/06/2014, 12:30",Pool A,Final
HIGH FIVE,Ghetto Farce,13,0,"09/06/2014, 14:15",Pool A,Final
Jurassic Shark,Lunchbelly,13,10,"09/06/2014, 14:15",Pool A,Final
HIGH FIVE,Jurassic Shark,13,5,"09/06/2014, 16:00",Pool A,Final
CAKti,Lunchbelly,13,5,"09/06/2014, 16:00",Pool A,Final
pool,Pool B
Madcow,Revolution,13,8,"09/06/2014, 09:00",Pool B,Final
Spoiler,FoG,13,9,"09/06/2014, 09:00",Pool B,Final
Madcow,Spoiler,13,10,"09/06/2014, 10:45",Pool B,Final
Midnight Meat Train,FoG,13,4,"09/06/2014, 10:45",Pool B,Final
FoG,Revolution,9,13,"09/06/2014, 12:30",Pool B,Final
Midnight Meat Train,Spoiler,15,13,"09/06/2014, 12:30",Pool B,Final
Madcow,FoG,13,2,"09/06/2014, 14:15",Pool B,Final
Midnight Meat Train,Revolution,13,11,"09/06/2014, 14:15",Pool B,Final
Madcow,Midnight Meat Train,13,6,"09/06/2014, 16:00",Pool B,Final
Spoiler,Revolution,13,11,"09/06/2014, 16:00",Pool B,Final
pool,Pool C
BroCats,Super Phun Tyme,15,5,"09/06/2014, 10:45",Pool C,Final
Enigma,Taft-Punk,14,13,"09/06/2014, 10:45",Pool C,Final
BroCats,Taft-Punk,15,7,"09/06/2014, 12:45",Pool C,Final
Enigma,Super Phun Tyme,15,7,"09/06/2014, 12:45",Pool C,Final
BroCats,Enigma,15,12,"09/06/2014, 14:45",Pool C,Final
Super Phun Tyme,Taft-Punk,6,15,"09/06/2014, 14:45",Pool C,Final
pool,Pool D
Smokestack,Breaker's Mark,15,4,"09/06/2014, 10:45",Pool D,Final
Kentucky Flying Circus,Hustle,15,5,"09/06/2014, 10:45",Pool D,Final
Smokestack,Hustle,15,0,"09/06/2014, 12:45",Pool D,Final
Kentucky Flying Circus,Breaker's Mark,15,3,"09/06/2014, 12:45",Pool D,Final
Smokestack,Kentucky Flying Circus,15,9,"09/06/2014, 14:45",Pool D,Final
Breaker's Mark,Hustle,15,7,"09/06/2014, 14:45",Pool D,Final
b,r,e,a,k
brackets,Championship Bracket
bracket,Championship Bracket
HIGH FIVE,BroCats,15,13,"09/07/2014, 13:00",Championship Game,Final
HIGH FIVE,Smokestack,17,16,"09/07/2014, 09:00",Semifinal,Final
BroCats,Madcow,15,13,"09/07/2014, 09:00",Semifinal,Final
b,r,e,a,k
brackets,Regional Seeding Games
bracket,Second - Fifth Games
Madcow,BroCats,15,13,"09/07/2014, 15:00",Second Place Game,Final
Madcow,Smokestack,15,9,"09/07/2014, 13:00",2nd Place Semi,Final
Madcow,CAKti,14,11,"09/07/2014, 11:00",2nd Place Quarter,Final
Enigma,Smokestack,10,15,"09/07/2014, 11:00",2nd Place Quarter,Final
CAKti,Kentucky Flying Circus,15,14,"09/07/2014, 09:00",2nd Place Pre-Quarter,Final
Enigma,Midnight Meat Train,15,12,"09/07/2014, 09:00",2nd Place Pre-Quarter,Final
bracket,Fourth
Enigma,Smokestack,10,15,"09/07/2014, 15:00",Fourth Place Game,Final
CAKti,Enigma,13,15,"09/07/2014, 13:00",4th Place Semi,Final
b,r,e,a,k
brackets,Games to Go
bracket,Sixth Place
Midnight Meat Train,CAKti,11,3,"09/07/2014, 15:00",Sixth Place Game,Final
Kentucky Flying Circus,Midnight Meat Train,11,15,"09/07/2014, 13:00",6th Semi,Final
Kentucky Flying Circus,Jurassic Shark,15,7,"09/07/2014, 11:00",6th Quarter,Final
Taft-Punk,Midnight Meat Train,12,15,"09/07/2014, 11:00",6th Quarter,Final
Jurassic Shark,Breaker's Mark,15,9,"09/07/2014, 09:00",6th Pre-Quarter,Final
Taft-Punk,Spoiler,13,12,"09/07/2014, 09:00",6th Pre-Quarter,Final
bracket,Eighth Place
Taft-Punk,Kentucky Flying Circus,0,0,"09/07/2014, 15:00",Eighth Place Game,Scheduled
Taft-Punk,Jurassic Shark,15,10,"09/07/2014, 13:00",8th Place Semi,Final
bracket,G2G Bracket
Spoiler,Jurassic Shark,8,15,"09/07/2014, 15:00",Game to Go,Final
Breaker's Mark,Spoiler,13,16,"09/07/2014, 13:00",G2G Semi,Final
Breaker's Mark,Hustle,15,6,"09/07/2014, 11:00",G2G Quarter,Final
Super Phun Tyme,Spoiler,11,15,"09/07/2014, 11:00",G2G Quarter,Final
Lunchbelly,Hustle,10,12,"09/07/2014, 09:00",G2G Pre-Quarter,Final
Revolution,Super Phun Tyme,0,1,"09/07/2014, 09:00",G2G Pre-Quarter,Final
bracket,12th Place Games
Hustle,Breaker's Mark,0,0,"09/07/2014, 15:00",12th Place,Scheduled
Super Phun Tyme,Hustle,12,15,"09/07/2014, 13:00",Round Name,Final
b,r,e,a,k
