Queen City Tune Up 2020 (Women) ,College - Women ,8,2,2020
Charlotte,NC,2020-02-08,2020-02-09
https://play.usaultimate.org/events/Queen-City-Tune-Up-2020-Women-/schedule/Women/CollegeWomen/
Carleton College,1
53,Sophia McKee
98,Aubrey Luk
b,r,e,a,k
North Carolina-Wilmington,16
teamInfo,Seaweed,"Wilmington, North Carolina",,https://www.facebook.com/Seaweed-Ultimate-112707882088022/?fref=ts,https://twitter.com/SeaweedUltimate
03,Lydia Brenneman
04,Shannon Sullivan
11,Noelle Mosby
13,Meredith Wiedenheft
18,Julia Machado
19,Isabelle Huntington
22,Sophia Brown
23,Sydney Meadows
24,Hannah Boettcher
27,Arianna Grimaldi 
31,Claire Sorensen
57,Maris Taylor
88,Eliza Rich
99,Kelly McGillicuddy
b,r,e,a,k
North Carolina,2
teamInfo,Pleiades,"Chapel Hill, North Carolina",http://pleiadesultimate.web.unc.edu/,https://www.facebook.com/unc.pleiades/,https://twitter.com/UNC_Pleiades/
coaches,Jessica Jones
0,Alana Holder
0,Caroline Spencer
0,Ella Juengst
0,Emily Przykucki
0,Emily Fallon
0,Sonia Rao
0,Sydney Rehder
0,Theresa Yu
0,Selena Kleber
2,Alexandra Evans
4,Julia Zwierzynski
10,Olivia Monroe
11,Dawn Culton
13,Tyler Smith
14,Meg Van Horn
15,Florence Brooks
20,Bridget Mizener
22,Anne Worth
34,Alexandra Barnett
35,Maggie Adams
38,Jessica Wu
80,Sofia Ramirez
86,Connie Cui
b,r,e,a,k
Georgia Tech,15
teamInfo,Wreck,"Atlanta, Georgia",https://wreckultimate.wordpress.com/,https://www.facebook.com/gtwrecku/,@GTWreckU
coaches,Lizzie Jones
0,Dana Rose
0,Grace Erlinger
0,Johanna Hall
0,Kate Hubbard
0,Sarah Brock
0,Savannah Lo
0,Zion Oh
1,Heather Song
11,Alexandra Towner
12,Tara Poteat
14,Jenny Choi
15,Emma Pettit
16,Almaze Lema
24,Sarah Chen
27,Katie Dai
28,Zoe Wangstrom
30,Harley Ovell
33,Ollie Peterson
42,Maya Neal
46,Juliann Pham
65,Gleymi Hernandez
81,Samantha Loop
96,Maria Saito
98,Lycia Tran
b,r,e,a,k
Pittsburgh,7
teamInfo,Danger,"Pittsburgh, Pennsylvania",https://danger-ultimate.wixsite.com/pittultimatew,https://www.facebook.com/groups/35601418785/,https://twitter.com/dangerultimate
coaches,Molly Moore,Lauren Boyle,Lauren Franke
0,Victoria Lee
02,Jessie Sun
03,Rita Flanagan
06,Celeste Picone
09,Annelise Peters
10,Helen Wu
12,Madison Pisone
13,Kendra Fang
15,Hope Matyas
16,Jessie Chan
17,Kimaya Hayes
21,Elizabeth Manturuk
22,Ariana Bhatia
23,Hannah Boyd
24,Morgan Johnson
27,Ashika Mani
29,Dhara Patel
37,Linn Bjanes
39,Daisy Mandl
57,Charlotte (CJ) Dawson
70,Morgan Cioth
71,Miranda Kosowsky
b,r,e,a,k
William & Mary,18
teamInfo,Cypress,"Williamsburg, Virginia",,,https://twitter.com/WMultimateW
0,Isabella Casey
0,Isabella DiFulvio
0,Kamila Mehdi
0,Karen Minecci
0,Katherine O'Neill
0,Kelly Harrigan
0,Kelsi Putnam
0,Kendall Barton
0,Kirsten Knisely
0,Ann Vonasek
0,Athena Benton
0,Chloe Lund
0,Elnatan Lemma
0,Peyton Winter
0,Sabra Ellison
0,Sofia Geislinger
0,Zoe  Stallings
17,Margaret Pendleton
24,Emma Glass
b,r,e,a,k
Appalachian State,10
teamInfo,Nonads,"Boone, North Carolina",,,
02,Ariana Fahey
07,Grace Deibert
08,Emily Heier
09,Cyrus McCall
10,Joy Green
12,Abby Dunn
13,Sophie Manning
15,Paige Tarleton
20,Rebekah Nielsen
22,Pearl Imoh
24,Madyson Ward
25,Kayla Colglazier
27,Madison Browne
29,Grace Rogers
31,Casey Butt
33,Abigail Barry
44,Stella  Van Every
47,Brianna Hibner
55,Victoria Nichols
77,claire Oman
88,Grace Wagner
b,r,e,a,k
Ohio State,3
teamInfo,Fever,"Columbus, Ohio",http://feverultimate.org.ohio-state.edu/,www.facebook.com/OSUFever,https://twitter.com/FeverUltimate
coaches,Alaine Wetli,DeAnna Ball
0,Alex Warning
0,Allison Castle
0,Anna Goulson
0,Arden Piepho
0,Ashley Boehmke
0,Elsa Mabey
0,Emily Marmer
0,Faith Lamb
0,Hannah Grace Morrison
0,Jenna Zhu
0,Kayla Hamm
0,Samantha Boehmcke
1,Grace Conerly
2,Funing Zhang
4,Emily Barrett
4,Bailey Perkins
5,Claire Ackerman
20,Lake Fleming
22,Whitney Schott
26,Cara Sieber
31,Sheridan Cleave
38,Brooke Lewis
82,Katherine Sandstrom
b,r,e,a,k
South Carolina,6
teamInfo,Scorch Ultimate,"Columbia, South Carolina",https://www.instagram.com/scorchultimate/,https://www.facebook.com/scorchultimate/,https://twitter.com/ScorchUltimate
0,Deanna DeLuca
01,Hope Steger
02,Kayla McClary
03,Abigail Takacs
04,Colleen Morton
05,Caitlin Baxter
06,Julia Bagnell
07,Kaitlyn Ramey
08,Alyssa Fulcher
10,Mary McConnell
12,Lillian Shevlin
13,Jessica O'Brien
14,Nora Bost
15,Hannah  Wilks
16,Caroline O’Brien
19,Elizabeth Pung
21,Julia Hoffmann
22,Katherine Kosco
24,Catherine White
26,Jordan Beals
27,Katharine McCrady
28,Kathleen Maloney
29,Sydney Brewster
31,Emily  Giampietro
33,Sara Steger
35,Tess Wheeler
37,Julia Williams
40,Hannah Pridgen
54,Mary Jones
89,Sofi Baumgardner
b,r,e,a,k
North Carolina State,11
teamInfo,Jaga Monsta,"Raleigh, North Carolina",,https://www.facebook.com/pages/J%C3%A4ga-NCSU-Womens-Ultimate/153552627991990,https://twitter.com/NCSUJagaMonsta
0,Abigail Campbell
0,Abigail McManus
0,Alice Widman
0,Allison Church
0,Ana Brent
0,Caroline Vande Berg
0,Deeqa Musa
0,Ellie Cubrilovic
0,Emma Bartlett
0,Jen Bradley
0,Jennifer Wang
0,Melissa Gronske
0,Sara Allen
7,Anna Tortorici
18,Sarah McKee
27,Mary Clarke Worthington
58,Rowan Jaynes
b,r,e,a,k
Vanderbilt,19
teamInfo,VUDU,"Nashville, Tennessee",,https://www.facebook.com/VUDUultimate/,https://twitter.com/vuduhuh?lang=en
0,Alice Wu
0,Bryca Song-Weiss
0,Hope Graham
0,Jacq Wood
0,Junqin Zhu
0,Katie Radulovacki
0,Natalie Noll
0,Nhung Hoang
0,Nikol Nikolova
0,Sophia Yue
0,Deanna Hunter
0,Yerim Cho
7,Caroline Hubbard
14,Ellen Yu
20,Lizzie Carsello
33,Celia Goldfarb
42,Xueyuan Jia
b,r,e,a,k
Penn State,14
teamInfo,Crisis,"University Park, Pennsylvania",,,https://twitter.com/crisisultimate
0,Alaina Demalis
01,Emily Demalis
03,Adison Staskiewicz
04,Alyssa D'Costa
07,Alyssa Nguyen
09,Emily Kiver
10,Haley Young
11,Nicole Beck
12,Caryn Madigan
13,Jessica Sourbeer
14,Katie Ridenour
15,Zoey Nichols
18,Keanna Haney
20,Clare Harr
21,Abby Ridenour
22,Isabella  Lujan
23,Maia Nguyen
24,Erin Malonzo
29,Sonia Donskaya
31,Jackie Middleswarth
44,Gabrielle Olson
73,Isabelle Thompson
b,r,e,a,k
Tufts,5
teamInfo,Elephant Women),"Somerville, Massachusetts",,https://www.facebook.com/tuftsewo/,https://twitter.com/ewonews
0,Fernanda Brena
0,Grace Spalding-Fecher
0,Hannah Wells
0,Hazel Ostrowski
0,Isabella Lombino
0,Jordan Bricknell
0,Julia Lober
0,Leija Helling
0,Margo Urheim
0,Molly Lipman
0,Cameron Rusin
0,Claire Dunn
0,Rachael Johnson
0,Rachel Levitt
0,Rosanna Vitiello
1,April Weintraub
6,Justinne Guarin
19,Emily Decker
22,Olivia Goss
b,r,e,a,k
Brigham Young,21
teamInfo,CHI,"Provo, Utah",,,
0,Tami Lee
1,Abigail Whitlock
2,Alley Lunsford
3,Kate Moulton
4,Tayler Raff
7,Noelle Whitney
8,Laura Voellger
12,Anna Tasso
13,Casstique Williams
15,Sailor Ong
17,Samantha Kulka
19,Robyn Watson
20,Allison  Correa
24,LiAnne Hammond
25,Madeline Paskett
28,Bryce Newman
30,Lauren  Hall
35,Alicia Seeley
44,Elli Dastrup
45,Sylvia Brown
97,Elisabeth Schloss
b,r,e,a,k
Duke,13
teamInfo,Swerve,"Durham, North Carolina",https://sites.duke.edu/wultimate/,https://www.facebook.com/DukeSwerve/,https://twitter.com/dukeswerve
0,Katja Kochvar
01,Anne Crowley
03,Tiffany Wei
06,Katherine Li
07,Joy Lu
10,Nicole Patterson
14,Elianna Bier
24,Selena Qian
25,Brielle Tobin
28,Darcy Cook
31,Linh Bui
34,Peyton Schafer
99,Riley Fisher
99,Sarah Tillman
99,Lauren Cao
99,Grace Abels
99,Jessica Beering
99,Josie Vonk
b,r,e,a,k
Georgia,4
teamInfo,Athena,"Athens, Georgia",https://georgiawomensultimate.weebly.com/,https://www.facebook.com/UniversityOfGeorgiaWomensUltimate/,https://twitter.com/UGAUltimate
coaches,Javid Aceil,Paige Howell
0,Payton Parker
0,Sophia DeLuca
1,Katharine Suarez
2,Martha Wilber
3,Brett Pollock
4,Anna White
5,Hazel Allen
6,Marie Perivier
7,Gayeon Ko
9,Elle Mayer
10,Cailee Anderson
11,Bridget Duckworth
12,Amy Strozinsky
13,Emma Jones
14,Colleen Miller
17,Alysa Miles
20,Emery Cook
21,Hannah Moulton
22,Hannah Morley
23,Bailey Lawson
24,Hannah Carroll
25,Erin Klima
26,Eavan Hendry
27,Audrey (Park) Li
31,Sahana Parker
33,Maggie Miller
42,Carrie Miller
44,Josie Veal
77,Anik Regan
b,r,e,a,k
Notre Dame,20
teamInfo,Womb,"Notre Dame, Indiana",http://ndultimate.wordpress.com/,,https://twitter.com/ndultimate
coaches,Carol Li
0,Aoife Scannell
0,Ayla Pavelka
0,Carmen Bolivar
0,Elise Fahrenbach
0,Elizabeth Jarocki
0,Elizabeth Erisman
0,Erin Goldman
0,Jess Joyce
0,Lauren Bock
0,Maddie Galvin
0,Mary  Donnelly
3,Cecilia Hall
12,TC Burrows
13,Beth Messaglia
42,Katarina Jamsek
56,Erin DiDonato
99,Katherine Mason
b,r,e,a,k
Clemson,12
teamInfo,Tiger Lilies,"Clemson, South Carolina",https://sites.google.com/site/clemsonwomensultimate/,,
0,Annie Woofter
0,Camryn Price
0,Caroline Kennedy
0,Claire Kennington
0,Courtney Long
0,Elizabeth Teynor
0,Emily White
0,Sarah Thomas
0,Serena Gilmore
0,Sophia Martell
0,Sydney Spears
0,Hannah Braswell
0,Kathryn Cooke
17,Zoe Stapel
38,Emma Ressler
58,Lanie O'Neill
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
Carleton College,Pennsylvania,13,2,"02/08/2020, 09:30",Pool A,Final
Michigan,North Carolina-Wilmington,8,7,"02/08/2020, 09:30",Pool A,Final
Carleton College,Michigan,13,3,"02/08/2020, 11:00",Pool A,Final
Virginia,North Carolina-Wilmington,12,4,"02/08/2020, 11:00",Pool A,Final
North Carolina-Wilmington,Pennsylvania,6,8,"02/08/2020, 12:30",Pool A,Final
Virginia,Michigan,9,8,"02/08/2020, 12:30",Pool A,Final
Carleton College,North Carolina-Wilmington,13,0,"02/08/2020, 14:00",Pool A,Final
Virginia,Pennsylvania,10,7,"02/08/2020, 14:00",Pool A,Final
Carleton College,Virginia,13,6,"02/08/2020, 15:30",Pool A,Final
Michigan,Pennsylvania,12,5,"02/08/2020, 15:30",Pool A,Final
pool,Pool B
North Carolina,William & Mary,8,5,"02/08/2020, 09:30",Pool B,Final
Appalachian State,Georgia Tech,4,13,"02/08/2020, 09:30",Pool B,Final
North Carolina,Appalachian State,13,3,"02/08/2020, 11:00",Pool B,Final
Pittsburgh,Georgia Tech,5,9,"02/08/2020, 11:00",Pool B,Final
Georgia Tech,William & Mary,10,5,"02/08/2020, 12:30",Pool B,Final
Pittsburgh,Appalachian State,13,3,"02/08/2020, 12:30",Pool B,Final
North Carolina,Georgia Tech,13,3,"02/08/2020, 14:00",Pool B,Final
Pittsburgh,William & Mary,11,3,"02/08/2020, 14:00",Pool B,Final
North Carolina,Pittsburgh,11,5,"02/08/2020, 15:30",Pool B,Final
Appalachian State,William & Mary,6,12,"02/08/2020, 15:30",Pool B,Final
pool,Pool C
Ohio State,Vanderbilt,8,6,"02/08/2020, 09:30",Pool C,Final
North Carolina State,Penn State,12,6,"02/08/2020, 09:30",Pool C,Final
Ohio State,North Carolina State,11,7,"02/08/2020, 11:00",Pool C,Final
South Carolina,Penn State,10,4,"02/08/2020, 11:00",Pool C,Final
Penn State,Vanderbilt,5,8,"02/08/2020, 12:30",Pool C,Final
South Carolina,North Carolina State,8,2,"02/08/2020, 12:30",Pool C,Final
Ohio State,Penn State,11,7,"02/08/2020, 14:00",Pool C,Final
South Carolina,Vanderbilt,9,4,"02/08/2020, 14:00",Pool C,Final
Ohio State,South Carolina,11,4,"02/08/2020, 15:30",Pool C,Final
North Carolina State,Vanderbilt,7,6,"02/08/2020, 15:30",Pool C,Final
pool,Pool D
Georgia,Notre Dame,8,5,"02/08/2020, 09:30",Pool D,Final
Clemson,Brigham Young,4,11,"02/08/2020, 09:30",Pool D,Final
Georgia,Duke,8,9,"02/08/2020, 10:45",Pool D,Final
Tufts,Clemson,11,1,"02/08/2020, 10:45",Pool D,Final
Tufts,Brigham Young,11,6,"02/08/2020, 12:00",Pool D,Final
Duke,Notre Dame,8,5,"02/08/2020, 12:00",Pool D,Final
Georgia,Tufts,8,9,"02/08/2020, 13:15",Pool D,Final
Clemson,Duke,3,10,"02/08/2020, 13:15",Pool D,Final
Georgia,Clemson,11,4,"02/08/2020, 14:30",Pool D,Final
Notre Dame,Brigham Young,6,7,"02/08/2020, 14:30",Pool D,Final
Tufts,Notre Dame,11,3,"02/08/2020, 15:45",Pool D,Final
Duke,Brigham Young,7,11,"02/08/2020, 15:45",Pool D,Final
b,r,e,a,k
brackets,Championship Bracket
bracket,Championship Bracket
Carleton College,North Carolina,12,9,"02/09/2020, 13:00",Finals,Final
Carleton College,Tufts,11,10,"02/09/2020, 11:30",Semis,Final
Ohio State,North Carolina,9,13,"02/09/2020, 11:30",Semis,Final
bracket,5th Place Bracket
Georgia Tech,Virginia,0,0,"02/09/2020, 13:00",5th Place Finals,Cancelled
South Carolina,Georgia Tech,7,9,"02/09/2020, 11:30",5th Place Semis,Final
Virginia,Duke,10,8,"02/09/2020, 11:30",5th Place Semis,Final
b,r,e,a,k
brackets,9th Place Bracket
bracket,9th Place Bracket
Georgia,Pittsburgh,0,0,"02/09/2020, 13:00",9th Place Bracket Finals,Cancelled
Michigan,Georgia,7,8,"02/09/2020, 11:30",9th Place Semis,Final
North Carolina State,Pittsburgh,4,10,"02/09/2020, 11:30",9th Place Semis,Final
bracket,13th Place Bracket
William & Mary,Pennsylvania,0,0,"02/09/2020, 13:00",13th Place,Cancelled
Vanderbilt,William & Mary,7,8,"02/09/2020, 11:30",13th Place Semis,Final
Notre Dame,Pennsylvania,6,11,"02/09/2020, 11:30",13th Place Semis,Final
b,r,e,a,k
brackets,17th Place Bracket
bracket,17th Place Bracket
North Carolina-Wilmington,Penn State,0,0,"02/09/2020, 13:00",17th Place Finals,Cancelled
North Carolina-Wilmington,Clemson,13,2,"02/09/2020, 11:30",17th Place Semis,Final
Appalachian State,Penn State,6,8,"02/09/2020, 11:30",17th Place Semis,Final
b,r,e,a,k
