Southwest Club Mixed Regional Championship 2019,Club - Mixed ,21,9,2019
Norco,CA,2019-09-21,2019-09-22
https://play.usaultimate.org/events/Southwest-Club-Mixed-Regional-Championship/schedule/Mixed/Club-Mixed
Mischief,1
0,Alison Main
0,Brandon Kwock
0,Claire Toth
0,Abigail Lew
0,Alex Pien
0,Elise Bruguera
0,Gabriel Miranda
0,Isabel Clayter
0,Jacqueline Martinez
0,Molica Anderson
0,Nicholas Weiss
0,Noel Arsenault
0,Paul Sohn
0,Peter van de Burgt
0,Philip Chang
0,Samuel Sohn
0,Sydney Horanic
0,Teresa Feng
0,Mathilda Farrell
16,Jason Seidler
17,Alison Mathews
34,Elizabeth Sohn
46,Owen Bell
66,Edward Yanosik
99,Maxwell Friedmann
b,r,e,a,k
Donuts,6
teamInfo,,"Bay Area, California",wearedonutsultimate@gmail.com,https://www.facebook.com/DonutsUltimate/?pnref=story,https://twitter.com/donuts_ultimate
0,Christina Casler
0,Claudia Arquero
0,Jackson Valler
0,Jodi McCloskey
0,Joseph Gagliano
0,Karin  Lin
0,Lindsay Hedgecock
0,Margaret Rosano
0,Nikki Chang
0,Rachel Anderson
0,Thomas Murray
0,Trevor Hawks
0,Visakha Hoang
2,Scott Miller
3,Jeffro Valeros
4,Juan Ocampo
4,Gianna Tesler
7,Jonathan Goldsmith
8,Adam Koren
20,Corinne Burger
20,Jennifer Thomas
28,Judith Wang
37,Daniel Zakaria
64,Marcello Molinaro
77,Alec Surmani
86,Jannon Frank
88,Bill Liu
b,r,e,a,k
Lotus,4
teamInfo,,"Los Angeles, California",,,https://twitter.com/LALotusUltimate
01,Avery Jones
02,Amy Halvorsen
03,Melissa Kan
04,Amy Lee
05,Sharon Tseng
07,Eric Brach
08,Bryce Edwards
11,Alex Drum
12,Mitchell Steiner
13,Erin Leonard
14,Lu Wang
16,Yuval Pearl
18,Charlotte Zhu
19,Christopher Cogswell
20,Brandon Nadres
21,Daniel Oettinger
23,Steven Wick
26,Andrew Bosco
31,Ava Hanna
37,Lindsey Mazur
39,Chris Mazur
43,Eric Lissner
66,Jennifer Norris
88,Stacy Tran
91,Grant Boyd
92,Lauren Hanna
97,Katie Killebrew
b,r,e,a,k
Pivot,5
teamInfo,,"Phoenix, Arizona",,,
0,Joshua Kohl
0,Matt Theologidy
0,Ryan Lacy
0,Tara George
2,Micah Gross
2,Andrew Kohl
3,Jonathan Bridges
3,Shay Carter
4,Kylie Capite
5,Aaron Flegenheimer
6,Amber Ubelhor
7,Cynthia Thomas
8,Kallen Busker
10,Cameron Helm
11,Laura Kuhse
12,Jaycie Speck
13,Kenny Kurbat
14,Eva Wilson
15,Marlana Hinkley
23,Jia Xie
24,Benjamin Lacy
29,Marshall Crawford
30,Scott Rivoir
34,Fernando Lugo
51,Kay Powell
87,Jennifer Loder
b,r,e,a,k
Alchemy,14
teamInfo,,"San Francisco, California",,https://www.facebook.com/alchemyultimate,alchemyultimate
0,Alexis Whitaker
0,Alyssa Abbey
0,Anna Sciaruto
0,Charlie Capron
0,Lydia Auch
0,Malachi Wickman
0,Matthew Kissmann
0,James (Jim)  Boley
0,Lauren Byrne
0,Rebecca Plotnick
0,Thomas Kilmer
0,Tiffany Nguyen
0,Xinran Wang
2,Crystal Alton
5,Elliot Goodrich
5,Leilani Nelson
9,Eric Shaw
13,Brett Naul
13,Robert Barron
16,Thomas Konogeris
18,Daniel DeTone
33,Cathleen Hartge
44,Alexander Lloyd-Evans
48,Hannah Gannon
66,Montana Roberts
80,Nick Petru
99,Amanda Karakoudas
b,r,e,a,k
Platypi,11
teamInfo,,"Chico, California",,,
0,Alexander Vina
0,Allison Mueting
0,Amanda Costa
0,Andrew Matheson
0,Benjamin Travers
0,Colin Chambers
0,David Gross
0,Derek Miller
0,Devin Mitchell
0,Dominic La Frantz
0,Grace Jardine
0,Helena Hoover
0,Isabel Hernandez
0,Katie Daly
0,Kyle Harper
0,Natalie Galaviz
0,Russell Helms
2,Elizabeth Buhler
12,Payton Laurie
12,Skyler Rubey
13,Henry Whitney
15,Genevieve Millin
16,Savannah Avila
23,Katrina Rowsey
27,Loren Bloom
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
Mischief,Rubix,13,8,"09/21/2019, 08:00",Pool A,Final
Classy,California Burrito,13,5,"09/21/2019, 08:00",Pool A,Final
Mischief,California Burrito,13,5,"09/21/2019, 09:45",Pool A,Final
Classy,Rubix,13,9,"09/21/2019, 09:45",Pool A,Final
Mischief,Classy,12,11,"09/21/2019, 11:30",Pool A,Final
Rubix,California Burrito,13,9,"09/21/2019, 11:30",Pool A,Final
pool,Pool B
Blackbird,Cutthroat,13,8,"09/21/2019, 08:00",Pool B,Final
BW Ultimate,Instant Karma,13,5,"09/21/2019, 08:00",Pool B,Final
Blackbird,Instant Karma,13,6,"09/21/2019, 09:45",Pool B,Final
BW Ultimate,Cutthroat,13,9,"09/21/2019, 09:45",Pool B,Final
Blackbird,BW Ultimate,13,7,"09/21/2019, 11:30",Pool B,Final
Cutthroat,Instant Karma,13,9,"09/21/2019, 11:30",Pool B,Final
pool,Pool C
Polar Bears,American Barbecue,13,10,"09/21/2019, 08:00",Pool C,Final
Donuts,Firefly,9,11,"09/21/2019, 08:00",Pool C,Final
Polar Bears,Firefly,13,3,"09/21/2019, 09:45",Pool C,Final
Donuts,American Barbecue,10,13,"09/21/2019, 09:45",Pool C,Final
Polar Bears,Donuts,13,1,"09/21/2019, 11:30",Pool C,Final
American Barbecue,Firefly,11,13,"09/21/2019, 11:30",Pool C,Final
pool,Pool D
Lotus,Platypi,13,3,"09/21/2019, 08:00",Pool D,Final
Pivot,Alchemy,13,6,"09/21/2019, 08:00",Pool D,Final
Lotus,Alchemy,13,9,"09/21/2019, 09:45",Pool D,Final
Pivot,Platypi,13,6,"09/21/2019, 09:45",Pool D,Final
Lotus,Pivot,13,8,"09/21/2019, 11:30",Pool D,Final
Platypi,Alchemy,7,13,"09/21/2019, 11:30",Pool D,Final
b,r,e,a,k
brackets,Bracket Play
bracket,1st Place Bracket
Mischief,Blackbird,13,11,"09/22/2019, 11:40",1st Place Finals,Final
Mischief,Lotus,13,4,"09/21/2019, 13:15",1st Place Semis,Final
Polar Bears,Blackbird,10,13,"09/21/2019, 13:15",1st Place Semis,Final
bracket,2nd Place Bracket
Blackbird,Polar Bears,9,11,"09/22/2019, 13:30",2nd Place Finals,Final
Lotus,Polar Bears,11,12,"09/22/2019, 11:40",2nd Place Semis,Final
Lotus,Rubix,12,9,"09/22/2019, 09:50",2nd Place Quarters,Final
Cutthroat,Polar Bears,9,12,"09/22/2019, 09:50",2nd Place Quarters,Final
Firefly,Rubix,11,13,"09/22/2019, 08:00",2nd Place Prequarters,Final
Cutthroat,Pivot,13,9,"09/22/2019, 08:00",2nd Place Prequarters,Final
Firefly,Alchemy,13,4,"09/21/2019, 13:15",2nd Place Play In,Final
Rubix,BW Ultimate,12,11,"09/21/2019, 13:15",2nd Place Play In,Final
Classy,Cutthroat,11,12,"09/21/2019, 13:15",2nd Place Play In,Final
American Barbecue,Pivot,10,11,"09/21/2019, 13:15",2nd Place Play In,Final
bracket,7th Place
Firefly,Pivot,10,13,"09/22/2019, 09:50",7th Place,Final
bracket,9th Place Bracket
BW Ultimate,American Barbecue,13,7,"09/22/2019, 09:50",9th Place Finals,Final
Alchemy,BW Ultimate,8,13,"09/22/2019, 08:00",9th Place Semis,Final
Classy,American Barbecue,9,12,"09/22/2019, 08:00",9th Place Semis,Final
bracket,11th Place
Alchemy,Classy,6,13,"09/22/2019, 09:50",11th Place,Final
bracket,5th Place
Rubix,Cutthroat,10,13,"09/22/2019, 11:40",5th Place,Final
b,r,e,a,k
pools,Consolation Pool
pool,Pool E
California Burrito,Donuts,12,6,"09/21/2019, 13:15",Pool E,Final
Instant Karma,Platypi,13,7,"09/21/2019, 13:15",Pool E,Final
California Burrito,Platypi,13,1,"09/22/2019, 08:00",Pool E,Final
Instant Karma,Donuts,12,13,"09/22/2019, 08:00",Pool E,Final
California Burrito,Instant Karma,10,12,"09/22/2019, 09:50",Pool E,Final
Donuts,Platypi,12,7,"09/22/2019, 09:50",Pool E,Final
b,r,e,a,k
