Founders Mixed Club Sectional Championship 2019,Club - Mixed ,7,9,2019
Allentown,PA,2019-09-07,2019-09-08
https://play.usaultimate.org/events/Founders-Mixed-Club-Sectional-Championship-2019/schedule/Mixed/Club-Mixed
Loco,1
22,Keith Zuckerman
28,Matthew Newman
33,Adam Federbusch
54,Robert Vander Meulen
55,Timothy Brubaker
56,Lauren Feder
72,Eli Block
80,Christopher Cruz
81,Troy Zirkel
b,r,e,a,k
Left Turn Lane,14
teamInfo,,"Mercer, New Jersey",,,
0,Allison Friedman
0,Andrew Lehmberg
0,Andrew Misthos
0,Colin Kochenash
0,Daniel Naylor
0,Elizabeth Melillo
0,Erika Brown 
0,Jesse Hynes
0,Jonathan Casey
0,Jonathan (Johnny) Sisto
0,Joseph Friedman
0,Christopher Gibbs
0,Marissa Lehmberg
0,Megan Cox
0,Michelle Jones
0,Nicole Himmelwright
0,Phillip Kondracki
0,Ryan Belline
3,Mary Carlton
5,Hien Le
6,Ryan Anderson
6,Justin Carter
8,Grant Franke
16,Christopher Fairfield
17,Sarette Tilton
26,Victoria Wetmore
42,Bridget Compton
b,r,e,a,k
Alloy,2
teamInfo,,"Pittsburgh, Pennsylvania",modules/common/pghmixed.com,https://www.facebook.com/pghalloy/,https://twitter.com/pghalloy
3,Sara Gnolek
01,Christie Lawry
02,Sean Newell
03,Maria Bajzek
06,Matthew Poole
08,Victoria Rollin
11,Leo Warren
12,Nicole Fiorentino
13,Jesse Kummer
15,Will Helenski
17,Robin Eng
18,Jed Farber
20,Charlotte Koerner
21,Elizabeth Manturuk
22,Mark Pitts
24,Sam Schurer
26,Kelsey Cowles
27,Darra Reppermund
34,Will Hoffenkamp
37,Alan Gruntz
46,Amy Buck
52,Ellis Baehr
72,Joseph Norby
82,Isaac Smith
85,William Hefferon
88,Christopher Martin
91,Jeremy Kanter
b,r,e,a,k
Stoke,7
teamInfo,,"West Chester, Pennsylvania",,,
0,Adora Zhang
0,Chris Schauble
0,Clerisse Lardieri
0,Ben Crescenzo
0,Eric Lachance
0,Hannah Short
0,James Roop
0,Rachel Crew
0,Richard Barrett
0,Robert Catzen
0,Stephanie Coward
0,Stephen Magerr
0,Tate Gugino
4,Joseph Corcoran
13,John Bocian
17,Nathaniel Hess
18,Sumi Onoe
19,Iris Wang
20,Austin Doucette
22,Ariana Bhatia
29,Calvin Green
35,Daniel Arnold
36,Alison Joyce
42,Edwin Finley
45,Emily Smulowitz
72,Justin Creighton
74,Andrew Creighton
b,r,e,a,k
I-79,10
teamInfo,,"Pittsburgh, Pennsylvania",,,
0,Charles Kammerer
0,Chloe Chen
0,Connor Dickey
0,Cory Ruff
0,Anna Romanova
0,Bryan Heim
0,Evan Johnson
0,Kira Harbourne
0,Matthew Huber
0,Phil Martone
0,Xin Mak
2,Janie DeWoody
9,Katelyn Bozich
11,Kendall Snee
13,Evan Gross
16,Elizabeth Colletti
16,Neal Donovan
17,Kimberly Gomboz
37,Nick Bozich
41,Jacob DeWoody
43,Katherine Barrington
61,Niko Jarema
83,Zachary Murray
95,Calvin Szewczyk
b,r,e,a,k
Hot Tamales,13
teamInfo,,"Bethlehem, Pennsylvania",,,
0,Jeffrey Yeager
00,Kyle Larsen
00,Laura Marsiglio
00,Nora Abbott
00,Pasta (Max) Weiler
00,Paul Stewart
00,Robert Gerdes
00,Sarah Bender
00,Sarah Murphy
00,Sarah Miller
00,Sean  Duffy
00,Thomas McManus
00,Aimee Teplitskiy
00,Belle Sullivan
00,Chris Horn
00,Christopher Tomasetti
00,Christopher Horton
00,Darrell Thomas
00,David Tuchman
00,Emily Quigg
00,Emma Brinton
00,Erica Biechy
00,Erin Dillon
00,Hannah Flaherty
00,Harris Yudin
00,Ian Bowe
b,r,e,a,k
Soft Boiled,3
teamInfo,,"Philadelphia, Pennsylvania",,,
0,Jake Murray
1,Francesca Corna
2,Zoe Lewis
3,Scott Neupauer
4,Michael Moses
7,Katherine Neupauer
10,Daniel Stokes
12,Devin Malanaphy
13,Jacob Doss
14,Courtney Dougherty
17,Jeffrey Zhou
20,Annie Want
23,Gabriel Webster
26,Alden Daniel
31,Samuel Wedegaertner
36,Charlotte Edelstein
51,Victoria Spofford
64,Adam Alper
73,Faith Geating
77,Jez Dunnett
80,Tara Peng
87,Matt Kerrigan
b,r,e,a,k
PS,5
teamInfo,,"Allentown, Pennsylvania",,https://www.facebook.com/peepshowultimate/?ref=bookmarks,
0,Cara Radino
0,Chris Hayen
0,Colin Rex
0,Damon Luk
0,Dara Lipton 
0,Emily Polefka
0,Emily Eldien Zappulla
0,Fiona Nugent
0,Janet  Ro
0,Laine Cravotta
0,Laura VanArsdale
0,Lindsay Levin
0,Luke Laubscher
0,Matthew Foley
0,Matthew Mos
0,Maya Karl
0,Aaron Mos
0,Alexa Herzog
0,Brendan Huber
0,Tom Pribicko
0,Zachary Sizemore
1,Steven Parker
12,Antonio Brewer
17,Tyana Ruiz
23,Caleb Leaser
35,Valentin Post
97,Kelly Skewis
b,r,e,a,k
Trenton Takers,12
teamInfo,,"Trenton, New Jersey",,,@Trentontakers
0,Erin Crider
0,Frank Harris
0,Jack Steketee
0,Jacob Unger
0,Justin Kinkead
0,Karen Fields
0,Kathryn Wert
0,Brendan Quann
0,Christopher Flagg
0,Clayton Coltman
0,Declan French
0,Nichole Smith
0,Nick Wilgruber
0,Shawn Dacey
0,Shelley Su
0,Stephanie Reed
0,Terri Soifer
0,Tyler Evans
0,Lindsey Weed
0,Liz Quann
5,Kevin Venose
9,Alexandra Wittchen
17,Eileen Peach French Regan
27,William Reed
42,Kathryn Drake
44,Nathanael Grefe
84,Dave Angeletti
b,r,e,a,k
Blowing Heat 3.0,11
teamInfo,,"New Castle, Delaware",,,
0,Caitlin Ferguson
0,Caitlin Gleason
0,David Hampson
0,Dustin Damiano
0,Elise Colomb
0,Himalaya Mehta
0,Jillian Cohen
0,Jonathan Cohen
0,Krystal Ferguson
0,Matt Zumbrum
0,Nathaniel Reiter
0,Rachel Alfano
0,Rachel Bova
0,Simon Feeman
0,Stayc Piecyk
0,Andrea Schulze
0,Brett Pfeil
1,Alex Peters
10,Calvin Trisolini
10,David Boyer
21,Kevin McCormick
30,Brian McAloon
b,r,e,a,k
The Bandits,4
teamInfo,,"Montclair, New Jersey",,https://www.facebook.com/banditsnjmixedultimate/,
4,Robert Altieri
02,Eleanor Beckwith
04,Alyssa Willis
06,Sarah Durando
08,Alex Greene
09,Brett Bealer
10,Christopher Alaimo
11,Pete Isler
12,Kaitlyn Dermen
14,Megan Kuhfuss Golrick
17,Iris Kim
18,Raz Blau
22,Julie Ha
23,Niletta Burton
24,Steven Willis
25,Benjamin Nichols
27,Tomoe Bien
29,Ryan Cullinane
34,Adriana Tirado
35,Rae Conklin
41,Jan Iglesias
47,Kyle Isler
49,Jason Thompson
69,Ryan Mendoza
70,Robert Patten
74,Joseph Conway
98,Kyle Dew
b,r,e,a,k
Crucible,6
teamInfo,,"Pittsburgh, Pennsylvania",,,
0,Andrew Whitcomb
0,Annette Kukunas
0,Christina Poole
0,Ian Piper
0,Kellie Lindstrom
0,Laura Perkins
0,Lauren Franke
0,Lora Waybright
0,Matt Stavinga
0,Melissa Zajdel
0,Nathan Conroy
3,Taha Udyawar
4,Marla Breitbarth
6,David Smith
8,Amanda Erlandson
9,Justin Fraser
9,Katelyn Stavinga
13,Zachary Risinger
20,Andrew Turgeon
22,Connor Tipping
25,Rachel Olszewski
31,Anthony Erlandson
31,Brady Zbikowski
80,Jay Walker
89,Eric Petrow
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
Loco,Philly Twist,13,7,"09/07/2019, 09:00",Pool A,Final
Farm Show,Left Turn Lane,13,5,"09/07/2019, 09:00",Pool A,Final
Loco,Left Turn Lane,13,3,"09/07/2019, 11:00",Pool A,Final
Farm Show,Philly Twist,13,8,"09/07/2019, 11:00",Pool A,Final
Loco,Farm Show,13,3,"09/07/2019, 13:00",Pool A,Final
Philly Twist,Left Turn Lane,13,7,"09/07/2019, 13:00",Pool A,Final
pool,Pool B
Alloy,I-79,13,2,"09/07/2019, 09:00",Pool B,Final
Stoke,Hot Tamales,13,2,"09/07/2019, 09:00",Pool B,Final
Alloy,Hot Tamales,13,2,"09/07/2019, 11:00",Pool B,Final
Stoke,I-79,13,6,"09/07/2019, 11:00",Pool B,Final
Alloy,Stoke,13,7,"09/07/2019, 13:00",Pool B,Final
I-79,Hot Tamales,13,7,"09/07/2019, 13:00",Pool B,Final
pool,Pool C
Soft Boiled,Trenton Takers,14,12,"09/07/2019, 08:15",Pool C,Final
PS,Trenton Takers,17,6,"09/07/2019, 10:30",Pool C,Final
Soft Boiled,PS,14,13,"09/07/2019, 12:45",Pool C,Final
pool,Pool D
The Bandits,Blowing Heat 3.0,13,15,"09/07/2019, 08:15",Pool D,Final
Crucible,Blowing Heat 3.0,13,17,"09/07/2019, 10:30",Pool D,Final
The Bandits,Crucible,14,9,"09/07/2019, 12:45",Pool D,Final
b,r,e,a,k
brackets,Bracket Play
bracket,1st Place Bracket
Loco,Alloy,12,10,"09/08/2019, 13:00",1st Place Finals,Final
Loco,Blowing Heat 3.0,15,5,"09/08/2019, 09:00",1st Place Semis,Final
The Bandits,Alloy,6,14,"09/08/2019, 09:00",1st Place Semis,Final
Loco,Stoke,15,6,"09/07/2019, 15:00",1st Place Quarters,Final
PS,Blowing Heat 3.0,11,14,"09/07/2019, 15:00",1st Place Quarters,Final
Soft Boiled,The Bandits,7,13,"09/07/2019, 15:00",1st Place Quarters,Final
Farm Show,Alloy,8,15,"09/07/2019, 15:00",1st Place Quarters,Final
bracket,2nd Place Bracket
Alloy,Stoke,15,7,"09/08/2019, 15:00",2nd Place finals,Final
Stoke,Blowing Heat 3.0,15,13,"09/08/2019, 13:00",2nd Place Semis,Final
The Bandits,Stoke,10,14,"09/08/2019, 11:00",2nd Place Quarters,Final
Farm Show,Blowing Heat 3.0,12,15,"09/08/2019, 11:00",2nd Place Quarters,Final
Stoke,PS,15,12,"09/08/2019, 09:00",2nd Place Prequarters,Final
Soft Boiled,Farm Show,11,12,"09/08/2019, 09:00",2nd Place Prequarters,Final
bracket,5th Place Bracket
Soft Boiled,PS,13,12,"09/08/2019, 15:00",5th Place Finals,Final
The Bandits,Soft Boiled,8,13,"09/08/2019, 13:00",5th Place Semis,Final
Farm Show,PS,8,10,"09/08/2019, 13:00",5th Place Semis,Final
Philly Twist,PS,12,14,"09/08/2019, 11:00",5th Place Quarters,Final
Soft Boiled,Left Turn Lane,12,10,"09/08/2019, 11:00",5th Place Quarters,Final
Trenton Takers,Philly Twist,13,15,"09/08/2019, 09:00",5th Place Prequarters,Final
Left Turn Lane,I-79,15,8,"09/08/2019, 09:00",5th Place Prequarters,Final
Trenton Takers,Hot Tamales,15,3,"09/07/2019, 15:00",5th Place Play in,Final
Crucible,Left Turn Lane,13,14,"09/07/2019, 15:00",5th Place Play in,Final
bracket,7th Place Bracket
The Bandits,Farm Show,13,12,"09/08/2019, 15:00",7th Place Finals,Final
bracket,9th Place Bracket
Philly Twist,Left Turn Lane,13,7,"09/08/2019, 13:00",9th Place Finals,Final
bracket,11th Place Bracket
Crucible,I-79,14,7,"09/08/2019, 13:00",11th Place Finals,Final
Trenton Takers,Crucible,9,15,"09/08/2019, 11:00",11th Place Semis,Final
I-79,Hot Tamales,15,11,"09/08/2019, 11:00",11th Place Semis,Final
bracket,13th Place Bracket
Hot Tamales,Trenton Takers,0,1,"09/08/2019, 15:00",13th Place Finals,Final
b,r,e,a,k
