South Central Club Mixed Regional Championship 2019,Club - Mixed ,21,9,2019
Tulsa,OK,2019-09-21,2019-09-22
https://play.usaultimate.org/events/South-Central-Club-Mixed-Regional-Championship-2019/schedule/Mixed/Club-Mixed
shame.,1
0,Greg Olson
0,Jane Hansen
0,Lily Shu
0,Mary Henson
0,Melanie Althaus
0,Parker Dooly
0,Sarah Eitrheim
0,Tabi Majewski
0,Zachary Johnson
1,Cullen Landry
2,Jonathan Summers
3,Samuel Mehan
6,Eleanor Burg
7,Logan Allen
9,Harper Stanfield
10,Traci DuBose
10,Tram Le
23,Clark Reimer
24,Alex Mudd
33,Keeahna Chambers
54,Liana Gaudreault
99,William Dubose
b,r,e,a,k
Waterloo,4
teamInfo,,"Austin, Texas",,,
0,Aubrey Davis
0,Charlie Stavlo
0,Colin Copler
0,David Street
0,Jacob Thomas
0,Kyle Teske
0,Meghan Rutledge
0,Richard Hornbuckle
0,Robert McDonald
0,Ryan Pickens
0,Sydney Overman
0,Olivia Angel
0,Paul Starkel
0,Willy Goal
1,Matthew Johnson
7,Victoria Salimov
8,Mikayla Slimmer
9,Rebecca Smith
10,Gaby Cuina
13,Nash Mock
15,Kimberly Sabo
17,Kathryn Herbers
26,Amy Broome
33,Erin Schran
60,Ereckson Hillis
69,Nick Loughran
91,Alex Hodgson
b,r,e,a,k
Boomtown,5
teamInfo,,"Tulsa, Oklahoma",,https://www.facebook.com/boomtownulti,https://twitter.com/BoomtownUlti
69,Adriana Prieto
69,Blake Duncan
69,Cameron Guidry
69,Corbin Vann
69,Frank Macon
69,Gabriel Sanchez
69,Jacob Berg
69,Jade Johnson
69,Jarrod Hockett
69,Jason Ketchum
69,John Wynne
69,John Athens
69,Jonathan Higgins
69,Krystina Morris
69,Laura Brewer
69,Luke Kennedy
69,Matthew Carney
69,Meredith Wyatt
69,Nicole Fields
69,Rachel Deeds
69,Rebekah Harlin
69,"Sam ""Suds"" Ward"
69,Sidney Sanchez
69,Skylar Fuser
69,Stephanie Hockett
b,r,e,a,k
Moontower,11
teamInfo,,"Austin, Texas",https://www.instagram.com/moontowerultimate/,https://www.facebook.com/moontowerultimate/,https://twitter.com/moontowerulti
0,Amy Kendziorski
0,Andrew Feller
0,Anna Pobletts
0,Cam Q
0,Daniel Murray
0,Danielle Rowe
0,Erin Phillips
0,Jess Browder-Long
0,Matthew Weber
0,Mike French
0,Nicholas Gonner
0,Robert Connelly
0,Sierra Jensen
0,Kerry Younts
0,Mackenzie Bailey
0,Tom Atchity
0,Tyler Perry
0,Vanessa Bacorn
5,Corey Green
9,Marshall Payne
11,Allegra Donadio
15,Jessica Hartzer
18,Tanner Moore
44,Katia Krupa
55,Theodore Weisman
b,r,e,a,k
Springs Mixed Ulty Team,14
teamInfo,,"Colorado Springs, Colorado",,https://www.facebook.com/KeepItSmutty/,
0,Abigail Leibowitz
0,Ali Hartley
0,Andrew Dawson
0,Ashley Kotran
0,Elijah Kramer
0,Emily Woolridge
0,Ethan Latinsky
0,Garrett Wilson
0,Greg Przedpelski
0,Carolina Gonzalez-Llanos
0,Dan Scogin
0,Jeffrey Battiste
0,Matt Edwards
0,Michael Fuson
0,Natalie Hanson
0,Nathan Woolridge
0,Kevin Chubet
0,Steven Gentile
4,Dana Jefferson
14,Heather Scogin
23,Justin Woodman
30,Leah Dolan-Kelley
41,Theodore (Teddy) Taggart
41,Cara Utesch
53,Sarah Nurmi
77,Kelly Swiryn
99,Paul Utesch
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
shame.,Risky Business,13,5,"09/21/2019, 09:45",Pool A,Final
Mesteño,Sweet Action,11,6,"09/21/2019, 09:45",Pool A,Final
shame.,Sweet Action,13,5,"09/21/2019, 11:30",Pool A,Final
Mesteño,Risky Business,13,7,"09/21/2019, 11:30",Pool A,Final
shame.,Mesteño,13,2,"09/21/2019, 13:15",Pool A,Final
Risky Business,Sweet Action,10,12,"09/21/2019, 13:15",Pool A,Final
pool,Pool B
Love Tractor,Bexar,13,4,"09/21/2019, 09:45",Pool B,Final
Ouzel,Tex Mix,13,10,"09/21/2019, 09:45",Pool B,Final
Love Tractor,Tex Mix,13,5,"09/21/2019, 11:30",Pool B,Final
Ouzel,Bexar,9,13,"09/21/2019, 11:30",Pool B,Final
Love Tractor,Ouzel,13,7,"09/21/2019, 13:15",Pool B,Final
Bexar,Tex Mix,13,11,"09/21/2019, 13:15",Pool B,Final
pool,Pool C
Public Enemy,Mixed Signals,13,2,"09/21/2019, 09:45",Pool C,Final
Flight Club,blOKC party,13,3,"09/21/2019, 09:45",Pool C,Final
Public Enemy,blOKC party,13,5,"09/21/2019, 11:30",Pool C,Final
Flight Club,Mixed Signals,10,11,"09/21/2019, 11:30",Pool C,Final
Public Enemy,Flight Club,13,8,"09/21/2019, 13:15",Pool C,Final
Mixed Signals,blOKC party,10,11,"09/21/2019, 13:15",Pool C,Final
pool,Pool D
Waterloo,Moontower,13,4,"09/21/2019, 09:45",Pool D,Final
Boomtown,Springs Mixed Ulty Team,13,5,"09/21/2019, 09:45",Pool D,Final
Waterloo,Springs Mixed Ulty Team,13,9,"09/21/2019, 11:30",Pool D,Final
Boomtown,Moontower,13,4,"09/21/2019, 11:30",Pool D,Final
Waterloo,Boomtown,13,7,"09/21/2019, 13:15",Pool D,Final
Moontower,Springs Mixed Ulty Team,11,10,"09/21/2019, 13:15",Pool D,Final
b,r,e,a,k
brackets,Bracket Play
bracket,1st Place Bracket
shame.,Public Enemy,8,13,"09/22/2019, 11:00",1st Place Finals,Final
shame.,Waterloo,15,12,"09/21/2019, 15:00",1st Place Semis,Final
Public Enemy,Love Tractor,13,9,"09/21/2019, 15:00",1st Place Semis,Final
bracket,2nd Place Bracket
shame.,Love Tractor,11,6,"09/22/2019, 12:30",2nd Place Finals,Final
Flight Club,Love Tractor,3,13,"09/22/2019, 11:00",2nd Place Semis,Final
Waterloo,Flight Club,10,12,"09/22/2019, 09:30",2nd Place Quarters,Final
Mesteño,Love Tractor,9,12,"09/22/2019, 09:30",2nd Place Quarters,Final
Flight Club,Bexar,11,9,"09/22/2019, 08:00",2nd Place Prequarters,Final
Mesteño,Boomtown,12,8,"09/22/2019, 08:00",2nd Place Prequarters,Final
Sweet Action,Bexar,9,12,"09/21/2019, 15:00",2nd Place Play In,Final
Mesteño,Ouzel,15,5,"09/21/2019, 15:00",2nd Place Play In,Final
Mixed Signals,Boomtown,10,13,"09/21/2019, 15:00",2nd Place Play In,Final
Flight Club,Moontower,15,8,"09/21/2019, 15:00",2nd Place Play In,Final
bracket,7th Place
Bexar,Boomtown,8,11,"09/22/2019, 09:30",7th Place,Final
bracket,9th Place Bracket
Sweet Action,Mixed Signals,5,12,"09/22/2019, 09:30",9th Place Finals,Final
Moontower,Sweet Action,9,10,"09/22/2019, 08:00",9th Place Semis,Final
Ouzel,Mixed Signals,8,12,"09/22/2019, 08:00",9th Place Semis,Final
bracket,11th Place
Moontower,Ouzel,9,12,"09/22/2019, 09:30",11th Place,Final
bracket,13th Place Bracket
Risky Business,blOKC party,6,9,"09/22/2019, 09:30",13th Place Finals,Final
Risky Business,Springs Mixed Ulty Team,11,10,"09/22/2019, 08:00",13th Place Semis,Final
blOKC party,Tex Mix,10,6,"09/22/2019, 08:00",13th Place Semis,Final
bracket,15th Place 
Springs Mixed Ulty Team,Tex Mix,9,11,"09/22/2019, 09:30",15th Place,Final
b,r,e,a,k
