Huck Finn 2026,College - Men ,28,3,2026
St. Louis,MO,2026-03-28,2026-03-29
https://play.usaultimate.org/events/Huck-Finn-2026/schedule/Men/CollegeMen/
Minnesota,1
teamInfo,SIEGE,"Edwardsville, Illinois",,,
b,r,e,a,k
Southern Illinois-Edwardsville,11
teamInfo,Dark Horse,"Starkville, Mississippi",https://instagram.com/msudarkhorse?igshid=MzMyNGUyNmU2YQ%3D%3D&utm_source=qr,https://www.facebook.com/pages/MSU-Mens-Ultimate-Club/109943542442587?ref=hl,https://twitter.com/HailStateUlt
b,r,e,a,k
Mississippi State,18
teamInfo,ARC,"East Lansing, Michigan",,https://www.facebook.com/michiganstateultimate,https://www.twitter.com/MSUARCUltimate
b,r,e,a,k
Michigan State,19
teamInfo,ARC,"East Lansing, Michigan",,https://www.facebook.com/michiganstateultimate,https://www.twitter.com/MSUARCUltimate
b,r,e,a,k
Missouri S&T,26
teamInfo,Miner Threat,"Rolla, Missouri",https://www.minerthreatultimate.com/,https://www.facebook.com/groups/8025742180/,https://mobile.twitter.com/minerclub_ulti
0,Jack  Reiter
0,Jack  Moylan
0,Jacob Mathew
0,Jonathan Clayton
0,Bjorn Peterson
0,Kevin Wyle
0,Samuel Faust
0,Theodore Guidry
0,Thomas Clayton
5,Sean  Sharp
15,Mason Schiefer
25,Aiden Meinkoth
40,Clifton Ruh
79,Joseph Hubenschmidt
b,r,e,a,k
Iowa State,17
teamInfo,ISUC,"Ames, Iowa",https://www.stuorg.iastate.edu/isuc,https://www.facebook.com/IowaStateUltimate,https://twitter.com/ISUltimate
coaches,Dayton Wright
0,Caleb Kugel
0,Ellery Sabado
0,Ellis Perniel
0,Jake Ebersole
0,Matthew Glanzmann
0,Mike Cawiezell
0,Nicholas Messerges
0,Owen Jewell
1,Gabe Schoepke
2,Joey Clarke
4,Zachary Bye
6,Logan Heileman
9,Emerson Sabado
11,Hrushi Bhatt
14,Bode Benson
19,Jason Carlson
22,Owen Hewitson
23,Malcolm Chow
27,Carson Burr
30,Eli Bartin
33,Sean Fjellman
43,Eli Davis
55,Nicholaus Lee
87,Jason Dejung
98,Luke Walsh
b,r,e,a,k
Indiana,20
teamInfo,HoosierMama?s,"Bloomington, Indiana",http://hoosiermamas.org,https://www.facebook.com/HoosierMamas/,https://twitter.com/Hoosier_Mamas?lang=en
0,Benjamin Rimington
0,John Tyndall
1,Noah Rowland
2,Nicky Walker
3,Aidan Ball
4,Henry Vahl
6,Camilo Santiago
7,Blake Fraley
9,Truman Daleke
11,Ethan Uribe
12,Nathaniel Oldham
15,Evan Hauser
16,Ethan  Teske
18,Ryan George
20,Conner Blalack
21,Evan Bananis
22,Adam Brown
23,Hayden Bosch
24,Colin Dybdahl
31,Rahul R
33,Mario Bellavia
34,James  Mozden
38,Drew Galle
42,Chris Azar
63,Matthew Adams
64,Samuel Greenfield
66,Sam Berebitsky
69,Gavin Smith
b,r,e,a,k
Vanderbilt,25
teamInfo,Armada,"Nashville, Tennessee",https://vanderbiltultimate.github.io/,,https://twitter.com/VUarmada
0,Max Keefe
01,Brinnan Smith
03,Geofrey Friedman
04,Scott Becker
07,Timothy Jacob
08,Isaac Ng
11,Theo Stein
12,Travis Siebe
13,Michael Andersen
16,Beema Rajan
17,Justin Yoo
21,Chris Liu
23,Matthew Helou
27,Ben Curley
29,Kanu Shetkar
30,Aidan Ye
45,Holden Hanenberger
50,James Cross
55,Isaac Schapiro
72,James Korin
81,Liam Savona
b,r,e,a,k
Kansas,13
teamInfo,Horrorzontals,"Lawrence, Kansas",https://www.instagram.com/horrorzontals/,,https://twitter.com/HorrorZontals
b,r,e,a,k
LSU,16
teamInfo,Purple Haze,"Baton Rouge, Louisiana",,,https://twitter.com/LSUUltimateM
0,Lee Dirks
5,Connor Ventola
02,Ahmari Collins
03,Dylan Duhamel
04,Hobbs McAllister
08,kade cannizaro
10,Ryan Dufour
11,Noah Olson
12,Jack McAvoy
13,Travis Haworth
15,Stephen Abel
20,Charles Gordon
33,Tristan Thompson
52,Owen Lapeyrouse
77,Andrew Modenbach
88,Andrew Reviere
99,Chase Thompson
b,r,e,a,k
Union (Tennessee),21
teamInfo,Tennessee) (Union Jaxx,"Jackson, Tennessee",,https://www.facebook.com/jaxxclubultimate,https://twitter.com/jaxxultimate
0,Dalton Rich
0,Josiah Salazar
1,Andrew Skinner
2,Zachary Wood
3,Josh Crank
5,Cameron Settle
6,Anderson Abbink
7,William Stickles
11,Alexander Gordillo
12,Jonathan Zilkie
14,Isaac Hoover
17,Owen Wood
21,Noah Harms
22,Adam Haak
23,Samuel Moss
24,Isaac Taylor
27,Isaac Stickles
28,Marcel van der Wel
33,Preston Sullivan
34,Philip Avery
42,Finley Suon
b,r,e,a,k
Saint Louis,24
teamInfo,Archangel,"St. Louis, Missouri",,,https://twitter.com/Archangel_SLU
coaches,Daniel Juergens
0,Brian Weigus
0,Caleb Gall
0,Carson Enge
0,Derian Ryker
0,Grant Gorman
0,Gregory Hauser
0,Henry Davis
0,Ibraheem Jawadi
0,Andrew Moritz
0,Ardian Hoxhaj
0,Preston McClure
0,Samuel Liu
10,Thomas Gentry
13,Brendan Wienecke
16,Chase Ostmann
22,Jared Thornberry
b,r,e,a,k
Missouri,14
teamInfo,Missouri,"Columbia, Missouri",,https://www.facebook.com/University-of-Missouri-Mens-Ultimate-Frisbee-Club-485959944787244,https://twitter.com/MizClubMFrisbee
0,Alon Barzilay
0,Brendan  Tucker
0,Cameron Schleeper
0,Charlie Dorsch
0,Dylan Schearf
0,Isaac Faust
0,Leo Bloomer
0,Max Angle
0,Michael Nece
0,Nathan Thompson
0,Ollie Adams
0,Owen Levins
0,Patrick Kramer
0,Reece Alvarado
0,Robby Thompson
0,Siddanth Kuchangi
0,Thomas Abbate
0,Trent Wetherington
0,Wilson Ono
0,Zachary Gibson
0,Eric Wilson
1,Andrew Yakes
10,Caleb Dorsch
12,Spencer Keith
16,Elliott Eberhahn
17,Drew Law
27,Evan Schreiner
64,Peter Hogan
b,r,e,a,k
Marquette,15
teamInfo,Birdhouse,"Milwaukee, Wisconsin",https://www.birdhouseultimate.com/home,https://www.facebook.com/marquetteultimate,https://twitter.com/BirdhouseMU
0,Robert Sedlack
2,Patrick Steichen
3,Robbie McChesney
4,Reid Lancaster
6,Aidan Rosser
10,Matt Kuntaras
11,Jonathan Snell
13,Cade Neubauer
14,Jackson Seltzer
17,Aaron Nicol
20,Isaac  Shimek
27,Ben Hanson
29,Matthew Munson
30,Sean Habash
31,Henry Dukowitz
33,Nathan Shannon
50,Kaden Christiansen
51,Tom Budka
55,AJ Jurss
56,Ryan Laughlin
66,Noah Anders
67,Robbie Winter
87,Paul Kamin
99,Mark Hug
b,r,e,a,k
Kentucky,22
teamInfo,KULT,"Lexington, Kentucky",http://www.kyultimate.com/,,https://twitter.com/KYUltimate
0,A. J. Witheril
0,Colin Winter
0,Darius Jackson
0,Nathan Ogilvie
0,Matthew King
0,Matthew Martin
0,Sawyer Arbogast
4,Nicholas Wood
7,Reed Brixey
18,Henry Walke
21,Noel Houser
22,Jacob Vejar
23,Andrew Bacarella
23,Reid Gouge
26,Owen Woodward
30,Ethan Gutberlet
45,Nate Knowles
47,Jacob Culver
53,Jacob Gowan
55,John Blair
72,Andrew Blair
85,Dominic Gates
b,r,e,a,k
Northwestern,23
teamInfo,,,,,
b,r,e,a,k
s,t,a,g,e,s
pools,Power Pools
pool,Pool A
Minnesota,Ohio State,0,0,"03/28/2026, 08:00",Pool A,Scheduled
Chicago,St Olaf,0,0,"03/28/2026, 08:00",Pool A,Scheduled
Minnesota,Chicago,0,0,"03/28/2026, 09:30",Pool A,Scheduled
Colorado State,St Olaf,0,0,"03/28/2026, 09:30",Pool A,Scheduled
St Olaf,Ohio State,0,0,"03/28/2026, 11:00",Pool A,Scheduled
Colorado State,Chicago,0,0,"03/28/2026, 11:00",Pool A,Scheduled
Minnesota,St Olaf,0,0,"03/28/2026, 12:30",Pool A,Scheduled
Colorado State,Ohio State,0,0,"03/28/2026, 12:30",Pool A,Scheduled
Minnesota,Colorado State,0,0,"03/28/2026, 14:00",Pool A,Scheduled
Chicago,Ohio State,0,0,"03/28/2026, 14:00",Pool A,Scheduled
pool,Pool B
Michigan,Washington University,0,0,"03/28/2026, 08:00",Pool B,Scheduled
Tufts,Purdue,0,0,"03/28/2026, 08:00",Pool B,Scheduled
Michigan,Tufts,0,0,"03/28/2026, 09:30",Pool B,Scheduled
Davenport,Purdue,0,0,"03/28/2026, 09:30",Pool B,Scheduled
Purdue,Washington University,0,0,"03/28/2026, 11:00",Pool B,Scheduled
Davenport,Tufts,0,0,"03/28/2026, 11:00",Pool B,Scheduled
Michigan,Purdue,0,0,"03/28/2026, 12:30",Pool B,Scheduled
Davenport,Washington University,0,0,"03/28/2026, 12:30",Pool B,Scheduled
Michigan,Davenport,0,0,"03/28/2026, 14:00",Pool B,Scheduled
Tufts,Washington University,0,0,"03/28/2026, 14:00",Pool B,Scheduled
b,r,e,a,k
pools,Pool Play
pool,Pool C
Southern Illinois-Edwardsville,Michigan State,0,0,"03/28/2026, 09:30",Pool C,Scheduled
Mississippi State,Missouri S&T,0,0,"03/28/2026, 09:30",Pool C,Scheduled
Southern Illinois-Edwardsville,Missouri S&T,0,0,"03/28/2026, 11:00",Pool C,Scheduled
Mississippi State,Michigan State,0,0,"03/28/2026, 11:00",Pool C,Scheduled
Southern Illinois-Edwardsville,Mississippi State,0,0,"03/28/2026, 12:30",Pool C,Scheduled
Michigan State,Missouri S&T,0,0,"03/28/2026, 12:30",Pool C,Scheduled
pool,Pool D
Iowa State,Vanderbilt,0,0,"03/28/2026, 09:30",Pool D,Scheduled
Iowa State,Indiana,0,0,"03/28/2026, 11:00",Pool D,Scheduled
Indiana,Vanderbilt,0,0,"03/28/2026, 12:30",Pool D,Scheduled
pool,Pool E
Kansas,Union (Tennessee),0,0,"03/28/2026, 09:30",Pool E,Scheduled
LSU,Saint Louis,0,0,"03/28/2026, 09:30",Pool E,Scheduled
Kansas,Saint Louis,0,0,"03/28/2026, 11:00",Pool E,Scheduled
LSU,Union (Tennessee),0,0,"03/28/2026, 11:00",Pool E,Scheduled
Kansas,LSU,0,0,"03/28/2026, 12:30",Pool E,Scheduled
Union (Tennessee),Saint Louis,0,0,"03/28/2026, 12:30",Pool E,Scheduled
pool,Pool F
Missouri,Kentucky,0,0,"03/28/2026, 09:30",Pool F,Scheduled
Marquette,Northwestern,0,0,"03/28/2026, 09:30",Pool F,Scheduled
Missouri,Northwestern,0,0,"03/28/2026, 11:00",Pool F,Scheduled
Marquette,Kentucky,0,0,"03/28/2026, 11:00",Pool F,Scheduled
Missouri,Marquette,0,0,"03/28/2026, 12:30",Pool F,Scheduled
Kentucky,Northwestern,0,0,"03/28/2026, 12:30",Pool F,Scheduled
b,r,e,a,k
clusters,Crossovers
b,r,e,a,k
brackets,Championship Bracket
bracket,Championship Bracket
bracket,Third Place
bracket,Fifth Place
bracket,Seventh Place
b,r,e,a,k
clusters,9th Place Round Robin
b,r,e,a,k
brackets,15th Place Bracket
bracket,15th Place Bracket
bracket,Seventeenth Place
bracket,Ninteenth Place
bracket,Twenty-first Place
b,r,e,a,k
pools,23 Place Round Robin
pool,Pool G
b,r,e,a,k
