2022 Nor Cal Mixed Sectional Championship,Club - Mixed ,10,9,2022
Rio Linda,CA,2022-09-10,2022-09-11
https://play.usaultimate.org/events/2022-Nor-Cal-Mixed-Sectional-Championship/schedule/Mixed/Club-Mixed
Polar Bears,1
00,Daniela Jimenez
00,Danielle Murray
00,Haley Williams
00,J Tyler Walker
00,James Nguyen
00,Jefferson Laird
00,Adam Schobinger
00,Amanda Hesterman
00,Andrew Everts
00,Katrina Rowsey
00,Logan Hanagan
00,Lucy Campbell
00,Molly Hallweaver
00,Morgan Morris
00,"Patrick ""PMO"" Morgan"
00,Rachel Sniderman
00,Rachel Clarkson
00,Raymond Hutten-Czapski
00,Sean Treacy
00,Steven Zurawski
00,Tyler Bacon
00,Zack Thompson
05,Nick Shepard
08,Annie Mills
09,Jonathan Martindill
b,r,e,a,k
Firefly,10
teamInfo,,"San Francisco, California",www.fireflyultimate.com,facebook.com/fireflydisc,
 ,Jenna Ray
 ,Jenna Borges
 ,Jenna Weiner
 ,Jeremy Snyder
 ,Kaila Chan
 ,Abe McKay
 ,Anna Sciaruto
 ,Benjamin Lamport
 ,David Langhals
 ,Susan Chen
0,Zachary Ormsby
0,Zachary Purdy
0,Erica Messner
0,Jake Rifkin
0,Chris Godek
0,Dan Dzoan
0,Dan  Greeley
0,Lauren Margolis
0,Lydia Auch
0,Omar Cornejo-Esquivel
0,Philip Jacob-Frigon
0,Rachel Widner
0,Reeve Grobecker
0,Sarah Tenpas
0,Simon Margolis
0,Suk lyn Lim
b,r,e,a,k
Quails,15
teamInfo,,"Sacramento , California",www.sactowndisc.club,,
 ,Sean Duffy
 ,Tim Hachmeister
0,Vivian Liao
0,Michael Colton
0,Ben Driscoll
0,Catherine Jameson Kelly
0,David Croft
0,Erik Beck
0,Joseph Marcus
0,Karols Ginting
0,Kristen Ritchey
0,Liberty Galvin
0,Matthew Javitt
01,Jackie Wong
02,Chamberlain Segrest
06,Amanda Krack
08,Aaron Fleisch
09,Matthew Luk
10,Ashley Maxwell
11,Scott Ballinger
13,Stefanie Kramer
19,Jennie Harkness
27,Sean Griffin
62,Benjamin Narwold
88,Melanie Tieu
89,Alexander Sood
b,r,e,a,k
Classy,3
teamInfo,,"San Francisco, California",,https://www.facebook.com/classyultimate/,
0,Justin Hinman
01,Matthew Zelin
02,Ashwin Anantharaman
03,Courtney Greenley
06,Claudia Vasquez
07,Joseph Ricks
08,Jack Lyon
11,Zachary Bruno
12,Payton Laurie
13,Tim Records
15,Arianna Aldebot
16,Sarah Kaufman
17,Sheila Robles
18,Cappy Pitts
21,Anne Hemmelgarn
23,David Shipway
25,Julia Raney
26,Amy Broome
29,Frances Hamkins-Indik
43,Philip Chang
45,Jacob Hobbie
49,Monica Donegan
55,Tyler Condit
78,Juleon Robinson
82,Joel Anton
98,Janelle Lee
b,r,e,a,k
LIT Ultimate,6
teamInfo,,"South Bay, California",,,
 ,Joseph Barker
 ,Kevin Lin
 ,Myron Loke
0,Nicholas Yun
0,Sarah Kratzer
0,Scott Phillips
0,Tina Zhu
0,Tyler Koo
0,Lauren Armstrong
0,Matthew See
0,Julia Tang
0,Justin Chang
0,Karen Ying
0,Kelly Tan
0,Benjamin Kato
0,Chloe Li
0,Christine Chen
0,Andrew Ma
0,Doris Chang
0,James Yang
12,Rebecca Culver
13,Jean Tuvilla
24,Christopher Hocutt
59,Benjamin Sokolowsky
78,Mauricio Bell'Albero
b,r,e,a,k
Mango,11
teamInfo,,"San Francisco, California",https://www.instagram.com/mangoultimate/,,
 ,Abigail Schuster
 ,Brieana Polk-Perez
 ,Patrick Sharp
0,Samuel Miles
0,Haley Lescinsky
0,Andrew Tang
0,Matthew Silverman
0,Michelle Chen
0,Nick Petru
11,Tom Nudell
12,Maya Gilliss-Chapman
15,Robert Barron
16,Katelyn Mann
17,Noelle Nelson
18,Jessica Brownschidle
19,Rebecca Plotnick
23,Lauren Byrne
24,Arundhati Suresh
30,Nick Goelz
31,Sofia Lavrentyeva
42,Taylor Love
44,Alexander Lloyd-Evans
69,Jessie Moore
86,Alan  Chen
87,Charlie Capron
99,Maxwell Friedmann
b,r,e,a,k
Davis Heatwave,14
teamInfo,,"Davis, California",,,
 ,Keenan McKelvey
 ,Aaron Mui
0,Adam Vera
0,Aidan McKelvey
0,Anders Eckburg
0,Elliot Wilde
0,Giselle Grench
0,Leo Rapoport
0,Logan Dolim
0,Payton  Walsh
0,Reilly Berberian
0,Sophia Acker
0,Wyatt Todd
0,YaTing Wu
0,Yiran Su
b,r,e,a,k
Donuts,5
teamInfo,,"Bay Area, California",http://www.instagram.com/donutsultimate,https://www.facebook.com/DonutsUltimate/?pnref=story,https://twitter.com/donuts_ultimate
01,Geoff Rexroth
04,Gianna Tesler
06,Christina Casler
07,Jonathan Goldsmith
09,Victor Zhou
10,Annie Chen
12,Visakha Hoang
13,Trevor Hawks
15,Marissa Lerner
18,Joseph Gagliano
19,Megan Nguyen
21,Alexander You
22,Karin  Lin
23,Caylin Gentile
27,Rachel Anderson
28,Katie Palmer
29,Jackson Allen
30,Scott Miller
33,Samantha Hing
37,Daniel Zakaria
44,Ella Dzenitis
53,Matthew Ferrari
64,Marcello Molinaro
77,Alec Surmani
94,Sarafina Angstadt-Leto
97,Jeremie Gabor
b,r,e,a,k
BW Ultimate,4
teamInfo,,"Sunnyvale, California",,https://www.facebook.com/BW.Ultimate,https://www.twitter.com/bw_ultimate
 ,Radhika Bhargav
0,Sarah Pihl
0,William Chang
0,Wyatt Berreman
0,Aaron Hom
0,Adeleen Khem
0,Alireza Mirafzal
0,Anthony Davis
0,Cecilia Bao
0,Cullen Coyne
0,Emma Morimoto
0,Gary Dixon
0,Hidemasa Kato
0,Isabel Tripp
0,Jacqueline Lee
0,James Pollard
0,John Nguyen
0,John Dugan
0,Jordan Gatti
0,Kelly Liu
0,Liam Jay
0,Max Herrmannsfeldt
0,Melissa Slaughter
0,Michelle Slaughter
0,Monica Hsiue
27,Sunny Saini
b,r,e,a,k
VU,13
teamInfo,,"San Francisco, California",https://www.vampireultimate.com/,https://www.facebook.com/VampireUltimate/,
 ,Aldyn Markle
 ,Aseem Kishore
 ,Nick Molzahn
 ,Ginger Wong
0,Abigail Henderson
0,Niklas Beck
0,Patrick Huston
0,Ruby Holman
0,Sarah Wright
0,Chris Yan
0,Anne Chamberlain
0,Annette Chen
0,Kinsey Mead
0,Spencer Herrick
0,Stephanie Rogers
10,Maria Dumanis
12,William Baskin
15,Sophie Nadler
17,Matthew Burkert
20,Satoru Ishii
22,Tristan You
29,Nicholas Guo
32,Guadalupe Arbelaez Uribe
88,James Gallerani Jr
b,r,e,a,k
DR,12
teamInfo,,"Berkeley, California",,,
03,Halleh Balch
07,Anusha Nagabandi
08,Joseph Gorelik
08,Yuka Matsuura
15,Michael Suey
16,Vishal Yadav
16,Brendan Champlin
16,Danielle Ngo
18,Erica Pool
20,Jennifer Thomas
21,Kate Kraft
21,Eli Weiss
21,Nic Domek
22,Tessa Cortez
22,Forrest Dodds
22,Danielle Tishkoff Chidester
24,David Whiteneck
24,Krista Holden
31,Jules Fogarty
44,Jacob Buckley
53,Jonathan Marr
55,Kelly Billings
61,Tessa Cookmeyer
75,Riley O'Neill
80,Scott Beamer
98,Kiana Hu
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
Polar Bears,American Barbecue,13,9,"09/10/2022, 08:15",Pool A,Final
Cutthroat,Moonlight Ultimate,15,4,"09/10/2022, 08:15",Pool A,Final
Polar Bears,Moonlight Ultimate,15,1,"09/10/2022, 10:00",Pool A,Final
Cutthroat,American Barbecue,12,11,"09/10/2022, 10:00",Pool A,Final
Polar Bears,Cutthroat,15,7,"09/10/2022, 11:45",Pool A,Final
American Barbecue,Moonlight Ultimate,13,3,"09/10/2022, 11:45",Pool A,Final
pool,Pool B
Mischief,Firefly,12,11,"09/10/2022, 08:15",Pool B,Final
Sacramento Tower Ultimate,Quails,15,4,"09/10/2022, 08:15",Pool B,Final
Mischief,Quails,15,0,"09/10/2022, 10:00",Pool B,Final
Sacramento Tower Ultimate,Firefly,14,10,"09/10/2022, 10:00",Pool B,Final
Mischief,Sacramento Tower Ultimate,12,6,"09/10/2022, 11:45",Pool B,Final
Firefly,Quails,15,3,"09/10/2022, 11:45",Pool B,Final
pool,Pool C
Classy,Mango,11,8,"09/10/2022, 08:15",Pool C,Final
LIT Ultimate,Davis Heatwave,15,4,"09/10/2022, 08:15",Pool C,Final
Classy,Davis Heatwave,15,1,"09/10/2022, 10:00",Pool C,Final
LIT Ultimate,Mango,12,11,"09/10/2022, 10:00",Pool C,Final
Classy,LIT Ultimate,12,6,"09/10/2022, 11:45",Pool C,Final
Mango,Davis Heatwave,10,4,"09/10/2022, 11:45",Pool C,Final
pool,Pool D
BW Ultimate,DR,15,3,"09/10/2022, 08:15",Pool D,Final
Donuts,VU,12,1,"09/10/2022, 08:15",Pool D,Final
BW Ultimate,VU,15,6,"09/10/2022, 10:00",Pool D,Final
Donuts,DR,13,6,"09/10/2022, 10:00",Pool D,Final
BW Ultimate,Donuts,11,12,"09/10/2022, 11:45",Pool D,Final
DR,VU,8,9,"09/10/2022, 11:45",Pool D,Final
b,r,e,a,k
brackets,Bracket Play
bracket,1st Place
Polar Bears,Mischief,12,11,"09/11/2022, 09:00",Finals,Final
Polar Bears,Donuts,11,7,"09/10/2022, 15:15",First Seeds,Final
Classy,Mischief,8,11,"09/10/2022, 15:15",First Seeds,Final
bracket,2nd Place
Sacramento Tower Ultimate,Mischief,7,11,"09/11/2022, 12:30",Finals for Second,Final
BW Ultimate,Sacramento Tower Ultimate,8,11,"09/11/2022, 10:45",Semi's for Second,Final
Classy,BW Ultimate,9,11,"09/11/2022, 09:00",Quarters for Second,Final
Donuts,Sacramento Tower Ultimate,9,11,"09/11/2022, 09:00",Quarters for Second,Final
Cutthroat,BW Ultimate,9,12,"09/10/2022, 13:30",2nd Seeds,Final
LIT Ultimate,Sacramento Tower Ultimate,9,12,"09/10/2022, 13:30",2nd Seeds,Final
bracket,4th Place
BW Ultimate,Classy,10,12,"09/11/2022, 12:30",Finals,Final
Classy,Donuts,11,10,"09/11/2022, 10:45",Semi's for Fourth,Final
bracket,6th Place
Donuts,Mango,9,7,"09/11/2022, 12:30",Finals for Sixth,Final
LIT Ultimate,Mango,9,11,"09/11/2022, 10:45",Semi's for Sixth,Final
LIT Ultimate,American Barbecue,14,9,"09/11/2022, 09:00",Quarters for Sixth,Final
Mango,Cutthroat,12,10,"09/11/2022, 09:00",Quarters for Sixth,Final
American Barbecue,VU,15,2,"09/10/2022, 13:30",3rd Seeds,Final
Mango,Firefly,12,9,"09/10/2022, 13:30",3rd Seeds,Final
bracket,8th Place
Cutthroat,LIT Ultimate,8,14,"09/11/2022, 12:30",Finals for Eighth,Final
American Barbecue,Cutthroat,9,10,"09/11/2022, 10:45",Semi's for Eighth,Final
bracket,10th Place
Firefly,American Barbecue,7,14,"09/11/2022, 12:30",Finals for Tenth,Final
Firefly,VU,14,6,"09/11/2022, 10:45",Semi's for Tenth,Final
DR,Firefly,6,10,"09/11/2022, 09:00",Quarters for Tenth,Final
VU,Davis Heatwave,14,7,"09/11/2022, 09:00",Quarters for Tenth,Final
Moonlight Ultimate,DR,7,8,"09/10/2022, 13:30",4th Seeds,Final
Davis Heatwave,Quails,12,6,"09/10/2022, 13:30",4th Seeds,Final
bracket,12th Place
VU,DR,7,8,"09/11/2022, 14:15",Finals for 12th,Final
Davis Heatwave,DR,6,13,"09/11/2022, 10:45",Semi's for 12th,Final
bracket,14th Place
Moonlight Ultimate,Davis Heatwave,9,3,"09/11/2022, 14:15",Finals for 14th,Final
Quails,Moonlight Ultimate,7,8,"09/11/2022, 12:30",Semi's for 14th,Final
b,r,e,a,k
