Boston Invite 2022 ,Club - Men ,16,7,2022
Devens,MA,2022-07-16,2022-07-17
https://play.usaultimate.org/events/Boston-Invite-2022/schedule/Men/Club-Men/
DiG,1
teamInfo,,"Boston, Massachusetts",,,https://twitter.com/MbtaUltimate
0,Danny Klein
0,Blake Read
0,Nicholas Rossitto
0,Theo Jolly
04,Thomas Purcell
07,Alex Ma
11,David Owyang
12,Ryan Brady
14,James Greytok
20,Jakob Farnham
21,Garrett Kremer
22,Chris Zhang
25,Andrew Sheehan
28,Jonathan Stout
37,Logan Pfahler
52,Benjamin Rubasch
61,Henry Stock
74,Alfred Maler
82,JP Collins
b,r,e,a,k
Red Squirrels,18
teamInfo,,"Natick, Massachusetts",,,
0,Benjamin Weinstein
0,Christopher Wilson
0,Cogan Lawler
0,Jack Byrne
0,Jacob Herz
0,Jonathan Coombs
0,Matthew Gaetano
0,Matthew Wang
0,Nathaniel Whitten
0,Owen Hartford
0,Owen McGarry
0,Samuel Losen
0,Stephen Eckelkamp
0,Trevor Spadafora
28,Adrian Staples
b,r,e,a,k
Alibi,15
teamInfo,,"Albany, New York",,,
 ,Andrew Ralicki
0,Benjamin Tandlmayer
0,Connor Braddock
0,David Workman
0,Ethan Jaynes
0,Jefferson Huang
0,Joshua Bates
0,Kyle  Behrenfeld
0,Griffin Ghiraldini
0,Griffin Malcolm
0,Matt Smith
0,Mitchell McDonald
0,Mohammed Siddiqui
0,Sean Kohler
0,William Spies
0,Xavier Ortiz-Reyes
41,Jacob Grabois
55,Logan Stone
67,Greg Hemmes
99,Matthew Stuts
b,r,e,a,k
Club M - Manic,12
teamInfo,,"Montreal, Quebec CA",https://multimate.club/,,
02,Jonathan Baril
05,Xavier Maranda-Lévesque
07,Victor POITTE-SOKOLSKY
10,Étienne Favre
11,Charles Guay
14,Philippe Le Bourdais
15,Raphael Salvas
16,Etienne Lamarche
17,Laurent Vautour
19,William St-Pierre
21,Arthur Limoges
24,Farouk Oussaada
26,Antoine Debien
37,Calvin Coulbury
39,Owen Kolinski
42,Tynan Peterson
66,Raphaël Drouin
69,Liam  McKeown 
77,Jaden Verlaan
87,Benjamin Gasseau
88,Ludovic Cao
b,r,e,a,k
Helots,13
teamInfo,,"Sparta, New Jersey",,https://www.facebook.com/SpartaClubUltimate/,https://twitter.com/spartaultimate
 ,David Brewster
0,Creston Brooks
0,Andres felipe sanchez
0,Camilo Rico
0,Kevin Tam
0,Kyle Dew
0,Matt Bartley
0,Matthew Berdel
0,Neal Vasireddi
0,Oscar Sucre
0,Henry Parra
0,Pete Isler
0,Thomas Wu
0,Wyatt Colburn
14,Chris Kelly
15,Sean Maxcy
22,Jeff Perosi
27,Jason Pon
38,TJ Stanton
43,William Suitt
51,Patrick Callahan
70,Robert Patten
75,Edgar  Prieto
80,Stephen Snelson
86,Andres Castrillon
88,Andrzej Porter
b,r,e,a,k
BUDA U20B,20
teamInfo,,"Boston, Massachusetts",modules/common/buda.org/yc,,
coaches,John Rice,Nathaniel Wicks
 ,Adrian Lin
 ,Andreas Padilla
 ,Calan Kirkpatrick
 ,Calvin Wicks
 ,Charlie Huang
 ,David Pinto
 ,Eitan Rosenheim
 ,Eric Impink
 ,Ethan Wang
 ,Galen Harwood
 ,Gavin Rice
 ,Geir Hartl
 ,Grey Tiemann
 ,Griffin Gee
 ,Joseph Michaud
 ,Kristof Rohaly-Medved
 ,Luke Abruzese
 ,Nico Gabby
 ,Sam O'Sullivan
 ,Taylor Hanson
 ,Tyler Feeney
b,r,e,a,k
NIIIght,17
teamInfo,,"Taunton, Massachusetts",,,
 ,Marc Gleason
0,Matt Pitman
0,Matthew Sui
0,Nick Love
0,Paul Warmington
0,Riley Tuttle
0,Robert Thottam
0,Russell Brown
0,Ryan McManus
0,Sawyer Nichols
0,Zachary Guerrieo
0,Zachery Raso
0,Aidan Campolettano
0,Brandon DiGiulio
0,Chris Higgins
0,Colin Willoughby
0,Craig Bunce
0,Daniel Boudreau
0,Donnelly Roberts
0,Eric Rogers
0,Evan Poland
0,Jared Hebert
0,Jason Berube
0,Jason Schwartz
0,Joe Barbagallo
b,r,e,a,k
Odyssey,16
teamInfo,,"Ithaca, New York",,,
 ,Kyle Reith
 ,Michael Walker
 ,Ryan Prescott
0,Stephen Welsh
0,Tokeem Talbot
0,Linus Talbot
0,Adrian Baker
0,Ben McKelvey
0,DREW STIERHOFF
0,Gabriel Rhodes
0,Jack McShane
10,Elliot Mintz
11,Jack Hogan
15,Matt Ristaino
17,Zebadiah Staples
21,Luis Aguirre
24,Dennis Poirier III
38,Nicholas  Dell'Amore
64,Jonathan Ramos
82,Trey Wiley
b,r,e,a,k
s,t,a,g,e,s
pools,Elite Pool Play
pool,Pool A
DiG,Red Tide,14,8,"07/16/2022, 09:00",Pool A,Final
Needham Squad,TireBizFriz,10,14,"07/16/2022, 09:00",Pool A,Final
DiG,Needham Squad,15,7,"07/16/2022, 10:30",Pool A,Final
Iditarod,TireBizFriz,10,12,"07/16/2022, 10:30",Pool A,Final
TireBizFriz,Red Tide,12,7,"07/16/2022, 12:00",Pool A,Final
Iditarod,Needham Squad,12,10,"07/16/2022, 12:00",Pool A,Final
DiG,TireBizFriz,15,5,"07/16/2022, 13:30",Pool A,Final
Iditarod,Red Tide,7,12,"07/16/2022, 13:30",Pool A,Final
DiG,Iditarod,15,5,"07/16/2022, 15:00",Pool A,Final
Needham Squad,Red Tide,13,9,"07/16/2022, 15:00",Pool A,Final
pool,Pool B
Big Wrench,Magma Bears,13,8,"07/16/2022, 09:00",Pool B,Final
Lantern,BAG,13,4,"07/16/2022, 09:00",Pool B,Final
Big Wrench,Lantern,14,8,"07/16/2022, 10:30",Pool B,Final
MKE,BAG,10,15,"07/16/2022, 10:30",Pool B,Final
BAG,Magma Bears,9,6,"07/16/2022, 12:00",Pool B,Final
MKE,Lantern,8,12,"07/16/2022, 12:00",Pool B,Final
Big Wrench,BAG,9,6,"07/16/2022, 13:30",Pool B,Final
MKE,Magma Bears,10,8,"07/16/2022, 13:30",Pool B,Final
Big Wrench,MKE,15,4,"07/16/2022, 15:00",Pool B,Final
Lantern,Magma Bears,15,6,"07/16/2022, 15:00",Pool B,Final
b,r,e,a,k
pools,Classic Pool Play
pool,Pool C
Colt,MBTA,15,5,"07/16/2022, 09:00",Pool C,Final
Alibi,Red Squirrels,12,11,"07/16/2022, 09:00",Pool C,Final
Colt,Alibi,10,5,"07/16/2022, 10:30",Pool C,Final
TROUT,Red Squirrels,13,7,"07/16/2022, 10:30",Pool C,Final
Red Squirrels,MBTA,12,11,"07/16/2022, 12:00",Pool C,Final
TROUT,Alibi,12,4,"07/16/2022, 12:00",Pool C,Final
Colt,Red Squirrels,15,4,"07/16/2022, 13:30",Pool C,Final
TROUT,MBTA,12,11,"07/16/2022, 13:30",Pool C,Final
Colt,TROUT,13,5,"07/16/2022, 15:00",Pool C,Final
Alibi,MBTA,3,15,"07/16/2022, 15:00",Pool C,Final
pool,Pool D
Club M - Manic,BUDA U20B,12,9,"07/16/2022, 09:00",Pool D,Final
Odyssey,NIIIght,6,11,"07/16/2022, 09:00",Pool D,Final
Club M - Manic,Odyssey,15,2,"07/16/2022, 10:30",Pool D,Final
Helots,NIIIght,13,5,"07/16/2022, 10:30",Pool D,Final
NIIIght,BUDA U20B,7,13,"07/16/2022, 12:00",Pool D,Final
Helots,Odyssey,15,2,"07/16/2022, 12:00",Pool D,Final
Club M - Manic,NIIIght,15,4,"07/16/2022, 13:30",Pool D,Final
Helots,BUDA U20B,12,7,"07/16/2022, 13:30",Pool D,Final
Club M - Manic,Helots,10,7,"07/16/2022, 15:00",Pool D,Final
Odyssey,BUDA U20B,6,13,"07/16/2022, 15:00",Pool D,Final
b,r,e,a,k
brackets,Elite Brackets
bracket,Elite 1st Place Bracket
DiG,TireBizFriz,15,4,"07/17/2022, 10:45",1st place,Final
DiG,Lantern,15,6,"07/17/2022, 09:00",Round Name,Final
Big Wrench,TireBizFriz,9,14,"07/17/2022, 09:00",Round Name,Final
bracket,5th place
Needham Squad,Red Tide,10,12,"07/17/2022, 12:30",5th place,Final
Needham Squad,Iditarod,13,8,"07/17/2022, 10:45",5th Place semis,Final
Red Tide,BAG,12,7,"07/17/2022, 10:45",5th Place semis,Final
MKE,Iditarod,8,15,"07/17/2022, 09:00",Round Name,Final
Red Tide,Magma Bears,15,8,"07/17/2022, 09:00",Round Name,Final
bracket,3rd palce
Lantern,Big Wrench,11,10,"07/17/2022, 10:45",3rd palce,Final
bracket,7th place
Iditarod,BAG,11,10,"07/17/2022, 12:30",7th place,Final
bracket,9th Place Bracket
MKE,Magma Bears,12,11,"07/17/2022, 10:45",9th Place,Final
b,r,e,a,k
brackets,Classic Bracket Play
bracket,1st place
Colt,Club M - Manic,11,15,"07/17/2022, 10:45",1st palce,Final
Colt,Helots,12,7,"07/17/2022, 09:00",Round Name,Final
Club M - Manic,TROUT,15,4,"07/17/2022, 09:00",Round Name,Final
bracket,3rd place
Helots,TROUT,15,5,"07/17/2022, 10:45",3rd palce,Final
bracket,5th place
MBTA,BUDA U20B,6,15,"07/17/2022, 12:30",5th place,Final
MBTA,Red Squirrels,15,8,"07/17/2022, 10:45",semis,Final
NIIIght,BUDA U20B,6,12,"07/17/2022, 10:45",semis,Final
Red Squirrels,Odyssey,12,11,"07/17/2022, 09:00",quarters,Final
Alibi,NIIIght,7,15,"07/17/2022, 09:00",quarters,Final
bracket,7th place
Red Squirrels,NIIIght,11,9,"07/17/2022, 12:30",7th place,Final
bracket,9th Place
Alibi,Odyssey,8,10,"07/17/2022, 10:45",9th,Final
b,r,e,a,k
