Club Terminus 2017,Club - Men ,22,7,2017
East Point,GA,2017-07-22,2017-07-23
https://play.usaultimate.org/events/Club-Terminus-2017/schedule/Men/Club-Men/
Chain Lightning,1
37,Caleb Posey
40,Nigel Hagley
42,Ryan Thompson
44,Will Burke
b,r,e,a,k
Cerberus,10
teamInfo,,"Athens, Georgia",,,
0,Ashwin Anantharaman
0,Chidike Iromuanya
0,Conner Stoll
0,Jeffrey Minowa
0,Jim Heneghan
0,Logan Bonds
0,Luke Willis
0,Neal Raines
0,Nicholas Chen
0,Noah Li
0,Patrick Trent
0,Sam Batson
0,Victor Pria
4,Vinny Nguyen
4,Olivier Poulin
6,Kyle Devins
9,Foster Boales
11,Nate Washington
16,Hunter Cutts
17,William Syre
22,Jon Ross Ingley
23,Brandon Chen
33,Jordan Hill
60,David William Petmecky
69,JORDAN MCGHEE
88,Brandon Li
b,r,e,a,k
Cash Crop,3
teamInfo,,"Triangle, North Carolina",,,
0,Aaron Coble
0,Alex (Evan) Grosskurth
0,Andrew Cohen
0,Andrew Mouw
0,Chathan Driehuys
0,Conor Chickos
0,John Watters
0,Johnnie Lynch
0,Rashaad Saunders
0,Rhys Gretsch
0,Taek Lee
0,Vikram Sethuraman
5,Danny Schmitt
7,Jesse Kovacs
9,Jacob Mouw
14,Kiron Allen
15,David Jones
17,Spencer Beck
20,Thomas Williams
97,Kevin Lin
b,r,e,a,k
ATLiens,14
teamInfo,,"Atlanta, Georgia",,,@ATLiensYCC
01,Jay Burnett
05,Bryson Levisay
06,Aidan Downey
07,Luke Smith
08,Krishan Chib
09,Miles Pearlstein
10,Travis Terrell
11,Matthew Shu
12,Jaden Medley-Fowlkes
17,Hayden Austin-Knab
19,Kendel Ridley
20,Brian Hazelwood
21,Coleman Tappero
24,CHASE KLEBER
25,Evan Mapes
28,Mack Hodges
33,Drew Di Francesco
55,Sam Smith
72,Matthew Dacey-Koo
77,Govindan Veliyath
98,Wyatt Maher
b,r,e,a,k
Bullet,6
teamInfo,,"Atlanta, Georgia",,https://www.facebook.com/Bulletultimate,https://twitter.com/BulletUltimate
0,Andrew Francis
0,Blaine Brown
0,Cole Flournoy
0,Dylan Whalen
0,Ian Agnew
0,James ONeal (Neal) Hollis
0,Mike McGinnis
0,Norman Cherry
0,Sam Diffin
0,Samuel Trent
0,Scott Main
0,William Lindquist
3,Henry Laseter
7,Fernando Ortiz
9,Madison Head
10,Kellen Gray
10,Adam Burgess
13,Ryan Murphy
14,Charles Loudermilk
18,Charles Robertson
25,Robert Hunt
29,Matthew Caldwell
48,Andrew Fortier
50,Ross Barnes
b,r,e,a,k
Chattanooga Gentlemen's Club,11
teamInfo,,"Chattanooga, Tennessee",,,
0,Craig Wong
0,DANIEL EHRIG
0,GEORGE STANFORD
0,Jared Trevor
0,Jason Raymond
0,Aaron Hazen
0,Brian Newsom
0,Clay Thomas
0,Nicholas Whiteaker
0,Phil Mantel
0,Roger King
5,Jason Cass
13,Andrew Mauroner
19,Torre Hargett
20,Peter Vongsayarath
23,Matthew Smith
23,Josh Johnson
28,Nicholas Baldwin
30,Matthew Miller
32,Mathew Taylor
64,Bryan Sandidge
71,Corey Foster
b,r,e,a,k
Turbine,4
teamInfo,,"Durham, North Carolina",,https://www.facebook.com/turbineultimate/,https://twitter.com/turbineultimate
0,Alex Taylor
0,Clayton Carey
0,Jacob McGoogan
0,Jericho Barbour
0,Michael Avila
0,Timothy Glover
2,Charlie Muniz
8,Matthew Rushing
9,Sean Stasiak
10,Brad Ward
11,Player Pierce
12,Jeff Wiltgen
13,CJ Colicchio
14,Tanner Barcus
17,Schuyler Kylstra
17,Nicholas Redmond
21,Cam Bellando
24,Christian Forde
26,Troy Miller
33,Jesse Lieberman
34,Davis Mossman
42,Jonathan Callahan
71,Clint McSherry
72,Benjamin Landry
80,Benj Thomsen
81,Michael Ball
b,r,e,a,k
Lost Boys,5
teamInfo,,"South Carolina, South Carolina",mailto:lbfrisbee@gmail.com,https://www.facebook.com/lbultimate/,https://twitter.com/TheLostBoysUlti
0,Andrew Perham
0,Brett Egger
0,Alexander Cartledge
0,Dillon Denson
0,John Bonas
0,Jonhenry Allen
0,Marshall Walker
0,Tom McGinley
0,Zach Mills
3,Adam Bailey
4,Joshua Wilson
8,Lucas Denson
9,Thomas Loar
11,Joel Wooten
15,Hunter Hamvas
17,Jacob Evans
20,Chuck Turner
20,Robert Perry
21,Andrew Brownlow
23,Bryan Kohut
24,Robert Huffman
26,Christian Gaeta
33,Devon Rogers
43,Robert Locke
67,Devin Waldrop
91,Kenneth Peters
98,Lucas Tarnowski
b,r,e,a,k
Holy City Heathens,12
teamInfo,,"Charleston, South Carolina",,https://www.facebook.com/groups/1895976223967238/,https://twitter.com/HCHeathens
0,Jacob McCormick
1,Robert OBrien
2,Robert Nadeau
7,Ziv Agasi
8,Mike Sasko
03,Asa Julien
09,Mason Huebsch
10,Jonathon Chears
11,Hunter Nadeau
13,Max Streeter
15,Jonah Price
17,Matthew Hajek
18,Oddom Vong
21,E.C. Gibbs
22,William Swan
26,Ryan Pennell
27,Vincent James
28,Michael Baer
29,Brian Shonka
40,Michael Johnson
41,Mike Bordner
65,THOMAS SUGGS
85,Bernard Kendall
88,Michael Cox
b,r,e,a,k
War Machine,13
teamInfo,,"Birmingham, Alabama",,,
0,Frank Cade
0,Immanuel drew
0,Jacob Lipford
0,Jacob Helf
0,Cameron Givianpour
0,Cody Dougherty
0,Mac Harris
0,Mathew Rush
0,Matthew Sledge
0,Parker Hershey
0,Peyton Whiteside
0,JUSTIN THIGPEN
0,Trois White
0,West Dickens
0,William Thompson
7,TAYLOR BROWN
9,Jacob Meredith
11,Stakesh Peterson
12,Jordan Quinn
16,Max Goldsmith
17,Andrew Byers
21,Richard Trieu
21,Sean Williamson
23,Landon Baker
24,Fletcher Hare
37,Max Krebs
81,Jake Perkins
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
Chain Lightning,BaNC,13,4,"07/22/2017, 09:00",Pool A,Final
Rush Hour,Shrimp Boat,13,12,"07/22/2017, 09:00",Pool A,Final
Chain Lightning,Shrimp Boat,13,1,"07/22/2017, 10:40",Pool A,Final
Rush Hour,BaNC,12,10,"07/22/2017, 10:40",Pool A,Final
Chain Lightning,Rush Hour,13,8,"07/22/2017, 12:20",Pool A,Final
BaNC,Shrimp Boat,13,7,"07/22/2017, 12:20",Pool A,Final
pool,Pool B
Florida United,Cerberus,13,4,"07/22/2017, 09:00",Pool B,Final
Kentucky Flying Circus,H.O.G. Ultimate,13,3,"07/22/2017, 09:00",Pool B,Final
Florida United,H.O.G. Ultimate,13,4,"07/22/2017, 12:20",Pool B,Final
Kentucky Flying Circus,Cerberus,11,9,"07/22/2017, 12:20",Pool B,Final
Florida United,Kentucky Flying Circus,13,5,"07/22/2017, 14:00",Pool B,Final
Cerberus,H.O.G. Ultimate,8,9,"07/22/2017, 14:00",Pool B,Final
pool,Pool C
Cash Crop,Chattanooga Gentlemen's Club,13,6,"07/22/2017, 09:00",Pool C,Final
Bullet,ATLiens,11,12,"07/22/2017, 09:00",Pool C,Final
Cash Crop,ATLiens,13,7,"07/22/2017, 10:40",Pool C,Final
Bullet,Chattanooga Gentlemen's Club,13,9,"07/22/2017, 10:40",Pool C,Final
Cash Crop,Bullet,10,9,"07/22/2017, 14:00",Pool C,Final
Chattanooga Gentlemen's Club,ATLiens,8,12,"07/22/2017, 14:00",Pool C,Final
pool,Pool D
Turbine,Holy City Heathens,13,7,"07/22/2017, 10:40",Pool D,Final
Lost Boys,War Machine,13,7,"07/22/2017, 10:40",Pool D,Final
Turbine,War Machine,13,7,"07/22/2017, 12:20",Pool D,Final
Lost Boys,Holy City Heathens,13,6,"07/22/2017, 12:20",Pool D,Final
Turbine,Lost Boys,10,7,"07/22/2017, 14:00",Pool D,Final
Holy City Heathens,War Machine,11,7,"07/22/2017, 14:00",Pool D,Final
b,r,e,a,k
clusters,Crossovers
cluster,Crossovers
Rush Hour,Holy City Heathens,12,13,"07/22/2017, 15:40",,Final
Lost Boys,BaNC,13,4,"07/22/2017, 15:40",,Final
Kentucky Flying Circus,Bullet,5,13,"07/22/2017, 15:40",,Final
ATLiens,H.O.G. Ultimate,13,12,"07/22/2017, 15:40",,Final
b,r,e,a,k
brackets,Bracket Play
bracket,Championship Bracket
Chain Lightning,Florida United,11,13,"07/23/2017, 13:30",Championship,Final
Chain Lightning,Turbine,13,8,"07/23/2017, 10:10",Semis,Final
Cash Crop,Florida United,8,13,"07/23/2017, 10:10",Semis,Final
Chain Lightning,Bullet,13,4,"07/23/2017, 08:30",Quarters,Final
Turbine,ATLiens,13,7,"07/23/2017, 08:30",Quarters,Final
Cash Crop,Lost Boys,10,9,"07/23/2017, 08:30",Quarters,Final
Florida United,Holy City Heathens,13,5,"07/23/2017, 08:30",Quarters,Final
bracket,5th Place Bracket
Bullet,Holy City Heathens,13,7,"07/23/2017, 13:30",5th Place,Final
Bullet,ATLiens,13,9,"07/23/2017, 10:10",Semis,Final
Lost Boys,Holy City Heathens,8,10,"07/23/2017, 10:10",Semis,Final
bracket,7th Place
ATLiens,Lost Boys,5,13,"07/23/2017, 13:30",7th Place,Final
bracket,9th Place Bracket
Kentucky Flying Circus,BaNC,12,7,"07/23/2017, 11:50",9th Place,Final
Kentucky Flying Circus,War Machine,13,4,"07/23/2017, 10:10",Semis,Final
BaNC,Cerberus,11,9,"07/23/2017, 10:10",Semis,Final
Kentucky Flying Circus,Shrimp Boat,13,3,"07/23/2017, 08:30",Quarters,Final
H.O.G. Ultimate,War Machine,10,12,"07/23/2017, 08:30",Quarters,Final
BaNC,Chattanooga Gentlemen's Club,13,9,"07/23/2017, 08:30",Quarters,Final
Rush Hour,Cerberus,7,10,"07/23/2017, 08:30",Quarters,Final
bracket,11th Place
War Machine,Cerberus,13,10,"07/23/2017, 11:50",11th Place,Final
bracket,13th Place Bracket
H.O.G. Ultimate,Rush Hour,5,13,"07/23/2017, 11:50",13th Place,Final
Shrimp Boat,H.O.G. Ultimate,9,12,"07/23/2017, 10:10",Semis,Final
Chattanooga Gentlemen's Club,Rush Hour,8,11,"07/23/2017, 10:10",Semis,Final
bracket,15th Place
Shrimp Boat,Chattanooga Gentlemen's Club,4,13,"07/23/2017, 11:50",15th Place,Final
b,r,e,a,k
