Queen City Tune Up 2017,College - Women ,4,2,2017
Charlotte,NC,2017-02-04,2017-02-05
https://play.usaultimate.org/events/Queen-City-Tune-Up-2017/schedule/Women/CollegeWomen/
Tufts,8
teamInfo,Womb,"Notre Dame, Indiana",http://ndultimate.wordpress.com/,,https://twitter.com/ndultimate
0,Caitlyn O'Connell
0,Catalina Acosta
0,Celena Guerrero
0,Colleen Scott
0,DINA VU
0,Jacqueline Bruns
0,Lauren Zurawski
0,Madeline Kramer
0,Marissa Ray
0,Kendall Burgett
0,Patricia Portmann
0,Rachel Francis
0,Regina Souder
0,Whitney Choo
1,Laura Rabassa
3,Cecilia Hall
4,TC Burrows
8,Julia Butterfield
9,Meghan Cullen
15,MK Andersen
22,Claire Lo
37,Mary Hermann
84,Sarah Lipscomb
b,r,e,a,k
Washington University,15
teamInfo,Iron Horse,"St. Louis, Missouri",,https://www.facebook.com/twoWUs,https://twitter.com/wuwultimate
0,Isabel Shapiro
0,Jackie Weiss
0,Jennifer Smith
0,Katie Madden
0,Kylie Mink
0,Marisa DelSignore
0,Marissa Lerner
0,Ainsley Tran
0,Christina Stellwagen
0,Christine Lucky
0,Daniela Jimenez
0,Dorothy Chan
0,Emily Brereton
0,Nina Mantegna
0,Nora Shevick
0,Sarah Connelly
2,Hannah Aaron
3,E Peterson-Trujillo
6,Rachel Dreher
9,Stephenie Wang
11,Miranda Neil
17,Sylvia Snyderman
96,Mina Bozeman
b,r,e,a,k
North Carolina State,18
teamInfo,Jaga Monsta,"Raleigh, North Carolina",,https://www.facebook.com/pages/J%C3%A4ga-NCSU-Womens-Ultimate/153552627991990,https://twitter.com/NCSUJagaMonsta
0,Brianna Tober 
0,Brinda Bhaskar
0,Carmen Tormey
0,Catherine Nansalo
0,Charity Robinett
0,Danielle Sawyer
0,Emma Bartlett
0,Alexis Mitchell
0,Alix Robbins
0,Ana Solberg
0,Audrey Pierce
0,Holly Nelson
0,Jacqueline Hausle
0,Lisa Keller
0,Maya  Marin
0,Sydney Licardo
4,Ashley Powell
5,Katie Cubrilovic
10,Emma Hoyle 
12,Briana Campbell
21,Xenia Boyer
27,Mary Clarke Worthington
27,Mattie Thompson
58,Rowan Jaynes
63,Hannah Callahan
b,r,e,a,k
Florida,6
teamInfo,FUEL,"Gainesville, Florida",gvilleultimate.com/FUEL/#!/,https://www.facebook.com/FUELenfuego,https://twitter.com/FUELenfuego
0,Camilla  Edwards
0,Rosemary Murray
0,Megan George
0,Charlotte Talham
0,Pilar Alvarez
0,Kaitlin O'Keefe
1,Natori Cummings-Haynes
4,Harley Peters
02,Courtney Testa
04,Lien Nguyen
08,Lucy Berman
10,Tori Taylor
12,Gabrielle  Krajniak
14,Sydney Weiner
23,Alexis Brantly
55,Jennifer Ralphs
69,Kylie Auble
69,Danielle Cordes
69,Lauren Bahng
69,Jenn Maresca
69,Jennifer Morrill
73,Evangeline Abraham
80,Kelsea LeBeau
88,Tara Rambo
b,r,e,a,k
Michigan,3
teamInfo,Flywheel,"Ann Arbor, Michigan",http://www.flywheelultimate.com,,https://www.twitter.com/UmichFlywheel
coaches,Benjamin Murphy,Joseph Besser
0,Nicole Kleinsorge
02,Marguerite Harris
04,Amanda Casetti
05,Cassandra Singler
06,Olivia Perfetti
07,Elizabeth Benedetto
09,Nina Janjic
10,Brittany Wright
11,Tracey Lo
12,Janine Kerr
13,Mary Boyd
14,Meghan Campano
19,Abigail Jaqua
20,Madison Nightingale
21,Christina Hanson
24,Kristina Nunez
27,Megan Gordon
28,Leah Bar-On Simmons
31,Shannon Danforth
32,Vivian Chu
37,Hannah Henkin
42,Sylvia Gisler
44,Grace Denney
46,Amy Stoddard
48,Hannah Gannon
66,Tia Esposito
77,Phoebe Hopp
98,Katie Wagner
b,r,e,a,k
Clemson,19
teamInfo,Tigerlilies,"Clemson, South Carolina",https://sites.google.com/site/clemsonwomensultimate/,,
0,Ansley Sackett
0,Caroline Buck
0,Clancy Kerr
0,Elena Miyasato
0,Grace Brokaw
0,Hannah Abraham
0,Jenna Patterson
0,Kerry Younts
0,Mary Reeves
0,Olivia Dewey
0,Rachel Conway
0,Sarah DeMaria
4,Lexi Conrad
9,Delaina Allegretti
11,Rebecca McVicker
15,Michaela Loar
50,Caitlyn Horgan
b,r,e,a,k
Wisconsin,11
teamInfo,Bella Donna,"Madison, Wisconsin",http://www.belladonnaatropa.wordpress.com,,https://www.twitter.com/bdultimate
coaches,Robyn Fennig
01,Jackie Welsch
02,Sabrina Hoffman
03,Carly Siewert
04,Vanessa Villasenor
05,Lauren Allin
07,Charlotte Francoeur
08,Shanda Roeming
10,Caitlin Murphy
11,Anna Paulson
13,Brittney Kokinos
16,Molly Berkholtz
17,Lindsey Waite
18,Sarah Mondschein
19,Anneke Vermaak
21,Emily Jewell
22,Michelle Zaber
24,Camila Flowerman
25,Jamie  Brown
31,Amber Heffernan
36,Alina Dain
60,Claire Cech
b,r,e,a,k
Penn State,14
teamInfo,Crisis,"University Park, Pennsylvania",,,https://twitter.com/crisisultimate
0,Jessica Sourbeer
0,Keanna Haney
0,Madeline Durn
0,Maya Karl
0,Meaghan Kane
0,Melissa McCloskey
0,Molly Good
0,Molly Robertson
0,Molly Lynch
0,Myranda Armstrong
0,Olivia Smith
0,Allison Milligan
0,Blake Ratner
0,Guinevere Rauch
0,Haleigh Cavalier
2,Cassidy  Camplese
27,Brooke Ruggieri
31,Jackie Middleswarth
80,Tara Peng
b,r,e,a,k
North Carolina,5
teamInfo,Pleiades,"Chapel Hill, North Carolina",http://pleiadesultimate.web.unc.edu/,https://www.facebook.com/unc.pleiades/,https://twitter.com/UNC_Pleiades/
0,Rachael Tevis
0,Ashton Carrick
0,Lydia  Youngblood
0,Julia Gallini
0,Bridget Mizener
0,Tyler Smith
0,Vany Nguyen
0,Robin Lowe-Skillern
0,Natalie Schuster
0,Ivey Long
0,Kensey Katz
0,Rachell Xu
0,Rebecca Fagan
0,Mary-Catherine Adams
0,Florence Brooks
0,Anna Xu
4,Lindsay Soo
4,Julia Zwierzynski
7,Bridget Johnson
10,Qing (Jenny) Wei
12,Joy Chen
21,Elisabeth Parker
22,Anne Worth
b,r,e,a,k
Ohio State,4
teamInfo,Fever,"Columbus, Ohio",http://feverultimate.org.ohio-state.edu/,www.facebook.com/OSUFever,https://twitter.com/FeverUltimate
coaches,DeAnna Ball
0,Cara Sieber
1,Jackie Matonis
2,Funing Zhang
3,Alaine Wetli
4,Emily Barrett
5,Stephanie (Stevie) Miller
9,Annelise Peters
11,Sadie Jezierski
14,Emily Steedman
15,Emma Colavincenzo
16,Corinn Pruitt
22,Mary Turner
25,Alora Reiff
28,Stacy Lu
38,Claudia Moeller
44,Malika Smoot
54,Stephany Stumphauzer
57,Kelly Rusin
71,Caitlin Duffner
78,Tiffany Lim
95,Kristen Behrens
b,r,e,a,k
Minnesota,12
teamInfo,Ninjas,"Minneapolis, Minnesota",http://ninjawomensultimate.weebly.com,https://www.facebook.com/NinjaWomensUltimate,https://twitter.com/NinjaUltimate
coaches,Patrick Niles,Sarah Meckstroth,Katie Godfrey
0,Sarah Espinoza
03,Makella Daley
05,Ellie Sjordal 
07,Danica Cutshall
12,Ali Pollard
13,Maggie Peck
14,Emma Jaschke
16,Carolyn Brand
18,Anna Miller
20,Sofie Fitzsimmons
22,Rachel Elbing
24,Lindy Sowmick
30,Louise Beck
33,Kayla Blanek
34,Anna Albitz
39,Jessica Halverson
42,Mara Stephan
53,Hannah Cowan
b,r,e,a,k
Georgia,13
teamInfo,Dawgma,"Athens, Georgia",http://ugadawgma.weebly.com/,,https://twitter.com/UGADawgma
0,Rebecca  Myers
0,Brianna Radl
0,Hannah Moulton
0,Jasmine Yap
0,Brett Pollock
0,Dayna Hardgrove
0,Eavan Hendry
0,Amy Strozinsky
1,Mary Rockwell
4,Elaine Duong
5,Gracie White
7,Gayeon Ko
8,Alexandra Fairley
11,Cieara West
12,Erin Chun
15,Lilian Zhu
18,KT Truszczynski
19,Oreon Jackson
21,Courtnie VIckery
34,Samia McEachin
66,Madison Smith
b,r,e,a,k
Central Florida,20
teamInfo,Central Florida,"Orlando, Florida",,,
00,Hailey Graham
00,Haley Graves
00,Lauren Thompson
00,Mia Griner
00,Nicole Feldman
00,Rachael Piscitello
00,Rebecca Hewett
00,Sabrina Gahabka
00,Sarah Cobbs 
00,Blake Harris
00,Caitlyn Lucey
13,Chloe Baldino
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
Florida State,North Carolina-Wilmington,5,10,"02/04/2017, 09:30",Pool A,Final
Tufts,Carleton College,13,4,"02/04/2017, 09:30",Pool A,Final
Pittsburgh,Carleton College,8,10,"02/04/2017, 11:00",Pool A,Final
Tufts,Florida State,13,2,"02/04/2017, 11:00",Pool A,Final
Pittsburgh,Tufts,9,7,"02/04/2017, 12:30",Pool A,Final
Carleton College,North Carolina-Wilmington,9,8,"02/04/2017, 12:30",Pool A,Final
Pittsburgh,Florida State,10,7,"02/04/2017, 14:00",Pool A,Final
Tufts,North Carolina-Wilmington,11,6,"02/04/2017, 14:00",Pool A,Final
Pittsburgh,North Carolina-Wilmington,11,6,"02/04/2017, 15:30",Pool A,Final
Carleton College,Florida State,10,7,"02/04/2017, 15:30",Pool A,Final
pool,Pool B
Washington University,North Carolina State,10,8,"02/04/2017, 09:30",Pool B,Final
Georgia Tech,Notre Dame,8,6,"02/04/2017, 09:30",Pool B,Final
Virginia,Notre Dame,13,5,"02/04/2017, 11:00",Pool B,Final
Georgia Tech,Washington University,10,2,"02/04/2017, 11:00",Pool B,Final
Virginia,Georgia Tech,9,6,"02/04/2017, 12:30",Pool B,Final
Notre Dame,North Carolina State,11,6,"02/04/2017, 12:30",Pool B,Final
Virginia,Washington University,13,1,"02/04/2017, 14:00",Pool B,Final
Georgia Tech,North Carolina State,9,6,"02/04/2017, 14:00",Pool B,Final
Virginia,North Carolina State,13,0,"02/04/2017, 15:30",Pool B,Final
Notre Dame,Washington University,12,5,"02/04/2017, 15:30",Pool B,Final
pool,Pool C
Penn State,Clemson,5,8,"02/04/2017, 09:30",Pool C,Final
Florida,Wisconsin,6,7,"02/04/2017, 09:30",Pool C,Final
Michigan,Wisconsin,10,5,"02/04/2017, 11:00",Pool C,Final
Florida,Penn State,6,5,"02/04/2017, 11:00",Pool C,Final
Michigan,Florida,4,7,"02/04/2017, 12:30",Pool C,Final
Wisconsin,Clemson,7,8,"02/04/2017, 12:30",Pool C,Final
Michigan,Penn State,9,6,"02/04/2017, 14:00",Pool C,Final
Florida,Clemson,10,2,"02/04/2017, 14:00",Pool C,Final
Michigan,Clemson,9,7,"02/04/2017, 15:30",Pool C,Final
Wisconsin,Penn State,11,8,"02/04/2017, 15:30",Pool C,Final
pool,Pool D
Georgia,Central Florida,8,6,"02/04/2017, 09:30",Pool D,Final
North Carolina,Minnesota,10,8,"02/04/2017, 09:30",Pool D,Final
Ohio State,Minnesota,9,8,"02/04/2017, 11:00",Pool D,Final
North Carolina,Georgia,13,3,"02/04/2017, 11:00",Pool D,Final
Ohio State,North Carolina,9,10,"02/04/2017, 12:30",Pool D,Final
Minnesota,Central Florida,9,4,"02/04/2017, 12:30",Pool D,Final
Ohio State,Georgia,10,9,"02/04/2017, 14:00",Pool D,Final
North Carolina,Central Florida,11,3,"02/04/2017, 14:00",Pool D,Final
Ohio State,Central Florida,8,6,"02/04/2017, 15:30",Pool D,Final
Minnesota,Georgia,13,4,"02/04/2017, 15:30",Pool D,Final
b,r,e,a,k
brackets,Championship Bracket
bracket,1st Place
Tufts,Ohio State,15,10,"02/05/2017, 13:30",Finals,Final
Tufts,Georgia Tech,11,6,"02/05/2017, 09:30",Quarters,Final
North Carolina,Michigan,10,15,"02/05/2017, 09:30",Quarters,Final
Florida,Ohio State,9,11,"02/05/2017, 09:30",Quarters,Final
Virginia,Pittsburgh,11,12,"02/05/2017, 09:30",Quarters,Final
Tufts,Michigan,13,9,"02/05/2017, 11:30",Semis,Final
Ohio State,Pittsburgh,12,9,"02/05/2017, 11:30",Semis,Final
bracket,3rd Place
Michigan,Pittsburgh,6,10,"02/05/2017, 13:30",3rd,Final
bracket,5th place
Georgia Tech,North Carolina,9,8,"02/05/2017, 11:30",5th Semis,Final
Florida,Virginia,4,13,"02/05/2017, 11:30",5th Semis,Final
Georgia Tech,Virginia,5,9,"02/05/2017, 13:30",5th,Final
bracket,7th place
North Carolina,Florida,8,6,"02/05/2017, 13:30",7th,Final
b,r,e,a,k
brackets,9th Place Bracket
bracket,9th Place
Notre Dame,Carleton College,12,14,"02/05/2017, 13:30",9th,Final
Notre Dame,North Carolina-Wilmington,12,8,"02/05/2017, 09:30",9th Quarters,Final
Clemson,Georgia,13,10,"02/05/2017, 09:30",9th Quarters,Final
Minnesota,Wisconsin,13,8,"02/05/2017, 09:30",9th Quarters,Final
Carleton College,Washington University,15,6,"02/05/2017, 09:30",9th Quarters,Final
Notre Dame,Clemson,15,6,"02/05/2017, 11:30",9th Semis,Final
Minnesota,Carleton College,8,13,"02/05/2017, 11:30",9th Semis,Final
bracket,11th
Clemson,Minnesota,8,13,"02/05/2017, 13:30",11th,Final
bracket,13th Place
North Carolina-Wilmington,Georgia,9,7,"02/05/2017, 11:30",13th Semis,Final
Wisconsin,Washington University,8,9,"02/05/2017, 11:30",13th Semis,Final
North Carolina-Wilmington,Washington University,11,6,"02/05/2017, 13:30",13th,Final
bracket,15th Place
Georgia,Wisconsin,11,8,"02/05/2017, 13:30",15th,Final
b,r,e,a,k
brackets,17th Place Bracket
bracket,17th Place
Florida State,North Carolina State,10,6,"02/05/2017, 11:30",17th Semis,Final
Penn State,Central Florida,9,5,"02/05/2017, 11:30",17th Semis,Final
Florida State,Penn State,9,8,"02/05/2017, 13:30",17th,Final
bracket,19th Place
North Carolina State,Central Florida,6,9,"02/05/2017, 13:30",19th,Final
b,r,e,a,k
