Nor Cal Mixed Sectionals,Club - Mixed ,27,8,2016
Santa Cruz,CA,2016-08-27,2016-08-28
https://play.usaultimate.org/events/Nor-Cal-Mixed-Sectionals-2016/schedule/Mixed/Club-Mixed
Mischief,1
10,Halsey Hoster
17,ALEX WATERMAN
21,Nicole Love
21,Adah Shih
22,Eric Rivera
24,Andrew Riggs
25,Samantha Applegate
26,Anthony Havens
28,KYLE SALASKO
29,Eric Shaw
30,Jee Witt
33,ELI LEVENSON-FALK
36,MEGAN NORR
44,Gianna Tesler
44,Andrew Rodman
73,Mara Saltzman
86,Jannon Frank
99,HOLLY SCHWARZ
b,r,e,a,k
Cutthroat,16
teamInfo,,"Reno, Nevada",,,https://twitter.com/cutthroatulti
01,Daniel Ortiz
02,R. Miguel Gonzales
03,Logan Greenwood
04,Pete Marshall
05,Gabriel Somoza
06,JENNIFER HSUEH
07,Warren Kinson
08,Austin Lee
10,Ryley Hill
13,Brent Moore
13,Liz Groesbeck
16,Katie Folkner
17,ELISABETH KORB
19,Jordanna Payne
21,Kathleen Mills
22,BRANDON PURDY
23,David Folkner
34,Monica Arienzo
42,JASON LUDDEN
65,Eric Rosenfeld
71,Ryan Polka
73,Nicole McDaniel
94,Ryan Schoenfeld
96,Jakob Stoner
b,r,e,a,k
Absolute Zero,17
teamInfo,,"Santa Clara, California",,https://www.facebook.com/absolutezeroultimate/?fref=ts,
00,Derek Innes
00,Piotr Behr
02,MAUREEN Pickering
03,Jocelyn Tran
04,Tyler Gates
05,Shannon Chase
07,LUKE MILNER
09,Chris Muthig
11,Dane Kornasiewicz
13,BINH TRAN
14,Daniel Krass
16,Chelsea Verhasselt
23,Benjamin Reardon
27,ARIC BICKEL
28,Allan Jong
33,LISA MALO
77,Shawn Pickering
92,HELEN YUAN
97,Natalie Ramsey
98,Emily Loo
99,Sean Hyslop
b,r,e,a,k
Polar Bears,2
teamInfo,,"Berkeley, California",www.pbrawr.com,,@pbrawr
0,Michael Dirda
0,Sean Childers
0,Mia Greenwald
0,Marlena Hartman-Filson
0,Brandon Fein
0,Andrew Ouyang
0,James Sheridan
0,Sara Nolan
1,SCOTT ROEDER
5,Anne Gordon
9,Gregory Marliave
12,Ziyue Chen
12,Ryan Takayama
14,Kate Schlag
17,Margot Stert
18,Nicholas Alexander
21,Dulcy Docken
24,Alexander Max
25,Daniel Naruo
27,Morgan Greenwood
27,Aaron Hom
30,An-Chi Tsou
31,Ethan Falat
33,Ian Sweeney
40,Linh Hoang
42,Bob Madden
b,r,e,a,k
Alchemy,9
teamInfo,,"San Francisco, California",,https://www.facebook.com/alchemyultimate,
0,Nami Sumida
02,Crystal Alton
03,Jeffro Valeros
04,Elizabeth Leon
05,Evan Hoyt
06,Kristina Geddert
07,Emily Paris
09,Jennifer Pashley
10,Simon Margolis
11,Claire Leichter
12,Jeff Grobe
13,Brett Naul
20,Eric Hartge
21,Jesse White
22,EDWARD PARSONS
23,Sylvia Liang
26,Daniel Keller
27,CHASE BOWMAN
32,Damian Park
33,Kyle McBard
35,Ashley Blackshore
40,Michelle Levinson
44,Alexander Lloyd-Evans
51,Brandon Tomlin
54,Nick Riker
75,Riley O'Neill
99,Amanda Karakoudas
b,r,e,a,k
American Barbecue,8
teamInfo,,"San Francisco, California",www.abbq.org,,
00,Maxwell Friedmann
00,Kevin Manss
00,Teresa Feng
00,LYUDA GRIGORIEVA
00,Nicholas Murphy
00,Dan Parker
00,Brandon Kwock
00,Katrina Kalantar
00,GRACE LAIDLAW
00,Molica Anderson
00,KEVIN AHA
00,THOMAS LASSETTER
00,Nicholas Weiss
00,Georgia Tse
00,Kyle Smith
00,Caroline Loh
00,Patricia Anderson
00,Alex Pien
00,Philip Chang
00,ALLISON FINK
00,Jason Seidler
00,Robert Bruggner
00,Jessalyn Siu
00,Cory Fauver
00,JACK MOXON
00,Noel Arsenault
b,r,e,a,k
AC Bandits,15
teamInfo,,"Oakland, California",,https://www.facebook.com/acbandits/,
0,Peter Nachbaur
0,Saadia Massarano
0,Alexis Whitaker
0,Paul Sohn
0,MARTHA LESNIEWSKI
0,Fiona Cahill
0,Inbal Sarig
0,Wilson Tran
0,TRAVIS COOK
7,Jonathan Goldsmith
7,Katie Ogden
7,Chenxia Liu
7,Samuel Miles
8,Reilly Brock
9,Tiffany Bucher
9,Rachel Torrez
10,Maria Dumanis
11,Natalie Bigman-Pimentel
13,Jason Estrada
13,Jessica Halter
20,Karl Dray
30,Aaron Gemmell
34,Elizabeth Sohn
37,Seamus Burpee
82,Malcolm Deck
84,Alison Haddad
b,r,e,a,k
Astris,18
teamInfo,,"Berkeley, California",,,
0,Christina Casler
0,Jacob Schwartz
02,Emily Cummins
02,Colan Dray
03,Rachel Herter
04,P. N. Raju
04,Matthew Burkert
05,Sam Kenney
06,Patrick Adelstein
09,Joel Lee
13,Lauren Langford
14,Alyssa Sayavedra
16,Erin Cox
17,Noelle Nelson
17,Eli Weiss
18,Jeremy Shiman
21,JACK SPORER
55,Csaba Farkas
79,NATHAN EMMERT
81,John Edison
87,Patrick Lavelle
b,r,e,a,k
Blackbird,3
teamInfo,,"San Francisco, California",,https://www.facebook.com/Blackbird-Ultimate-128109440599257,https://twitter.com/Blackbird_SF
02,Corey Lee
03,Castle Sinicrope
04,Deanna Bjorkquist
05,Thomas Hendrickson
06,Scott Mahr
07,Rachel Holz
09,Adam Farren
10,Krisztina Finn
11,Barrs Lang
12,Lauren Casey
12,Casey Ikeda
13,Sally Mimms
14,Mia Hagen
17,William Finn
21,ADAM SCOW
22,NICHOLAS SLOVAN
23,Remy Schor
24,Daniel Daniel Gillick
28,Sheeva Slovan
29,VY Chow
30,Megan Schoellhamer
40,Mac Taylor
42,Jeremy Norden
51,Ryan Scribner
64,Justin Norden
99,Tim Gilligan
b,r,e,a,k
Donuts,5
teamInfo,,"Bay Area, California",wearedonutsultimate@gmail.com,https://www.facebook.com/DonutsUltimate/?pnref=story,https://twitter.com/donuts_ultimate
0,Jeffrey Voss
03,Davin Lyons
04,Daniel East
05,Alexandra Taipale
07,Audrey Lyman
08,Adam Koren
10,Alexander Morris
13,MICHAEL LOPEZ
14,Anjile An
17,Claudia Arquero
19,Phoebe Hopp
20,Sarinah Samsudin
23,Nikki Chang
24,Margaret Rosano
26,KENDRA CONRAD
27,Danielle Gendron
28,Stephanie Pritchard
29,Alexander Mitra
30,Grant Farrington
32,Eric Richardson
33,Donnya Ajdari
37,Daniel Zakaria
55,Kwai Philpott
65,Erik Urban
77,Alec Surmani
88,Bill Liu
b,r,e,a,k
Ursa Major,14
teamInfo,,"Bay Area, California",,https://www.facebook.com/ursamajorultimate,https://twitter.com/UrsaMajorUlti
0,SIDDHARTHA PENAKALAPATI
0,Shadrick Small
0,Jacqueline Bonner
0,WILLIAM CHANEY
0,Sarah Tenpas
0,Peter Zellman
0,Eli Menaker
2,GLENN CARROLL
3,Michael Corley
5,Adam Berman
5,Suk lyn Lim
7,Pradeep Nair
9,Jonathan Martindill
10,Dave Kavulak
11,Jon Schlosberg
11,Timothy Reilly
12,Dana Manochi
15,Whitney Hannah
17,Chris Godek
18,Charles Stratton
20,STEPHEN STRADLEY
21,Kaitlin Marin
21,FINLEY BABA
24,SHANNON SPEAKER
27,Alice Walton
39,Kelsey Hermann
43,COLIN HOY
b,r,e,a,k
DR,12
teamInfo,,"Berkeley, California",,,
0,Jacob Maynard
0,JIE TANG
0,Jared Getzoff
0,Cullen Coyne
0,Emily Day
0,Jennifer Nan
0,AMY LEMESSURIER
0,ALBERT TSAI
1,Halleh Balch
2,Marianne Olson
3,Andrew Racle
5,Amy Chou
8,Danielle Murray
9,Joshua Rickert
13,ALEC BERG
14,Kris Thomson
15,ASHLEIGH WARD
23,Kevin Wang
24,Joey Durkin
24,David Whiteneck
25,Jennifer Ames
28,Victoria Kaasa
28,Phillip Hailey
29,Maxwell Jacobs
34,Patrick Wong
80,Scott Beamer
89,Kimberly Long
b,r,e,a,k
Mixfits,19
teamInfo,,"Sunnyvale, California",,,
2,Garrett Silski
3,Mauricio Bell'Albero
4,Phillip Young
6,Chrissy Shuh
8,Jonathan Brand
10,Caleb Tseng
15,ANDREW CHAO
17,Cappy Pitts
18,Anna Verwillow
21,Bret Linvill
24,Jessica Mok
25,Alexander Shim
29,CHASE MUELLER
77,Sheneth Bell
89,Mitchell Jeffrey
96,VYJAYANTHI PRASAD
99,SEBASTIAN BRISBOIS
99,Cameron Schaeffer
99,NICK PAWLOWSKI
99,David Smith
99,Derek Chang
b,r,e,a,k
BW Ultimate,4
teamInfo,,"Sunnyvale, California",,https://www.facebook.com/BW.Ultimate,https://www.twitter.com/bw_ultimate
0,Max Herrmannsfeldt
0,Lorenzo Lalimarmo
0,Dana Chang
0,Melissa Slaughter
0,KATE KARDOSH
0,Jake Tozer
0,Hidemasa Kato
1,Matthew Natali
2,Amy Chang
5,Radhika Bhargav
7,Anna Liu
7,Michelle Slaughter
10,Jake Chang
11,Thomas Pineda
11,Steven Guagliardo
13,Chris Farina
13,Veronica Cruz
17,Nicholas Raisch
18,Sayako Uchida
23,Lauren Carden
24,Alireza Mirafzal
27,Sunny Saini
30,Jeremy Kharrazi
36,Pin-Wen Wang
43,Bettina Chen
49,Robert Srinivasiah
60,Xia Liu
b,r,e,a,k
Platypi,6
teamInfo,,"Chico, California",,,
0,JAZMIN JORDAN
0,Tyler Grenier
0,Ryan Watson
0,Nicholas Dahms
0,Lindsay Hedgecock
0,Russell Helms
0,Stephen Nacis
0,Ellen Sampson
0,Elizabeth Buhler
0,Jeff Croshal
0,Kendra  Higgins
0,Alyssa Rodriguez
0,Austin Barden
0,Kyle Harper
0,Amanda Costa
0,Loren Bloom
0,Derek Miller
0,Peter Van Pelt
0,Matthew Kissmann
2,BRIAN BEEMAN
7,Marié Weverka
8,Kathleen Johnston
13,Henry Whitney
15,Jessep Macfarlane
19,Georgina Tetlow
24,Nicholas Jackson
24,Krista Takayama
b,r,e,a,k
Mimosas,11
teamInfo,,"Berkeley, California",,,
0,Nick Goelz
0,Ian Brown
0,Tristan You
0,Amelia Khoo
0,Leslie Wu
0,SJ Kim
0,Lisa Hyndman
0,Sarah Teichman
0,Ashwin Vaidyanathan
0,Garrett Simpson
0,LAUREN BORJA
0,Rita Wang
3,Kyra Pesso
8,Anton William Cwik
05,Chris Brown
11,Finn van Krieken
19,Amanda Khoo
22,Louis Samuel
29,Andre Mansour
30,Julian Stephanski
46,Owen Bell
47,Rafael Castro
48,Michaela  Hogan
69,Jaskaran Singh
77,Matthew Wong
b,r,e,a,k
Buckwild,13
teamInfo,,"Sacramento, California",,,
0,DAVID SCHUSTER
0,Zach Weiss
0,Cariann Perumal
1,Sergio Rudin
2,ZACHARY DILLOW
6,Nick Shepard
7,Connor Levesque
8,JANELLE RILEY
9,Nina Vollmer
10,SYDNEY AARDAL
11,John Jackson
12,Jaycie Speck
12,Trung Pham
13,Veronica Chan
19,Ann Lee
22,Shane Harris
23,Jackson Valler
24,Cheryl Hsu
28,Megan Richter
31,Lincoln Scott
33,Lucy Campbell
49,Rylan Mattesich
88,Ian Ehlert
99,JAKE MASSA
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
Groove,Cutthroat,11,12,"08/27/2016, 09:50",Pool A,Final
Mischief,Classy,13,7,"08/27/2016, 09:50",Pool A,Final
Mischief,Cutthroat,13,1,"08/27/2016, 11:40",Pool A,Final
Classy,Absolute Zero,13,5,"08/27/2016, 11:40",Pool A,Final
Mischief,Groove,13,3,"08/27/2016, 13:30",Pool A,Final
Cutthroat,Absolute Zero,12,13,"08/27/2016, 13:30",Pool A,Final
Classy,Cutthroat,12,7,"08/27/2016, 15:20",Pool A,Final
Groove,Absolute Zero,13,6,"08/27/2016, 15:20",Pool A,Final
Mischief,Absolute Zero,13,3,"08/27/2016, 17:10",Pool A,Final
Classy,Groove,12,6,"08/27/2016, 17:10",Pool A,Final
pool,Pool B
Alchemy,AC Bandits,13,4,"08/27/2016, 08:00",Pool B,Final
Polar Bears,American Barbecue,13,7,"08/27/2016, 08:00",Pool B,Final
Polar Bears,AC Bandits,13,1,"08/27/2016, 09:50",Pool B,Final
American Barbecue,Astris,13,5,"08/27/2016, 09:50",Pool B,Final
Polar Bears,Alchemy,10,13,"08/27/2016, 11:40",Pool B,Final
AC Bandits,Astris,13,5,"08/27/2016, 11:40",Pool B,Final
American Barbecue,AC Bandits,13,7,"08/27/2016, 13:30",Pool B,Final
Alchemy,Astris,13,1,"08/27/2016, 13:30",Pool B,Final
Polar Bears,Astris,13,2,"08/27/2016, 15:20",Pool B,Final
American Barbecue,Alchemy,11,9,"08/27/2016, 15:20",Pool B,Final
pool,Pool C
DR,Ursa Major,8,13,"08/27/2016, 08:00",Pool C,Final
Blackbird,Donuts,13,4,"08/27/2016, 08:00",Pool C,Final
Blackbird,Ursa Major,15,13,"08/27/2016, 09:50",Pool C,Final
Donuts,Mixfits,13,1,"08/27/2016, 09:50",Pool C,Final
Blackbird,DR,13,8,"08/27/2016, 11:40",Pool C,Final
Ursa Major,Mixfits,13,10,"08/27/2016, 11:40",Pool C,Final
Donuts,Ursa Major,13,9,"08/27/2016, 13:30",Pool C,Final
DR,Mixfits,13,7,"08/27/2016, 13:30",Pool C,Final
Blackbird,Mixfits,13,1,"08/27/2016, 17:10",Pool C,Final
Donuts,DR,13,8,"08/27/2016, 17:10",Pool C,Final
pool,Pool D
Platypi,Buckwild,13,8,"08/27/2016, 08:00",Pool D,Final
BW Ultimate,Mimosas,13,6,"08/27/2016, 09:35",Pool D,Final
Platypi,Mimosas,13,9,"08/27/2016, 11:05",Pool D,Final
BW Ultimate,Buckwild,11,2,"08/27/2016, 12:35",Pool D,Final
BW Ultimate,Platypi,11,10,"08/27/2016, 15:20",Pool D,Final
Mimosas,Buckwild,13,7,"08/27/2016, 15:20",Pool D,Final
b,r,e,a,k
brackets,Bracket Play
bracket,1st Place
Mischief,Polar Bears,13,8,"08/28/2016, 12:00",1st,Final
Mischief,BW Ultimate,15,9,"08/28/2016, 09:50",1st Semis,Final
Blackbird,Polar Bears,14,16,"08/28/2016, 09:50",1st Semis,Final
Mischief,Alchemy,15,11,"08/28/2016, 07:50",1st Quarters,Final
Donuts,BW Ultimate,10,11,"08/28/2016, 07:50",1st Quarters,Final
Blackbird,Platypi,16,14,"08/28/2016, 07:50",1st Quarters,Final
Classy,Polar Bears,10,15,"08/28/2016, 07:50",1st Quarters,Final
bracket,2nd/3rd
Polar Bears,Blackbird,1,0,"08/28/2016, 14:15",2nd/3rd,Final
Blackbird,BW Ultimate,13,12,"08/28/2016, 12:00",2/3 Playin,Final
bracket,4/5/6
BW Ultimate,Classy,1,0,"08/28/2016, 14:15",4th/5th,Final
Classy,Donuts,13,10,"08/28/2016, 12:00",4/5 Playin,Final
Classy,Platypi,14,9,"08/28/2016, 09:50",4/5 Pre,Final
Donuts,Alchemy,15,10,"08/28/2016, 09:50",4/5 Pre,Final
bracket,7/8
American Barbecue,Alchemy,4,13,"08/28/2016, 16:15",7th/8th,Final
Platypi,American Barbecue,11,13,"08/28/2016, 14:15",7th Semis,Final
Groove,Alchemy,10,15,"08/28/2016, 14:15",7th Semis,Final
American Barbecue,Buckwild,15,6,"08/28/2016, 12:00",7th Q,Final
Mimosas,Groove,7,13,"08/28/2016, 12:00",7th Q,Final
American Barbecue,Cutthroat,15,7,"08/28/2016, 07:50",7th Pre,Final
Buckwild,Ursa Major,13,12,"08/28/2016, 07:50",7th Pre,Final
Mimosas,DR,15,9,"08/28/2016, 07:50",7th Pre,Final
AC Bandits,Groove,13,14,"08/28/2016, 07:50",7th Pre,Final
bracket,9/10
Groove,Platypi,11,5,"08/28/2016, 16:15",9th/10th,Final
bracket,11
Ursa Major,Buckwild,15,13,"08/28/2016, 16:15",11th,Final
Mimosas,Ursa Major,9,13,"08/28/2016, 14:15",11th Semi,Final
DR,Buckwild,11,12,"08/28/2016, 14:15",11th Semi,Final
Cutthroat,Ursa Major,7,13,"08/28/2016, 12:00",11th Q,Final
DR,AC Bandits,1,0,"08/28/2016, 12:00",11th Q,Final
b,r,e,a,k
