President's Day Tournament 2016,College - Women ,13,2,2016
San Diego,CA,2016-02-13,2016-02-15
https://play.usaultimate.org/events/Presidents-Day-Tournament-2016/schedule/Women/CollegeWomen/
Oregon,1
0,Tiffany Wiriyaphanich
2,LAUREN YAMAMOTO
3,Amanda Meroux
8,Lauren Frank
12,Cheryl Hsu
13,Veronica Chan
15,Vyvy Ha
16,Cariann Perumal
17,Sarah Wang
18,Kelsey Clausen
21,Christine Truong
24,Kimberly Nguyen
28,JAZMIN JORDAN
48,Amanda Griffith
49,Lindsay Hedgecock
55,Olivia Hart
72,Emily Hain
77,Bryn Levitan
b,r,e,a,k
Western Washington,3
teamInfo,Chaos,"Bellingham, Washington",,https://www.facebook.com/pages/WWU-Chaos-Ultimate/374278315920245,https://twitter.com/WWUchaos
coaches,Callie Mah
0,Eryndae Thorvaldsen
02,Jendy Edgerton
03,Alea Clymer
05,Tiffany Phan
06,JESSIE THORESON
08,Ariel  Edwards
09,Rossella Bernocco
11,AILEEN  ISLA
12,Brittany Vallene
13,Alana Hall
15,Macy Schelbert
16,Samiya Ismail
17,Madeline Gilbert
18,Kylie Miyata
21,MICHELLE HANNEMAN
21,Kelsea Kilbride
23,LENA  GIBBS
24,Allie Sanchez
33,Colleen Horntvedt
37,Amina Lee
44,Abbie Abramovich
81,Tian Qing Yen
b,r,e,a,k
Cal Poly-SLO,10
teamInfo,SLO Motion,"San Luis Obispo, California",http://calpolywomensultimate.blogspot.com/,https://www.facebook.com/cpslomotion,
0,Madelyn Giglio
0,Julia Page
0,Carolyn McBirney
0,Holly Harrison
0,Julianna Arvin
0,ZOE KARANFILIAN
0,Jacquelin Severson
0,Emily Hubbard
0,Zoe Anderson
0,Tara Fussell
3,Mara McKown
4,Rachel Eierman
9,Diana Swanson
9,Analise Huysentruyt
12,Caroline Swanson
14,Danielle Love
14,Autumn Barker
23,Lauren Byrne
42,Traci Castonguay
57,Elisabeth Rosa
88,Maya Joye
b,r,e,a,k
Harvard,7
teamInfo,Quasar,"Cambridge, Massachusetts",http://www.hcs.harvard.edu/~ultimate/index.php,https://www.facebook.com/quasarultimate,https://twitter.com/QuasarUltimate
2,Jacqueline Martinez
3,Eliza Chang
4,Alicia Monfre
5,Lyra Wanzer
6,Jayne Pilachowski
7,Emily Houlihan
8,Kate Diaz
10,NATALIE SPITZER
13,Monica Hersher
14,Andrea Brown
15,Ella Park-Chan
17,Elizabeth Pugh
18,Velina Kozareva
22,Karine Hsu
23,Abigail Burke
24,REBECCA RAMOS
27,Sarah Judd
b,r,e,a,k
Colorado,11
teamInfo,Kali,"Boulder, Colorado",http://www.kaliultimate.com/,https://www.facebook.com/ColoradoWomensUltimate,https://twitter.com/Kaliultimate
coaches,Lauren Boyle,Claire Chastain
03,Amy Elizabeth Leder
04,Nhi Nguyen
05,Leilani Nelson
06,Emma Capra
08,Jean Russell
09,Kirstin Johnson
10,SARAH BARTOSH
11,Megan Henderson
13,Jessica Chesnut
16,MADISON GREEN
18,Katiana Hutchinson
24,Hilary Egan
31,Chelsea Gerleit
33,Fiona Dragonfly
41,Katherine Macri
49,Kelly Nemeth
52,ALEXANDRA KARPILOW
55,Madeline Pellicore
65,Megan Ives
69,Sarah Ferraro
99,Kelsey Bennett
b,r,e,a,k
Southern California,14
teamInfo,Hellions of Troy,"Los Angeles, California",http://www.uscwomensultimate.com/,,https://twitter.com/USCHellions
0,Catherine Chung
0,Jolene Liu
0,Jean Frazier
0,Rhea Choudhury
0,Brianne Low
0,Rachel Litz
0,Alana Archer
0,Valentina Valdez
0,Connie Chan
8,Becklin Davis
10,Julia Johnson
11,Christie Yeh
12,Linda Hamon
15,Rachel Chang
18,Sophia Zhou
22,Alyssa Perez
24,Avalon Igawa
b,r,e,a,k
Washington,12
teamInfo,Element,"Seattle, Washington",,,
05,Janet Ho
07,Rachel Jecker
09,Clara Amorosi
10,Kathy Tong
11,Nora Landri
13,Kit Carle
14,Nicole Cramer
15,Kaitlin Kirkpatrick
16,Bailey Bonaci
17,Ellen Goldberg
18,Allison Tjader
19,Addyson Frattura
20,Grace Noah
21,Cami  Canter
22,SARAH EDWARDS
23,Maria Carla Marigmen
25,EDRIENNE  CHAN
27,MANDY TRUONG
36,Sophia Johansen
51,Kate Crawford
b,r,e,a,k
California-San Diego,13
teamInfo,UCSD Psychos,"San Diego , California",http://www.psychoultimate.com/,https://www.facebook.com/psychoultimate?ref=br_tf,@psychoultimate
coaches,Carlo Mosca,Alisha Stoun
0,Elizabeth Cowan
01,Kylie Shen
03,BRIDGET ZEIGER
04,Shelby Triplitt
05,Rachel Ling
10,Maria Zavala
11,Cynthia Yee
16,Jorie Moore
18,Rebeca Ellis
19,Juliana Jordan
20,Kelli Iwamoto
23,Adelei Carman
24,Tabetha Ridgway
43,Stacy Tran
45,Maryjo Sampang
47,Dena Elimelech
54,Alyssa Lopez
60,Leanne Go
62,Avery Jones
69,Purisa Simmons
71,Erika Kaji
73,Maria Peterson
88,Christina Huynh
b,r,e,a,k
UCLA,16
teamInfo,BLU,"Los Angeles, California",uclaclubsports.com/index.aspx?path=wuf,facebook.com/UCLABLU,twitter.com/blultimate
coaches,Emma Frankel
01,JANE ELIZABETH GUNNAR
02,Emily Beck
03,Catherine Paulson
04,Kristen Pojunis
05,Lauren Kean
07,Grace Hubrig
08,Bonnie Brown
11,Sylvia Liang
15,Claire Simpson
16,Alyssa Worsham
17,Kristin Monson
18,Camille Wilson
19,Melissa Kan
21,Audree Hsu
22,Caroline McKee
23,BREANNA DIRKSE
25,Han Chen
27,Vivian Liu
31,Kathleen Lo
89,Tiana Rangchi
99,Maria Kazantsev
b,r,e,a,k
Northeastern,17
teamInfo,Valkyries A,"Boston, Massachusetts",http://www.ultimate.neu.edu/men/newsite/blogs/index.php?blog=4,https://www.facebook.com/pages/Northeastern-Valkyries-Womens-Club-Ultimate-Frisbee/261962653833898?fref=ts,https://twitter.com/ValksUltimate
05,Eleanor Patten
06,Lauren Bertino
09,Harriet Booth
11,ALEXANDRA ROSIN
12,Nicole Canning
13,Ellen  Harsha 
14,Mei Bruist
15,Julianne Kloza
18,Natalie Hopkins
23,Anna Cullen
26,Ariel Bloch
33,Samantha Gray
36,Elizabeth Way
37,Hannah Walter
38,Maggie Soto
39,Katharine Gilbert
45,Eva Davis
49,Lamia Farah
64,Tracey Lum
66,Lydia Auch
76,Mary Chen
88,Gianna Scioletti
91,Anna Sciaruto
b,r,e,a,k
Texas,15
teamInfo,Melee,"Austin, Texas",http://texaswomensultimate.github.io/home/,https://www.facebook.com/utexasultimate?bookmark_t=page,www.twitter.com/txmelee
coaches,Edith Teng
0,Marissa Land
03,Domenica Sutherland
04,Cameron Bryan
05,Andrea Esparza
10,Gaby Cuina
13,Julia Schmaltz
15,Sydney Overman
16,Olivia Angel
17,Kathryn Herbers
18,Meghan Ha
20,Susan Gilbert
21,Katelynn Zacharias
23,Laura  Gerencser
24,Sara Lee
25,Melinda Gidlow
26,LAURA VARGAS
29,Meghan Rutledge
99,Alexandra Magid
b,r,e,a,k
California-Santa Barbara,18
teamInfo,Burning Skirts,"Goleta, California",,,
0,Audrey Horn
0,Sarah Halperin
0,Julia Kwasnick
0,Kerry Jones
0,Camden  Palm
0,Crystal Lee
0,Anjali Dixit
0,Mary Mraovich
0,LYLY TRAN
0,Jessica Pham
1,Ria Sager
12,Angela Dong
16,Dana Patterson
27,Kelsey McClung
34,Kristen Snyder
45,Kieran Hughes
89,Samantha Kretchmar
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
Oregon,California,13,10,"02/13/2016, 09:00",Pool A,Final
San Diego State,Florida,8,9,"02/13/2016, 09:00",Pool A,Final
Oregon,Florida,11,4,"02/13/2016, 10:30",Pool A,Final
Colorado College,San Diego State,13,3,"02/13/2016, 10:30",Pool A,Final
California,San Diego State,13,7,"02/13/2016, 12:00",Pool A,Final
Colorado College,Florida,9,5,"02/13/2016, 12:00",Pool A,Final
Colorado College,California,4,12,"02/13/2016, 13:30",Pool A,Final
Oregon,San Diego State,13,2,"02/13/2016, 13:30",Pool A,Final
Oregon,Colorado College,13,5,"02/13/2016, 15:00",Pool A,Final
California,Florida,12,1,"02/13/2016, 15:00",Pool A,Final
pool,Pool B
Harvard,Cal Poly-SLO,8,10,"02/13/2016, 09:00",Pool B,Final
Stanford,Cal Poly-SLO,12,2,"02/13/2016, 10:30",Pool B,Final
Western Washington,Harvard,13,2,"02/13/2016, 10:30",Pool B,Final
Western Washington,Cal Poly-SLO,12,3,"02/13/2016, 12:00",Pool B,Final
Stanford,Harvard,13,4,"02/13/2016, 13:30",Pool B,Final
Stanford,Western Washington,10,8,"02/13/2016, 15:00",Pool B,Final
Stanford,California-Davis,10,1,"02/13/2016, 23:00",Pool B,Final
California-Davis,Harvard,12,4,"02/14/2016, 02:00",Pool B,Final
Western Washington,California-Davis,6,9,"02/14/2016, 03:30",Pool B,Final
California-Davis,Cal Poly-SLO,10,5,"02/14/2016, 05:00",Pool B,Final
pool,Pool C
Colorado,Southern California,11,10,"02/13/2016, 09:00",Pool C,Final
Colorado,California-San Diego,7,9,"02/13/2016, 10:30",Pool C,Final
Washington,Southern California,9,10,"02/13/2016, 10:30",Pool C,Final
Colorado,Washington,13,7,"02/13/2016, 12:00",Pool C,Final
California-San Diego,Southern California,7,8,"02/13/2016, 12:00",Pool C,Final
Washington,California-San Diego,9,7,"02/13/2016, 13:30",Pool C,Final
pool,Pool D
Texas,Northeastern,9,12,"02/13/2016, 09:00",Pool D,Final
Texas,UCLA,7,9,"02/13/2016, 17:30",Pool D,Final
Northeastern,California-Santa Barbara,11,6,"02/13/2016, 19:00",Pool D,Final
Texas,California-Santa Barbara,14,5,"02/13/2016, 20:30",Pool D,Final
UCLA,Northeastern,10,7,"02/13/2016, 20:30",Pool D,Final
UCLA,California-Santa Barbara,12,4,"02/13/2016, 23:00",Pool D,Final
b,r,e,a,k
brackets,Bracket Play
bracket,Championship Bracket
UCLA,Stanford,11,14,"02/15/2016, 18:30",Championship Game,Final
Oregon,UCLA,14,15,"02/15/2016, 16:45",Semifinals,Final
Stanford,Texas,15,5,"02/15/2016, 09:45",Semifinals,Final
Oregon,Western Washington,14,11,"02/14/2016, 14:30",Quarter Finals,Final
UCLA,California-Davis,15,8,"02/15/2016, 04:30",Quarter Finals,Final
Stanford,Washington,15,11,"02/14/2016, 14:30",Quarter Finals,Final
Colorado College,Texas,13,15,"02/14/2016, 14:30",Quarter Finals,Final
bracket,5th Place Bracket
Western Washington,Washington,2,15,"02/15/2016, 09:45",5th Place Finals,Final
Western Washington,California-Davis,14,13,"02/15/2016, 22:00",5th Place Semifinals,Final
Washington,Colorado College,15,8,"02/15/2016, 08:00",5th Place Semifinals,Final
bracket,3rd Place
Oregon,Texas,15,9,"02/15/2016, 11:30",3rd Place Finals,Final
bracket,7th Place
California-Davis,Colorado College,8,11,"02/16/2016, 01:30",7th Place Finals,Final
b,r,e,a,k
brackets,Consolation Bracket
bracket,9th Place Bracket
California,Southern California,12,11,"02/15/2016, 07:30",9th Place Finals,Final
Northeastern,California,9,14,"02/14/2016, 14:30",9th Place Semifinals,Final
Colorado,Southern California,10,11,"02/14/2016, 14:30",9th Place Semifinals,Final
bracket,11th Place
Northeastern,Colorado,11,13,"02/15/2016, 07:30",11th Place Finals,Final
bracket,13th Place Bracket
California-San Diego,Cal Poly-SLO,13,6,"02/15/2016, 09:45",13th Place Finals,Final
California-San Diego,California-Santa Barbara,11,6,"02/15/2016, 15:00",13th Place Semifinals,Final
Cal Poly-SLO,Florida,11,10,"02/15/2016, 08:00",13th Place Semifinals,Final
bracket,15th Place
California-Santa Barbara,Florida,6,12,"02/15/2016, 20:15",15th Place Finals,Final
bracket,17th Place
Harvard,San Diego State,10,9,"02/15/2016, 13:15",17th Place Finals,Final
b,r,e,a,k
pools,Power Pools
pool,Pool E
Northeastern,Washington,8,15,"02/14/2016, 09:00",Pool E,Final
Oregon,Washington,15,4,"02/14/2016, 10:45",Pool E,Final
Oregon,Northeastern,15,10,"02/14/2016, 12:30",Pool E,Final
pool,Pool F
California,Texas,11,12,"02/14/2016, 09:00",Pool F,Final
Stanford,Texas,14,5,"02/14/2016, 10:45",Pool F,Final
Stanford,California,11,10,"02/14/2016, 12:30",Pool F,Final
pool,Pool G
Colorado,Colorado College,9,11,"02/14/2016, 10:45",Pool G,Final
California-Davis,Colorado College,10,11,"02/14/2016, 23:00",Pool G,Final
Colorado,California-Davis,12,13,"02/15/2016, 09:30",Pool G,Final
pool,Pool H
Southern California,Western Washington,11,13,"02/14/2016, 09:00",Pool H,Final
UCLA,Western Washington,14,11,"02/14/2016, 17:45",Pool H,Final
UCLA,Southern California,12,7,"02/14/2016, 19:30",Pool H,Final
pool,Pool I
California-San Diego,Harvard,12,7,"02/14/2016, 09:00",Pool I,Final
Florida,Harvard,11,8,"02/14/2016, 10:45",Pool I,Final
Florida,California-San Diego,9,10,"02/14/2016, 12:30",Pool I,Final
pool,Pool J
Cal Poly-SLO,San Diego State,15,5,"02/14/2016, 10:45",Pool J,Final
California-Santa Barbara,San Diego State,13,11,"02/14/2016, 16:00",Pool J,Final
Cal Poly-SLO,California-Santa Barbara,10,9,"02/14/2016, 19:30",Pool J,Final
b,r,e,a,k
