Southwest Mixed Regionals,Club - Mixed ,10,9,2016
Phoenix,AZ,2016-09-10,2016-09-11
https://play.usaultimate.org/events/Southwest-Mixed-Regionals-2016/schedule/Mixed/Club-Mixed
Mischief,1
16,Jorie Moore
19,Juliana Jordan
22,Cody Kirkland
24,SAMANTHA LUI
26,Sheliemae Lai
27,NICK MINYEN
32,Luke Sanford
34,Emily Baker
47,Dena Elimelech
77,Auralee Walmer
80,Micah Blazar
94,Zachary Spidell
b,r,e,a,k
Blackbird,3
teamInfo,,"San Francisco, California",,https://www.facebook.com/Blackbird-Ultimate-128109440599257,https://twitter.com/Blackbird_SF
02,Corey Lee
03,Castle Sinicrope
04,Deanna Bjorkquist
05,Thomas Hendrickson
06,Scott Mahr
07,Rachel Holz
09,Adam Farren
10,Krisztina Finn
11,Barrs Lang
12,Lauren Casey
12,Casey Ikeda
13,Sally Mimms
14,Mia Hagen
17,William Finn
21,ADAM SCOW
22,NICHOLAS SLOVAN
23,Remy Schor
24,Daniel Daniel Gillick
28,Sheeva Slovan
29,VY Chow
30,Megan Schoellhamer
40,Mac Taylor
42,Jeremy Norden
51,Ryan Scribner
64,Justin Norden
99,Tim Gilligan
b,r,e,a,k
Donuts,8
teamInfo,,"Bay Area, California",wearedonutsultimate@gmail.com,https://www.facebook.com/DonutsUltimate/?pnref=story,https://twitter.com/donuts_ultimate
0,Jeffrey Voss
03,Davin Lyons
04,Daniel East
05,Alexandra Taipale
07,Audrey Lyman
08,Adam Koren
10,Alexander Morris
13,MICHAEL LOPEZ
14,Anjile An
17,Claudia Arquero
19,Phoebe Hopp
20,Sarinah Samsudin
23,Nikki Chang
24,Margaret Rosano
26,KENDRA CONRAD
27,Danielle Gendron
28,Stephanie Pritchard
29,Alexander Mitra
30,Grant Farrington
32,Eric Richardson
33,Donnya Ajdari
37,Daniel Zakaria
55,Kwai Philpott
65,Erik Urban
77,Alec Surmani
88,Bill Liu
b,r,e,a,k
Rubix,13
teamInfo,,"Phoenix, Arizona",,,ultimate_rubix
01,Ryan Bleam
02,PATRICK FRANCIA
03,Kylie Capite
04,JEREMY EMERY
05,Dakota Lippincott
07,Alan Bowers
08,Aaron Harczynski
09,Brett Carr
10,Alex Wendt
12,Cole Cairl
13,Adam Carberry
14,Dan Brauch
16,Samantha Myland
17,Erin Donahue
19,Mariana Lopes
20,Maressa Mistretta
21,Tim Camper
22,Lindsey Doyle
24,GREG SCALIA
25,Kate Cairl
29,Mike  Hall
30,Anthony Acer
32,HUNTER YOUNG
33,Kaetlynn Daoust
34,Trevor Smith
37,John Barber
40,Breanna Bryant
b,r,e,a,k
American Barbecue,11
teamInfo,,"San Francisco, California",www.abbq.org,,
00,Maxwell Friedmann
00,Kevin Manss
00,Teresa Feng
00,LYUDA GRIGORIEVA
00,Nicholas Murphy
00,Dan Parker
00,Brandon Kwock
00,Katrina Kalantar
00,GRACE LAIDLAW
00,Molica Anderson
00,KEVIN AHA
00,THOMAS LASSETTER
00,Nicholas Weiss
00,Georgia Tse
00,Kyle Smith
00,Caroline Loh
00,Patricia Anderson
00,Alex Pien
00,Philip Chang
00,ALLISON FINK
00,Jason Seidler
00,Robert Bruggner
00,Jessalyn Siu
00,Cory Fauver
00,JACK MOXON
00,Noel Arsenault
b,r,e,a,k
Alchemy,10
teamInfo,,"San Francisco, California",,https://www.facebook.com/alchemyultimate,
0,Nami Sumida
02,Crystal Alton
03,Jeffro Valeros
04,Elizabeth Leon
05,Evan Hoyt
06,Kristina Geddert
07,Emily Paris
09,Jennifer Pashley
10,Simon Margolis
11,Claire Leichter
12,Jeff Grobe
13,Brett Naul
20,Eric Hartge
21,Jesse White
22,EDWARD PARSONS
23,Sylvia Liang
26,Daniel Keller
27,CHASE BOWMAN
32,Damian Park
33,Kyle McBard
35,Ashley Blackshore
40,Michelle Levinson
44,Alexander Lloyd-Evans
51,Brandon Tomlin
54,Nick Riker
75,Riley O'Neill
99,Amanda Karakoudas
b,r,e,a,k
Ursa Major,16
teamInfo,,"Bay Area, California",,https://www.facebook.com/ursamajorultimate,https://twitter.com/UrsaMajorUlti
0,SIDDHARTHA PENAKALAPATI
0,Shadrick Small
0,Jacqueline Bonner
0,WILLIAM CHANEY
0,Sarah Tenpas
0,Peter Zellman
0,Eli Menaker
2,GLENN CARROLL
3,Michael Corley
5,Adam Berman
5,Suk lyn Lim
7,Pradeep Nair
9,Jonathan Martindill
10,Dave Kavulak
11,Jon Schlosberg
11,Timothy Reilly
12,Dana Manochi
15,Whitney Hannah
17,Chris Godek
18,Charles Stratton
20,STEPHEN STRADLEY
21,Kaitlin Marin
21,FINLEY BABA
24,SHANNON SPEAKER
27,Alice Walton
39,Kelsey Hermann
43,COLIN HOY
b,r,e,a,k
Long Beach Legacy,9
teamInfo,,"Long Beach, California",,,
0,RACHEL SMITH
0,RYAN Vermilion
0,ASHLEY Landry
0,ARMAND DEBOSE
0,NICK SAUER
0,RORY COHEN
0,Zach Theodore
0,Ivana Monson
0,Douglas Wolf
7,Brianna Harris
00,Jacob Baumer
00,YVETTE  HERZFELD
06,Sarah Davisson
13,DANIEL LANDRY
17,Emily Harrington
23,Enrique Carranza
24,RYAN LEPORE
44,Daniel Davisson
72,Justin Reinhardt
b,r,e,a,k
Family Style,12
teamInfo,,"Los Angeles, California",,https://www.facebook.com/FamilyStyleUltimate,https://twitter.com/playfamilystyle
0,Ted McClure
0,Myisha Tarvin
0,Eric Owens
0,Charlie Capron
0,Joanne Chong
0,Joyce Chen
0,Thomas Lin
0,Glenda Marshall
0,Joseph Bobman
0,Suzanne Iwanicki
0,Junno Tseng
0,Erika Ye
0,Deanna Iff
1,Paul Kempler
1,Felicia Yang
3,ALEX CHIN
9,Elliot Davis
10,Brian Leung
19,Andrew Bustle
33,Christopher Weyers
40,Veronica Yee
42,NOAH TOMASZEWSKI
46,Sarah Kibler
57,Andrew Dunn
66,Jennifer Norris
b,r,e,a,k
7 Figures,4
teamInfo,,"Los Angeles, California",,,
01,Peter Zhou
02,Daniel Oettinger
03,Brian Zid
04,Gary Molano
05,Joseph Forbes
06,Shereen Rabie
10,Emma Frankel
11,Aaron Jacobs
14,Christopher Cogswell
15,KATHRYN FOWLER
16,Rachel Chang
18,Camille Wilson
19,Garrett Yung
21,Sophie Hines
22,Christopher Feeney
22,Alyssa Perez
23,Connie Wang
25,Han Chen
27,Connie Chan
30,Russell Gaskamp
33,Adam Bronstein
34,Jacob Bartholomew
35,Alison Forbes
45,Michael Sylvester
64,Nathan Warden
67,alexander carey
80,Brandon Severson
b,r,e,a,k
Groove,14
teamInfo,,"San Francisco, California",http://grooveultimate.com/,https://www.facebook.com/grooveultimate,@GrooveUltimate
0,Nick James
0,NICOLE JOHNSON
0,Alex Eacker
0,Nick Buccelli
2,Jason Edelman
5,Joseph Schindler
7,Alyssa Olson
9,Cameron Amey
9,Corinne Hanson
10,Halsey Hoster
17,ALEX WATERMAN
21,Nicole Love
21,Adah Shih
22,Eric Rivera
24,Andrew Riggs
25,Samantha Applegate
26,Anthony Havens
28,KYLE SALASKO
29,Eric Shaw
30,Jee Witt
33,ELI LEVENSON-FALK
36,MEGAN NORR
44,Gianna Tesler
44,Andrew Rodman
73,Mara Saltzman
86,Jannon Frank
99,HOLLY SCHWARZ
b,r,e,a,k
BW Ultimate,6
teamInfo,,"Sunnyvale, California",,https://www.facebook.com/BW.Ultimate,https://www.twitter.com/bw_ultimate
0,Max Herrmannsfeldt
0,Lorenzo Lalimarmo
0,Dana Chang
0,Melissa Slaughter
0,KATE KARDOSH
0,Jake Tozer
0,Hidemasa Kato
1,Matthew Natali
2,Amy Chang
5,Radhika Bhargav
7,Anna Liu
7,Michelle Slaughter
10,Jake Chang
11,Thomas Pineda
11,Steven Guagliardo
13,Chris Farina
13,Veronica Cruz
17,Nicholas Raisch
18,Sayako Uchida
23,Lauren Carden
24,Alireza Mirafzal
27,Sunny Saini
30,Jeremy Kharrazi
36,Pin-Wen Wang
43,Bettina Chen
49,Robert Srinivasiah
60,Xia Liu
b,r,e,a,k
Classy,7
teamInfo,,"San Francisco, California",,https://www.facebook.com/classyultimate/,
0,Andrew Koerner
0,Melissa Hassler
0,Michael Denevan
0,Eda Altiok
0,Joseph Bryan
0,Tara Hobbs
0,Dhwani Shah
0,Charlie Hsu
0,Nicolas Sayavedra
0,KYLE NICHOLS-SCHMOLZE
0,Peter Bonanno
0,Zhimin Xie
0,Melissa Skevington
0,Yvonne Cheng
0,Allegra Mayer
0,Nicholas Davis
0,Angela Xiong
0,Wil Turner
0,Matthew Rubashkin
0,Simone Stolzoff
0,KATRINA SCHWARTZ
0,Josh Mitts
0,Ian Cutler
9,"Dana ""Zuul"" Nelson"
37,Frances Hamkins-Indik
39,Dan Morris
55,Tyler Condit
b,r,e,a,k
Platypi,15
teamInfo,,"Chico, California",,,
0,JAZMIN JORDAN
0,Tyler Grenier
0,Ryan Watson
0,Nicholas Dahms
0,Lindsay Hedgecock
0,Russell Helms
0,Stephen Nacis
0,Ellen Sampson
0,Elizabeth Buhler
0,Jeff Croshal
0,Kendra  Higgins
0,Alyssa Rodriguez
0,Austin Barden
0,Kyle Harper
0,Amanda Costa
0,Loren Bloom
0,Derek Miller
0,Peter Van Pelt
0,Matthew Kissmann
2,BRIAN BEEMAN
7,Marié Weverka
8,Kathleen Johnston
13,Henry Whitney
15,Jessep Macfarlane
19,Georgina Tetlow
24,Nicholas Jackson
24,Krista Takayama
b,r,e,a,k
s,t,a,g,e,s
brackets,Nationals-Qualifying Brackets
bracket,1st Place Bracket
Mischief,Polar Bears,14,13,"09/11/2016, 09:50",1st Place Finals,Final
Mischief,Dorado,15,7,"09/10/2016, 18:30",1st Place Semis,Final
Blackbird,Polar Bears,11,15,"09/10/2016, 18:30",1st Place Semis,Final
Mischief,Donuts,13,5,"09/10/2016, 09:30",1st Place Quarters,Final
Dorado,Rubix,12,9,"09/10/2016, 09:30",1st Place Quarters,Final
Blackbird,American Barbecue,13,10,"09/10/2016, 09:30",1st Place Quarters,Final
Alchemy,Polar Bears,6,8,"09/10/2016, 09:30",1st Place Quarters,Final
Mischief,Ursa Major,13,3,"09/10/2016, 08:00",1st Place Prequarters,Final
Long Beach Legacy,Donuts,10,11,"09/10/2016, 08:00",1st Place Prequarters,Final
Dorado,Family Style,13,10,"09/10/2016, 08:00",1st Place Prequarters,Final
Rubix,7 Figures,11,10,"09/10/2016, 08:00",1st Place Prequarters,Final
Blackbird,Groove,13,2,"09/10/2016, 08:00",1st Place Prequarters,Final
American Barbecue,BW Ultimate,10,8,"09/10/2016, 08:00",1st Place Prequarters,Final
Classy,Alchemy,8,10,"09/10/2016, 08:00",1st Place Prequarters,Final
Platypi,Polar Bears,11,13,"09/10/2016, 08:00",1st Place Prequarters,Final
bracket,2nd Place Bracket
Polar Bears,Blackbird,9,15,"09/11/2016, 11:40",2nd Place Finals,Final
7 Figures,Blackbird,11,14,"09/11/2016, 09:50",2nd Place Semis,Final
7 Figures,Dorado,15,14,"09/11/2016, 08:00",2nd Place Quarters,Final
Classy,Blackbird,10,15,"09/11/2016, 08:00",2nd Place Quarters,Final
Alchemy,7 Figures,9,12,"09/10/2016, 18:30",2nd Place Prequarters,Final
BW Ultimate,Classy,10,13,"09/10/2016, 18:30",2nd Place Prequarters,Final
Alchemy,Long Beach Legacy,13,8,"09/10/2016, 11:00",2nd Place Play Ins 2,Final
American Barbecue,7 Figures,6,13,"09/10/2016, 11:00",2nd Place Play Ins 2,Final
Rubix,BW Ultimate,6,12,"09/10/2016, 11:00",2nd Place Play Ins 2,Final
Donuts,Classy,8,11,"09/10/2016, 11:00",2nd Place Play Ins 2,Final
Ursa Major,Long Beach Legacy,6,13,"09/10/2016, 09:30",2nd Place Play Ins 1,Final
Family Style,7 Figures,7,13,"09/10/2016, 09:30",2nd Place Play Ins 1,Final
Groove,BW Ultimate,5,8,"09/10/2016, 09:30",2nd Place Play Ins 1,Final
Classy,Platypi,11,8,"09/10/2016, 09:30",2nd Place Play Ins 1,Final
b,r,e,a,k
brackets,Consolation Brackets
bracket,5th Place
Dorado,Classy,6,11,"09/11/2016, 09:50",5th Place,Final
bracket,7th Place
Alchemy,BW Ultimate,8,10,"09/11/2016, 09:30",7th Place,Final
bracket,9th Place
American Barbecue,Donuts,13,9,"09/11/2016, 09:30",9th Place Finals,Final
Long Beach Legacy,American Barbecue,11,13,"09/11/2016, 08:00",9th Place Semis,Final
Rubix,Donuts,8,13,"09/11/2016, 08:00",9th Place Semis,Final
bracket,11th Place
Long Beach Legacy,Rubix,13,9,"09/11/2016, 09:30",11th Place,Final
b,r,e,a,k
pools,Consolation Pool
pool,Pool A
Ursa Major,Groove,6,12,"09/10/2016, 11:00",Pool A,Final
Family Style,Platypi,8,12,"09/10/2016, 11:00",Pool A,Final
Ursa Major,Family Style,7,13,"09/11/2016, 08:00",Pool A,Final
Groove,Platypi,12,8,"09/11/2016, 08:00",Pool A,Final
Ursa Major,Platypi,8,9,"09/11/2016, 09:30",Pool A,Final
Family Style,Groove,12,9,"09/11/2016, 09:30",Pool A,Final
b,r,e,a,k
